Cross Validation,Bootstrapping
-6.319492824282763,-6.319492824282763
-7.275292228169224,-7.275292228169224
-7.005571518878642,-7.005571518878642
-6.7769802790720455,-6.7769802790720455
-7.069152365108504,-7.069152365108504
-6.901566717119393,-6.901566717119393
-6.881462085097597,-6.881462085097597
-6.876931743963041,-6.876931743963041
-6.927233576509219,-6.927233576509219
-6.452440326871207,-6.452440326871207
-6.763695125640515,-6.763695125640515
-6.943405571607805,-6.943405571607805
-7.019711539917412,-7.5061400977835495
-6.983610216042149,-6.983610216042149
-6.521916528572101,-6.521916528572101
-6.955477531395399,-6.955477531395399
-7.291009253274429,-7.291009253274429
-7.0224437112681475,-7.0224437112681475
-7.105976556767503,-7.105976556767503
-7.17691221232958,-7.17691221232958
-6.111332234466008,-6.111332234466008
-6.841008050841716,-6.841008050841716
-6.498810029811451,-6.498810029811451
-7.04886754057569,-7.04886754057569
-6.59369955447042,-6.59369955447042
-6.9226887394068015,-6.9226887394068015
-6.886350147325587,-6.886350147325587
-6.723477951339556,-6.723477951339556
-7.37368685894937,-7.37368685894937
-6.887702495327948,-6.887702495327948
-7.061057704519774,-7.061057704519774
-7.4023548273071755,-6.246594894481961
-6.416455895451344,-6.416455895451344
-7.034682565216555,-7.034682565216555
-6.832794481484112,-6.832794481484112
-6.779870056566364,-6.779870056566364
-7.077750869244766,-7.077750869244766
-6.989252855733106,-6.989252855733106
-6.973382024503472,-6.973382024503472
-6.921490789044039,-6.921490789044039
-7.241602436428656,-7.241602436428656
-6.527462507164691,-6.527462507164691
-7.15773635277536,-7.15773635277536
-7.489677910040764,-7.489677910040764
-7.042335713994714,-7.042335713994714
-6.813464985241347,-6.813464985241347
-6.8339500168707,-6.8339500168707
-6.551584792542088,-6.551584792542088
-6.9053890803749205,-6.9053890803749205
-6.609361128843777,-6.609361128843777
-6.757215718986881,-6.757215718986881
-7.694579684637118,-7.0355885267219165
-6.579191202040621,-6.579191202040621
-7.1463799979358695,-7.1463799979358695
-6.940899821292714,-6.940899821292714
-6.940904851433848,-6.940904851433848
-6.959945491996983,-6.959945491996983
-6.918763397030454,-6.918763397030454
-6.941771339816173,-6.941771339816173
-7.2721713657883,-7.2721713657883
-6.484469689963644,-6.484469689963644
-6.938037063678804,-6.938037063678804
-7.20004518102177,-7.20004518102177
-6.894758516756367,-6.894758516756367
-6.672515035318967,-6.672515035318967
-6.633622612456278,-6.633622612456278
-7.319325257176464,-6.533053536335016
-7.0263909571916106,-7.0263909571916106
-6.73821495612097,-6.73821495612097
-7.046769490799024,-7.046769490799024
-7.397579316632737,-6.856030230610056
-6.750257148015303,-6.750257148015303
-7.317519387622127,-7.317519387622127
-7.205026656013513,-7.205026656013513
-6.751705022914525,-6.751705022914525
-7.31937822192778,-7.31937822192778
-6.882503198641379,-7.455392004132963
-6.963972068446351,-6.963972068446351
-6.959512859730444,-6.959512859730444
-6.584938530486032,-6.584938530486032
-7.1290326328835105,-7.1290326328835105
-6.997060502077922,-6.997060502077922
-6.788343491584929,-7.495395467484723
-7.247921238148936,-7.247921238148936
-6.7908972961744025,-6.7908972961744025
-6.848061825332986,-6.848061825332986
-6.965081011919383,-6.965081011919383
-7.222489745748472,-7.222489745748472
-6.958383522811246,-6.958383522811246
-6.505372893134092,-6.505372893134092
-6.532004218997806,-6.532004218997806
-6.4566170893525054,-6.4566170893525054
-7.308155833124111,-7.308155833124111
-6.643692487160409,-6.643692487160409
-6.723150487479048,-6.723150487479048
-6.874352761316906,-6.874352761316906
-6.776185114197708,-6.776185114197708
-7.143769591926491,-7.143769591926491
-7.170380811342323,-7.170380811342323
-6.47369546007092,-7.51407820506994
