Sectioning,NGS,UNGS,NV,Sectioning.1,NGS.1,UNGS.1,NV.1,Sectioning.1.1,NGS.1.1,UNGS.1.1,NV.1.1,Sectioning.1.1.1,NGS.1.1.1,UNGS.1.1.1,NV.1.1.1,Sectioning.1.1.1.1,NGS.1.1.1.1,UNGS.1.1.1.1,NV.1.1.1.1,Sectioning.1.1.1.1.1,NGS.1.1.1.1.1,UNGS.1.1.1.1.1,NV.1.1.1.1.1,Sectioning.1.1.1.1.1.1,NGS.1.1.1.1.1.1,UNGS.1.1.1.1.1.1,NV.1.1.1.1.1.1,Sectioning.1.1.1.1.1.1.1,NGS.1.1.1.1.1.1.1,UNGS.1.1.1.1.1.1.1,NV.1.1.1.1.1.1.1,Sectioning,NGS,UNGS,NV
-7.317482306316835,-7.107687286766615,-7.107687286766615,-7.107687286766615,-7.129256344841291,-6.805792739534816,-6.805792739534816,-6.805792739534816,-6.94233412376653,-6.613033887453843,-6.613033887453843,-6.613033887453843,-6.8793015806030535,-7.050932412808666,-7.050932412808666,-7.050932412808666,-6.789992066544464,-6.650947137056871,-6.650947137056871,-7.547508492335617,-7.0678432303034775,-6.520372785521892,-6.520372785521892,-6.520372785521892,-6.882624739801763,-6.8185787875546415,-6.8185787875546415,-7.674549969298326,-7.021896284006019,-6.860071063833716,-6.860071063833716,-6.860071063833716,-6.645336425466735,-6.6193103578904555,-6.6193103578904555,-7.593497894159646
-7.916165027369905,-7.596461850557166,-7.596461850557166,-7.596461850557166,-6.447755304670531,-7.144052834417113,-7.144052834417113,-7.144052834417113,-7.2252014431642415,-7.053756637577266,-7.053756637577266,-7.053756637577266,-7.457052696390082,-6.913532677165694,-6.913532677165694,-6.913532677165694,-6.974811806605248,-6.904642400511798,-6.904642400511798,-6.904642400511798,-6.881962988848659,-6.850353312861599,-6.850353312861599,-6.850353312861599,-6.7270767625640575,-6.809176777910338,-6.809176777910338,-6.809176777910338,-6.743414074680449,-6.818060068887902,-6.818060068887902,-6.818060068887902,-6.792125710799439,-7.5428600472325105,-7.5428600472325105,-7.579506150255732
-7.347962153737665,-7.4772500403757425,-7.4772500403757425,-7.4772500403757425,-7.399890920232365,-6.983458586934226,-6.983458586934226,-6.983458586934226,-6.822361738331196,-7.198505286771587,-7.198505286771587,-7.198505286771587,-6.839053347098163,-6.761598846939249,-6.761598846939249,-7.272968968972891,-7.25947582052158,-6.728712692696455,-6.728712692696455,-6.728712692696455,-6.79909708556876,-6.7351228990201015,-6.7351228990201015,-7.7420572835249715,-6.373445208676088,-6.891800964932686,-6.891800964932686,-6.891800964932686,-6.862327076090008,-6.903814641643132,-6.903814641643132,-7.4918365430272065,-6.879425616010298,-6.8088461166235845,-6.8088461166235845,-7.7082996240591095
-7.576888855529172,-7.324086750324086,-7.324086750324086,-7.324086750324086,-6.505066581812063,-7.671083626147655,-7.671083626147655,-7.671083626147655,-7.14965969725882,-7.223523458929133,-7.223523458929133,-7.223523458929133,-7.338401294722391,-7.474608737678166,-7.474608737678166,-7.474608737678166,-6.399498953356218,-6.604119267950066,-6.604119267950066,-7.349178633422882,-6.580757431996425,-6.829001377060683,-6.829001377060683,-6.829001377060683,-6.50096590841529,-6.70611699257388,-6.70611699257388,-7.587279498551643,-6.790498955230641,-6.813668327582558,-6.813668327582558,-6.813668327582558,-7.497026038094761,-6.445532172957494,-6.445532172957494,-7.497634729522016
-7.497088962388767,-8.516272838128188,-8.516272838128188,-8.516272838128188,-7.641712036735746,-7.25465076593562,-7.25465076593562,-7.25465076593562,-7.10910160844424,-7.317009995868564,-7.317009995868564,-7.317009995868564,-6.794280350913278,-6.550593116198398,-6.550593116198398,-6.550593116198398,-6.673163029960214,-7.079432373899152,-7.079432373899152,-7.079432373899152,-6.8220599053360615,-6.896503459480289,-6.896503459480289,-6.896503459480289,-6.7194686019057634,-6.756722815235312,-6.756722815235312,-6.756722815235312,-6.96521428923171,-7.474424899329817,-7.474424899329817,-7.769413556606842,-6.624520078807595,-6.799068890708715,-6.799068890708715,-6.799068890708715
-7.352379408427012,-7.453585729802794,-7.453585729802794,-7.453585729802794,-7.268724908984074,-7.306031123936334,-7.306031123936334,-7.306031123936334,-7.034829604283723,-6.847603553870572,-6.847603553870572,-6.847603553870572,-7.213703475696175,-6.818926290721303,-6.818926290721303,-6.818926290721303,-6.339491602294359,-7.004834312508303,-7.004834312508303,-7.004834312508303,-6.449252725937908,-6.868737624639015,-6.868737624639015,-6.868737624639015,-7.188180793746618,-6.81332840609829,-6.81332840609829,-6.81332840609829,-6.741602567706639,-6.736843277828369,-6.736843277828369,-6.736843277828369,-7.535732456218745,-6.775501851058518,-6.775501851058518,-7.735681160466642
-7.983749605528327,-7.834155082953687,-7.834155082953687,-7.834155082953687,-7.603935802341377,-7.536224817718212,-7.536224817718212,-7.536224817718212,-7.228178740964118,-6.935840208268619,-6.935840208268619,-6.935840208268619,-6.598152372434482,-7.015189575728562,-7.015189575728562,-7.015189575728562,-6.687085931304246,-7.0263529574397054,-7.0263529574397054,-7.0263529574397054,-6.726813858979166,-6.7684798356548335,-6.7684798356548335,-7.510974278447679,-7.177861666875776,-7.19363148086498,-7.19363148086498,-7.633646865290989,-6.774088202160714,-6.609540422150182,-6.609540422150182,-6.609540422150182,-6.552423634506949,-7.2979062015378195,-7.2979062015378195,-7.627200874712292
-7.6678641228438,-8.367267548172213,-8.367267548172213,-8.367267548172213,-7.265569623242741,-6.700784391875796,-6.700784391875796,-6.700784391875796,-7.070468555570847,-6.544099555318635,-6.544099555318635,-6.544099555318635,-6.447104680858763,-7.00917670129712,-7.00917670129712,-7.00917670129712,-6.892597429230371,-7.198624284728867,-7.198624284728867,-7.198624284728867,-7.355675937334944,-6.836558983450372,-6.836558983450372,-6.836558983450372,-6.159561792905015,-6.403433851925595,-6.403433851925595,-6.403433851925595,-7.392735403019729,-6.740994102945996,-6.740994102945996,-7.328522455748868,-7.057596531213824,-6.895600196907475,-6.895600196907475,-7.631275839115332
-7.554358710061276,-7.930296637958403,-7.930296637958403,-7.930296637958403,-7.693944139073175,-7.493676000914955,-7.493676000914955,-7.493676000914955,-7.1822906988559625,-7.447944463338036,-7.447944463338036,-7.447944463338036,-7.060830162947688,-7.108212100289258,-7.108212100289258,-7.108212100289258,-6.604728485050205,-6.596366743590537,-6.596366743590537,-7.290765538827042,-6.647627914113961,-6.528722827591316,-6.528722827591316,-6.528722827591316,-7.260306236942419,-6.678781553836066,-6.678781553836066,-6.678781553836066,-6.652878723619183,-6.792539956037514,-6.792539956037514,-6.792539956037514,-7.732722890762663,-6.980934202238864,-6.980934202238864,-7.909945075639451
-6.792287918674725,-7.025955299416452,-7.025955299416452,-7.025955299416452,-7.218329570720498,-7.402394608974204,-7.402394608974204,-7.402394608974204,-6.946595718824941,-7.27275232316379,-7.27275232316379,-7.27275232316379,-7.350495063238375,-6.658148976894868,-6.658148976894868,-6.658148976894868,-6.792659506022337,-6.424329467456055,-6.424329467456055,-7.400923044961575,-6.848457086373805,-6.707729159445885,-6.707729159445885,-6.707729159445885,-6.818946653544519,-6.696335215358009,-6.696335215358009,-7.358625511737905,-6.676213522428535,-6.832364462382877,-6.832364462382877,-6.832364462382877,-7.5951248575306245,-6.57989893122118,-6.57989893122118,-6.57989893122118
