Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.771081380246314,-6.771081380246314,-6.4191909022366405,-6.4191909022366405,-7.116748037068251,-7.116748037068251
-6.921870874784486,-6.921870874784486,-6.936203616271682,-6.936203616271682,-6.722345598362388,-6.722345598362388
-6.995164284619733,-6.995164284619733,-6.765997661044942,-6.765997661044942,-6.518934117594703,-6.518934117594703
-6.549675139539009,-6.549675139539009,-6.868887897045926,-6.868887897045926,-7.071478062162844,-7.071478062162844
-6.565267837631625,-6.565267837631625,-6.786627639537599,-6.786627639537599,-6.707081706451175,-6.707081706451175
-6.77865499870872,-6.77865499870872,-6.68145692181558,-6.68145692181558,-6.705423534461496,-6.705423534461496
-6.815153272870452,-6.815153272870452,-6.137199385308415,-6.137199385308415,-6.910489347858571,-6.910489347858571
-6.526304628031525,-6.526304628031525,-6.69540770237696,-6.69540770237696,-6.553306213092817,-6.553306213092817
-6.85927817348422,-6.85927817348422,-7.059557585644003,-7.059557585644003,-6.760895919956324,-6.760895919956324
-6.584414108385094,-6.584414108385094,-6.878327658707333,-6.878327658707333,-6.873117503343987,-6.873117503343987
-7.026256516900902,-7.026256516900902,-6.783573451093241,-6.783573451093241,-6.780749716140375,-6.780749716140375
-7.129300647997438,-7.129300647997438,-6.483178675543554,-6.483178675543554,-6.900280112905109,-6.900280112905109
-6.6295808026305485,-6.6295808026305485,-6.599976613127771,-6.599976613127771,-7.110513090862266,-7.110513090862266
-6.798523222478208,-6.798523222478208,-6.756038203207663,-6.756038203207663,-6.804073947435116,-6.804073947435116
-6.8685726170822665,-6.8685726170822665,-6.844080317603677,-6.844080317603677,-7.13658102344744,-7.13658102344744
-6.614681582003566,-6.614681582003566,-6.825514660650221,-6.825514660650221,-7.151805219910191,-7.151805219910191
-6.75751047344438,-6.75751047344438,-6.497347679320836,-6.497347679320836,-6.71118158540029,-6.71118158540029
-6.796215200829876,-6.796215200829876,-6.665456597612611,-6.665456597612611,-6.925016997917565,-6.925016997917565
-6.840150841538925,-6.840150841538925,-6.8917599096781785,-6.8917599096781785,-6.721535882480373,-6.721535882480373
-6.423771947751845,-6.423771947751845,-6.79457950184798,-6.79457950184798,-6.549786217535095,-6.549786217535095
-6.856693971945933,-6.856693971945933,-6.777148507861655,-6.777148507861655,-6.882467903717024,-6.882467903717024
-6.166057341486763,-6.166057341486763,-6.77154889250909,-6.77154889250909,-6.858949313530958,-6.858949313530958
-6.657751829074888,-6.657751829074888,-6.973127086533789,-6.973127086533789,-7.066186235295461,-7.066186235295461
-6.617208994279752,-6.617208994279752,-6.533549071548901,-6.533549071548901,-7.202478808266794,-7.202478808266794
-6.820079682342978,-6.820079682342978,-6.768376205889284,-6.768376205889284,-7.008195158059585,-7.008195158059585
-7.32983329891525,-7.32983329891525,-7.05911915659736,-7.05911915659736,-6.83328650271252,-6.83328650271252
-6.915735633316819,-6.915735633316819,-6.748866824999196,-6.748866824999196,-6.804549713137031,-6.804549713137031
-6.729714333078186,-6.729714333078186,-7.056100816084024,-7.056100816084024,-7.065025562276937,-7.065025562276937
-7.308496236484773,-7.308496236484773,-6.570176950025646,-6.570176950025646,-6.692645281554746,-6.692645281554746
-6.564854137920351,-6.564854137920351,-7.038396422988238,-7.038396422988238,-6.79640999567424,-6.79640999567424
-6.906941639834526,-6.906941639834526,-6.986245726749305,-6.986245726749305,-6.626343848620929,-6.626343848620929
-6.966392843393558,-6.966392843393558,-6.85513821092237,-6.85513821092237,-6.86985474121397,-6.86985474121397
-6.960046556374204,-6.960046556374204,-7.128674263284444,-7.128674263284444,-6.797870676047183,-6.797870676047183
