Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.765312288653491,-6.765312288653491,-6.413435784306651,-6.413435784306651,-6.540464809245628,-6.540464809245628
-7.09242165591018,-7.09242165591018,-6.442491206105566,-6.442491206105566,-6.331714528737998,-6.331714528737998
-6.60800741151288,-6.60800741151288,-6.950189255429394,-6.950189255429394,-6.354096032774323,-6.354096032774323
-6.789140915908351,-6.789140915908351,-6.709880488231638,-6.709880488231638,-6.972885280741255,-6.972885280741255
-6.864305893450784,-6.864305893450784,-6.667554611206808,-6.667554611206808,-6.723148489682211,-6.723148489682211
-6.519425945992087,-6.519425945992087,-6.753912241791232,-6.753912241791232,-6.520170544282113,-6.520170544282113
-6.729029954116779,-6.729029954116779,-6.969719850823994,-6.969719850823994,-6.600868965091748,-6.600868965091748
-6.513398085195403,-6.513398085195403,-6.605901105305256,-6.605901105305256,-6.976118500588693,-6.976118500588693
-6.539295760859436,-6.539295760859436,-6.432693204568964,-6.432693204568964,-6.8194855066135815,-6.8194855066135815
-6.5733364212205245,-7.388455569381084,-6.9827194112557605,-6.9827194112557605,-6.652287199554471,-6.652287199554471
-7.012728761040375,-7.012728761040375,-6.781341077158253,-6.781341077158253,-6.796392593746314,-6.796392593746314
-6.789398176270236,-6.789398176270236,-6.59753941747729,-6.59753941747729,-6.615211489410804,-6.615211489410804
-6.448358215535861,-6.448358215535861,-6.637950278913795,-6.637950278913795,-6.921450003046109,-6.921450003046109
-6.60854511583698,-6.60854511583698,-6.736057011053442,-6.736057011053442,-6.521134763747357,-6.521134763747357
-6.854472123349933,-6.854472123349933,-6.815149068683729,-6.815149068683729,-6.455938742889124,-6.455938742889124
-6.648864989032988,-6.648864989032988,-6.71341699821747,-6.71341699821747,-6.97635235820544,-6.97635235820544
-7.193548688891631,-7.193548688891631,-6.1122651571665125,-6.1122651571665125,-6.594647451568627,-6.594647451568627
-6.518961953872661,-6.518961953872661,-6.909146405524508,-6.909146405524508,-6.689961200728473,-6.689961200728473
-6.72523916288216,-6.72523916288216,-6.874730279441554,-6.874730279441554,-6.57444818446117,-6.57444818446117
-6.9172395111844605,-6.9172395111844605,-6.901033505422886,-6.901033505422886,-6.7510835095601,-6.7510835095601
-6.756614504679735,-6.756614504679735,-6.918723149063975,-6.918723149063975,-6.721805997103323,-6.721805997103323
-6.846907865026763,-6.846907865026763,-6.371127142576525,-6.371127142576525,-6.659471181279816,-6.659471181279816
