Cross Validation,Bootstrapping
-7.256111066261608,-7.256111066261608
-7.088018305996344,-7.088018305996344
-6.896269294660362,-6.896269294660362
-7.3081877283150245,-7.3081877283150245
-7.7827520355265385,-7.7827520355265385
-7.143708051877034,-7.143708051877034
-6.974792648736424,-6.974792648736424
-7.140758352532996,-7.140758352532996
-7.208381111164535,-7.208381111164535
-7.374741903709975,-7.374741903709975
-7.504379794747234,-7.504379794747234
-6.892475452937522,-6.892475452937522
-7.897122714151269,-7.7341516281405145
-7.410686588863824,-7.410686588863824
-7.369334313673524,-7.369334313673524
-7.635891490103571,-7.635891490103571
-7.354813813996737,-7.354813813996737
-7.342739046255386,-7.342739046255386
-8.19952731765638,-7.471578047401612
-7.187921865493008,-7.187921865493008
-7.000881999319569,-7.000881999319569
-7.496081133037,-7.496081133037
-7.38243528310703,-7.38243528310703
-7.16572789466359,-7.16572789466359
-7.404205665010456,-7.404205665010456
-6.946727853116226,-6.946727853116226
-7.300300788161519,-7.300300788161519
-6.960129921746422,-6.960129921746422
-7.612591556783443,-7.612591556783443
-7.332941499397014,-7.332941499397014
-7.264905059303386,-7.833230835851672
-6.836613629339151,-6.836613629339151
-7.145706573604239,-7.145706573604239
-7.234411162012388,-7.234411162012388
-7.126275008039588,-7.126275008039588
-6.813521234617339,-6.813521234617339
-6.739203117584538,-6.739203117584538
-6.819158685586144,-6.819158685586144
-7.108620701552414,-7.108620701552414
-7.279231377062096,-7.279231377062096
-6.985160112942207,-6.985160112942207
-7.763383440647776,-7.763383440647776
-6.9422581887466155,-6.9422581887466155
-7.423020548170933,-7.423020548170933
-7.429961393389462,-7.429961393389462
-6.872341499354205,-6.872341499354205
-7.601051502477234,-7.601051502477234
-7.326151438300223,-7.326151438300223
-7.3596130569258795,-7.3596130569258795
-7.5126398482252705,-7.5126398482252705
-7.0531356118246995,-7.0531356118246995
-6.520134853278096,-6.520134853278096
-6.753159938361485,-6.753159938361485
-7.436349718155813,-7.436349718155813
-7.395374214576843,-7.395374214576843
-7.499420409485313,-7.499420409485313
-6.660569354622167,-6.991977797274992
-7.593316409157743,-7.593316409157743
-6.892385186177905,-6.892385186177905
-6.6866589299080985,-6.6866589299080985
-7.458956200537965,-7.458956200537965
-7.234252287684541,-7.234252287684541
-7.262147078545885,-7.262147078545885
-7.0826493670803,-7.0826493670803
-7.523832029120217,-7.523832029120217
-7.27833581189028,-7.27833581189028
-7.370687706918431,-7.9986435901053365
-6.510936584876325,-6.968178126086605
-6.939867605881492,-6.939867605881492
-7.026762022196012,-7.026762022196012
-7.231949880625976,-7.231949880625976
-6.927791327164745,-6.927791327164745
-6.987880031713912,-6.987880031713912
-7.089966826208985,-7.089966826208985
-7.507792067507358,-6.877304025636882
-6.872470287755275,-6.872470287755275
-7.584304337613803,-7.584304337613803
-7.457485030554961,-7.749039963001032
-6.63005664537352,-6.63005664537352
-7.162705155702884,-7.162705155702884
-7.177832484996904,-7.177832484996904
-7.457251120096457,-7.457251120096457
-7.524245972667388,-7.524245972667388
-7.002721313293627,-7.002721313293627
-7.994783875693114,-7.545350916894183
-6.981335639078672,-6.981335639078672
-7.55097489946908,-7.55097489946908
-7.47981046203728,-7.47981046203728
-6.75866276568771,-6.75866276568771
-7.516353816409752,-7.516353816409752
-7.326958965244562,-7.326958965244562
-7.326198222519124,-7.326198222519124
-7.243874997095384,-7.243874997095384
-7.352336167721536,-7.352336167721536
-6.909736428729771,-6.909736428729771
-6.974186157397446,-6.974186157397446
-7.278943529874353,-7.278943529874353
-7.154348881711098,-7.154348881711098
-7.105405646746317,-7.105405646746317
-7.688421566471601,-7.688421566471601
