Cross Validation,Bootstrapping
-6.671820103302097,-6.671820103302097
-6.761353662438856,-6.761353662438856
-6.485713328430705,-6.485713328430705
-7.190083923768313,-7.190083923768313
-6.844601884702508,-6.844601884702508
-6.669680696638345,-6.669680696638345
-6.6800116444756,-6.6800116444756
-6.707029162847455,-6.707029162847455
-6.796076534707279,-6.796076534707279
-6.872452704687561,-6.872452704687561
-6.659840170703217,-6.659840170703217
-6.525320898139212,-6.525320898139212
-6.348933574463779,-6.348933574463779
-7.405096777177301,-6.856100502854243
-6.437786287920556,-6.437786287920556
-6.944714388413178,-6.944714388413178
-6.947045492990571,-6.947045492990571
-6.786641576737621,-6.786641576737621
-7.011676587557054,-7.011676587557054
-6.608825381225204,-6.608825381225204
-6.805045988233749,-6.805045988233749
-6.58364508843739,-6.58364508843739
-7.020460594930675,-7.020460594930675
-6.707211105690662,-6.707211105690662
-6.550872113541538,-6.550872113541538
-6.5175784033810515,-6.5175784033810515
-6.633280036696124,-6.633280036696124
-6.698975457195623,-6.698975457195623
-6.897966119056387,-6.897966119056387
-6.885253066004528,-6.885253066004528
-6.865601325724999,-6.865601325724999
-7.097905222310327,-7.097905222310327
-6.791722820277056,-6.791722820277056
-6.459534506317439,-6.459534506317439
-6.6317909055897,-6.6317909055897
-6.676036755736762,-6.676036755736762
-6.719557434773714,-6.719557434773714
-6.874753969533795,-6.874753969533795
-6.673206523692222,-6.673206523692222
-6.750158419529868,-6.750158419529868
-6.936614007323419,-6.936614007323419
-6.839465223443904,-6.839465223443904
-6.374447360257582,-6.374447360257582
-6.724858177340769,-6.724858177340769
-6.9420765982512025,-6.9420765982512025
-6.937175079118305,-6.937175079118305
-6.85970343487701,-6.85970343487701
-6.712571661127754,-6.712571661127754
-7.185209689126403,-7.185209689126403
-6.522613045563006,-6.522613045563006
-6.5226747682575015,-6.5226747682575015
-6.957957419140348,-6.957957419140348
-6.748248409614298,-6.748248409614298
-6.738465880578023,-6.738465880578023
-6.719715281272588,-6.719715281272588
-6.383208708400919,-6.383208708400919
-6.766655239104817,-6.766655239104817
-6.292966014212281,-6.292966014212281
-6.973151165272024,-6.973151165272024
-6.7537285633019675,-6.7537285633019675
-6.729811785521275,-6.729811785521275
-7.14682446298551,-7.14682446298551
-6.931117196271246,-6.931117196271246
-6.302653824159684,-6.302653824159684
-6.711096819791431,-6.711096819791431
-6.78382698856061,-6.78382698856061
-6.858300793444714,-6.858300793444714
-6.696157655850347,-6.696157655850347
-6.5612512644161525,-6.5612512644161525
-6.616907051773268,-6.616907051773268
-6.868612827161253,-6.868612827161253
-6.836602759155711,-6.836602759155711
-6.44169470749649,-6.44169470749649
-6.727794433994965,-6.727794433994965
-6.838504405465777,-6.838504405465777
-6.889722105613299,-6.889722105613299
-6.79872000554472,-6.79872000554472
-6.791052169145653,-6.791052169145653
-6.606381583119142,-6.606381583119142
-6.804183903665475,-6.804183903665475
-6.998760544887454,-6.998760544887454
-6.464828893029074,-6.464828893029074
-6.744340734324757,-6.744340734324757
-6.567719768892836,-6.567719768892836
-6.30444623869767,-6.30444623869767
-6.5361303472310075,-6.5361303472310075
-6.381086148133548,-6.381086148133548
-6.727257058996985,-6.727257058996985
-6.682862016786899,-6.682862016786899
-6.60718333745925,-6.60718333745925
-6.718017449705496,-6.718017449705496
-6.594259193714747,-6.594259193714747
-6.722084617627226,-6.722084617627226
-6.813693551482782,-6.813693551482782
-6.89505020044884,-6.89505020044884
-6.845003567493551,-6.845003567493551
-6.700644427570205,-6.700644427570205
-7.060732269710703,-7.060732269710703
-6.529355012961571,-6.529355012961571
-6.704657404641113,-6.704657404641113
