Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.671499171357753,-6.671499171357753,-6.615241553414157,-6.615241553414157,-7.111850945933238,-7.111850945933238
-7.188798049528751,-8.024122879702581,-7.34331547272204,-7.34331547272204,-7.020135990444301,-7.020135990444301
-7.166264136874104,-7.166264136874104,-7.429604483302437,-7.429604483302437,-7.147017628327314,-7.147017628327314
-6.826127944556717,-6.826127944556717,-6.806970901473033,-6.806970901473033,-6.718486097030921,-6.718486097030921
-7.466520028875415,-7.466520028875415,-6.937340959359641,-7.3907890645416385,-7.5912806840383595,-7.5912806840383595
-7.034527747816686,-7.034527747816686,-7.277598480776429,-7.277598480776429,-7.2893131091999654,-7.2893131091999654
-7.468670441684235,-7.468670441684235,-7.403807622802857,-7.403807622802857,-6.689615779092328,-6.689615779092328
-7.401341232455765,-7.401341232455765,-7.274000894149371,-7.274000894149371,-7.089949071150137,-7.089949071150137
-7.015207755545886,-7.015207755545886,-6.309639802119593,-6.309639802119593,-6.976419497196357,-6.976419497196357
-7.000251700409958,-7.000251700409958,-7.191370640539171,-7.191370640539171,-6.648307005720994,-6.648307005720994
-7.385825997296909,-7.385825997296909,-6.964452491170442,-7.848663395465526,-7.086051186132429,-7.086051186132429
-6.861716407014303,-6.861716407014303,-6.893096114833197,-6.893096114833197,-6.25777024161716,-6.25777024161716
-7.207081604917335,-7.207081604917335,-7.570900884637949,-7.570900884637949,-7.1600933306545285,-7.1600933306545285
-6.842779193122172,-6.842779193122172,-6.713776185050444,-6.713776185050444,-7.140269142996327,-7.140269142996327
-6.577608560498142,-6.577608560498142,-7.0307168058888765,-7.0307168058888765,-7.253891211578017,-7.253891211578017
-6.864657152371492,-6.864657152371492,-7.124043368008914,-7.124043368008914,-7.382636601913316,-7.382636601913316
-7.103340879813513,-7.103340879813513,-7.245476425724172,-7.245476425724172,-7.319786719042803,-7.319786719042803
-6.715026203866612,-6.715026203866612,-6.966546076095913,-6.966546076095913,-7.051463293289811,-7.051463293289811
-6.775910833462754,-6.775910833462754,-6.615099596417052,-6.615099596417052,-7.036976118000297,-7.036976118000297
-7.25625701252705,-7.25625701252705,-7.350461242839002,-7.350461242839002,-7.121283871837329,-7.121283871837329
-7.175079669192762,-7.175079669192762,-7.617896437818092,-7.617896437818092,-6.860310986082345,-6.860310986082345
-6.596830750485269,-6.596830750485269,-6.97024590540468,-6.97024590540468,-7.19919772132393,-7.19919772132393
-7.086329591493572,-7.086329591493572,-6.770952036835476,-6.770952036835476,-7.178181337781421,-7.178181337781421
-7.407471923094892,-7.407471923094892,-6.144286667561436,-6.144286667561436,-7.001940687669887,-7.001940687669887
-6.761742585346789,-7.353284714797475,-6.920129590204391,-6.920129590204391,-7.234928213883924,-7.234928213883924
-7.464092911229062,-7.464092911229062,-6.779119393191571,-6.779119393191571,-6.8537436785397485,-6.8537436785397485
-6.9200406201897815,-6.9200406201897815,-7.404821944066028,-7.404821944066028,-7.098707108172052,-7.098707108172052
-6.78150643222643,-6.78150643222643,-7.263288659066081,-7.263288659066081,-7.306128590431916,-7.306128590431916
-6.756925720779948,-6.756925720779948,-7.063145141180784,-7.063145141180784,-6.391275484678809,-6.391275484678809
-6.823459733770397,-6.823459733770397,-7.0134733530561535,-7.0134733530561535,-7.05303874147679,-7.05303874147679
-6.943714122980975,-6.943714122980975,-6.782838266046665,-6.782838266046665,-6.704148261638589,-6.704148261638589
-7.659817824516512,-7.659817824516512,-6.76647544383995,-6.76647544383995,-7.183403111708599,-7.183403111708599
-6.209573061632577,-6.209573061632577,-7.896302240926552,-7.441069159452198,-6.729992074045671,-6.729992074045671
-6.751530442346412,-6.751530442346412,-6.912109492447804,-6.912109492447804,-7.021895345592204,-7.021895345592204
-6.992797952378959,-6.992797952378959,-6.875243154458723,-6.875243154458723,-7.5275426596356825,-7.5275426596356825
-7.46252240029494,-7.46252240029494,-6.948913271389348,-6.948913271389348,-6.4803090340110785,-6.4803090340110785
-6.488398313615101,-6.488398313615101,-6.898308661438452,-6.898308661438452,-6.720006159372792,-6.720006159372792
-6.91148734225999,-6.91148734225999,-6.987695535744319,-6.987695535744319,-6.574160699528646,-6.574160699528646
-6.801724181139271,-6.801724181139271,-7.195549986610152,-7.195549986610152,-6.822303888041871,-6.822303888041871
-6.764605179958034,-6.764605179958034,-6.959056209596962,-6.959056209596962,-7.200132557571551,-7.200132557571551
-6.899892932825182,-6.899892932825182,-6.658993553536945,-6.658993553536945,-7.269555530712573,-7.269555530712573
-6.9467202510079495,-6.9467202510079495,-6.608580120584731,-6.608580120584731,-7.011877601132377,-7.011877601132377
-7.085261395475248,-7.085261395475248,-7.031441084054227,-7.031441084054227,-7.176020011201079,-7.176020011201079
-7.183890189709961,-7.804436187733023,-6.928669257624902,-6.928669257624902,-7.222299510287928,-7.222299510287928
-6.913106181223677,-6.913106181223677,-7.057769989816838,-7.057769989816838,-6.732037351983849,-6.732037351983849
-7.31783421103745,-7.87639177686919,-7.122345449262376,-7.122345449262376,-7.6534316174853565,-7.6534316174853565
-6.915274692628504,-6.915274692628504,-6.89315725188235,-6.89315725188235,-6.637552448559456,-6.637552448559456
-6.736529794118191,-6.736529794118191,-6.623766540186237,-6.623766540186237,-7.1249653832538336,-7.1249653832538336
-6.478805518854143,-6.478805518854143,-7.389936462988781,-7.389936462988781,-6.843389625338723,-6.843389625338723
-6.57549958903678,-6.57549958903678,-6.718999318570403,-6.718999318570403,-7.048086979223772,-7.048086979223772
-7.228876438398036,-7.634938156894686,-7.211647060087069,-7.211647060087069,-6.694934001756581,-6.694934001756581
-6.761878920764122,-6.761878920764122,-7.197292826098348,-7.197292826098348,-6.857039927612593,-6.857039927612593
-6.90896481259243,-6.90896481259243,-7.033627447414658,-7.033627447414658,-7.0785477846089995,-7.0785477846089995
-6.4557438067427055,-6.4557438067427055,-6.79678500600355,-6.79678500600355,-7.121657728328415,-7.121657728328415
-6.36768844020668,-6.36768844020668,-7.030778915586845,-7.030778915586845,-7.160423308572111,-7.160423308572111
-7.161452186663884,-7.161452186663884,-7.2254545302912305,-7.2254545302912305,-6.904271994947431,-6.904271994947431
-7.487784126361854,-7.487784126361854,-7.293431415023088,-7.293431415023088,-7.429003720706408,-7.429003720706408
-7.075193954526783,-7.075193954526783,-7.928009710689191,-7.928009710689191,-6.981651295594181,-6.981651295594181
-6.835558055879765,-6.835558055879765,-7.119289627837187,-7.665041135956043,-7.180247836309497,-7.180247836309497
-7.146230110541462,-7.146230110541462,-7.036707729740805,-7.036707729740805,-6.9616792160896885,-6.9616792160896885
-7.892414765837872,-7.515866094844923,-6.912783928967048,-6.912783928967048,-7.061752321432146,-7.061752321432146
-6.711339872603714,-6.711339872603714,-6.711995826858037,-6.711995826858037,-6.947806635030069,-6.947806635030069
-7.168323785453476,-7.168323785453476,-7.350579324504051,-7.350579324504051,-6.668835652550272,-6.668835652550272
-6.691262771926397,-6.691262771926397,-7.354159966072722,-6.375851371173302,-6.819747762892543,-6.819747762892543
-7.68038387894803,-7.446424244758396,-7.314257118903006,-7.314257118903006,-6.824650601484808,-7.499743879180326
-7.261862444047633,-7.261862444047633,-6.758901911371318,-6.758901911371318,-7.4703459567913395,-7.4703459567913395
-7.137292352605896,-7.137292352605896,-7.068857330845208,-7.068857330845208,-6.809803595275609,-6.809803595275609
-6.635757561350351,-6.635757561350351,-6.320477249775395,-6.320477249775395,-6.693804531219983,-6.693804531219983
-7.449279279040343,-7.449279279040343,-7.242410901550708,-7.242410901550708,-7.131904833318194,-7.131904833318194
-7.143375901699112,-7.143375901699112,-7.067159055167077,-7.067159055167077,-6.2006035876922745,-6.2006035876922745
-6.9029885825268895,-6.9029885825268895,-7.18035410832271,-7.18035410832271,-7.237897302230695,-7.237897302230695
-6.704420955098007,-6.704420955098007,-7.058183818533958,-7.058183818533958,-7.169938632824649,-7.169938632824649
-6.935829260608498,-6.935829260608498,-6.90706371821315,-6.90706371821315,-7.423108549556032,-7.423108549556032
-6.999854659976603,-6.999854659976603,-7.035122737610748,-7.035122737610748,-6.65207313743623,-6.65207313743623
-7.227510268952059,-7.227510268952059,-7.104636119084248,-7.104636119084248,-6.95093787591503,-6.95093787591503
-7.085584085446761,-7.085584085446761,-6.973497756266609,-6.973497756266609,-7.191969512611152,-7.191969512611152
-7.0873345285177,-7.0873345285177,-7.2546880895854144,-7.2546880895854144,-7.0438228694102785,-7.0438228694102785
-7.457742502643044,-7.457742502643044,-7.119271559750227,-7.119271559750227,-7.099765904515283,-7.099765904515283
-6.804404736152566,-6.804404736152566,-6.88057419206098,-6.88057419206098,-7.12797376917865,-7.12797376917865
-7.88475398860861,-7.193400843580267,-6.387385500219007,-6.387385500219007,-7.3982054791771485,-7.3982054791771485
-6.80095107261174,-6.80095107261174,-6.383413814712971,-6.383413814712971,-7.24429036643072,-7.24429036643072
-7.478282787204167,-7.478282787204167,-7.0566034656323655,-7.0566034656323655,-6.810006273058886,-6.810006273058886
-7.012468021015245,-7.465447031685401,-6.998810781458463,-6.998810781458463,-7.328675547505535,-7.328675547505535
-6.894234279794125,-6.894234279794125,-7.047186483990181,-7.047186483990181,-7.097990434834271,-7.097990434834271
-7.11371611484843,-7.11371611484843,-7.129930274735524,-7.129930274735524,-7.457552595079543,-7.457552595079543
-7.452188892488522,-7.452188892488522,-7.48475192879414,-7.48475192879414,-6.54159931383308,-6.54159931383308
-6.421819244529867,-6.421819244529867,-7.062520841656698,-7.062520841656698,-6.807039357346831,-6.807039357346831
-7.208476660059337,-7.208476660059337,-7.294977412094585,-7.294977412094585,-7.159288689761201,-7.159288689761201
-6.828020806478845,-6.828020806478845,-7.233099328938229,-7.233099328938229,-7.106555821954085,-7.106555821954085
-6.946114487617342,-6.946114487617342,-7.466679046229563,-7.224913250861958,-7.060255567248838,-7.060255567248838
-6.888866151254475,-6.888866151254475,-7.394913395843274,-7.394913395843274,-7.2156675878295236,-7.2156675878295236
-7.501200202176688,-7.501200202176688,-7.06714667392641,-7.06714667392641,-7.358241291231019,-7.358241291231019
-6.878370250676075,-6.878370250676075,-6.216195384954594,-6.216195384954594,-6.914477269491108,-6.914477269491108
-7.170821081844233,-7.62342323587548,-6.60860236734999,-6.60860236734999,-6.763624957289564,-6.763624957289564
-7.04987899531374,-7.04987899531374,-7.313880650683597,-7.313880650683597,-7.4439426424275075,-6.997987633335641
-6.420654753453276,-6.420654753453276,-6.849499883579669,-6.849499883579669,-6.594462947707943,-6.594462947707943
-6.970057690617768,-6.970057690617768,-7.0159348757633015,-7.0159348757633015,-6.636384893906733,-6.636384893906733
-6.76715931281694,-6.76715931281694,-6.419160841582595,-6.419160841582595,-6.323204848758327,-6.323204848758327
-6.627750782062575,-6.627750782062575,-7.16665091552293,-7.16665091552293,-6.883147414670414,-6.883147414670414
-7.184006177853917,-7.184006177853917,-7.166009115897089,-7.166009115897089,-7.7771774022389355,-7.7771774022389355
