Sectioning,NGS,UNGS,NV,Sectioning.1,NGS.1,UNGS.1,NV.1,Sectioning.2,NGS.2,UNGS.2,NV.2,Sectioning.3,NGS.3,UNGS.3,NV.3,Sectioning.4,NGS.4,UNGS.4,NV.4,Sectioning.5,NGS.5,UNGS.5,NV.5,Sectioning.6,NGS.6,UNGS.6,NV.6,Sectioning.7,NGS.7,UNGS.7,NV.7,Sectioning,NGS,UNGS,NV
-5.073022349,-5.538358874,-6.554902942,-6.554902942,-5.58738088,-6.492625695,-7.217452948,-7.217452948,-6.00800899,-6.740830145,-6.740830145,-7.101245619,-5.818361995,-6.644104767,-6.951194089,-7.284994061,-5.819032495,-6.57313998,-7.174687819,-7.341457587,-7.181502053,-6.545681329,-6.892328579,-7.381212434,-6.254334327,-6.290478445,-6.290478445,-6.290478445,-7.294884052,-5.176033982,-5.176033982,-7.314049513,-7.69065334,-6.065993211,-6.065993211,-6.065993211
-5.433692778,-6.4276041,-7.149231232,-7.149231232,-6.071650124,-5.743384066,-6.768008689,-6.768008689,-5.833298994,-5.96196149,-6.653547863,-6.653547863,-5.674750185,-6.824159633,-6.824159633,-7.326764937,-6.280420223,-7.186729414,-7.719058008,-7.800943512,-6.215704584,-6.646929112,-7.071015616,-7.462807572,-7.681590931,-5.416985619,-6.235635197,-6.235635197,-6.251746162,-6.682620406,-7.434863327,-7.743644106,-7.69925603,-7.540326069,-7.540326069,-7.698013118
-6.07773567,-6.061383741,-6.061383741,-6.061383741,-5.849821795,-5.807371319,-6.904112366,-6.904112366,-5.483793971,-5.879348518,-6.558942696,-7.064019845,-6.58315213,-6.296093816,-7.088991223,-7.595876484,-6.738476292,-6.391469641,-6.391469641,-6.986650398,-6.178370518,-7.20384244,-7.730778404,-7.746420245,-7.091470448,-5.945661961,-6.983270498,-7.568858947,-7.785214643,-7.087715655,-7.087715655,-7.421656941,-7.439899795,-6.830481166,-6.830481166,-7.339816246
-5.233810425,-6.141989821,-6.141989821,-6.141989821,-6.14036457,-6.426947592,-6.426947592,-6.426947592,-6.578036769,-6.425829482,-6.425829482,-6.425829482,-6.058122743,-6.025826658,-6.612699459,-6.612699459,-6.333257547,-7.041275946,-7.041275946,-7.827848417,-6.696913143,-6.708980684,-7.063528654,-7.568822354,-6.754068986,-6.816055849,-7.069695477,-7.069695477,-7.189997432,-6.00846726,-6.901595645,-6.901595645,-7.615259891,-7.071254122,-7.071254122,-7.629615576
-5.476227015,-5.960234379,-7.131367143,-7.131367143,-6.514476736,-6.48749858,-7.21020811,-7.21020811,-6.276544704,-6.592118104,-7.042555204,-7.042555204,-5.207833782,-6.53266638,-6.53266638,-6.53266638,-6.601170836,-6.402912965,-6.402912965,-6.970123783,-7.043920385,-6.945631538,-7.398666552,-7.398666552,-6.508153927,-6.43629183,-6.43629183,-6.842068382,-7.644363072,-6.642556748,-7.039121815,-7.447542463,-8.039194126,-6.154961253,-6.154961253,-6.750045972
-4.754879216,-5.833184852,-6.918858542,-6.918858542,-6.652217019,-6.861506209,-7.60145481,-7.60145481,-6.165057543,-6.702585569,-6.702585569,-6.702585569,-5.177068836,-5.866576114,-6.964194985,-6.964194985,-6.166698033,-6.307571007,-7.363079323,-7.475199904,-6.660495456,-6.189855556,-7.104810601,-7.382946296,-7.634042732,-7.008461948,-7.008461948,-7.301683589,-6.652614422,-6.108261647,-6.108261647,-6.981357699,-7.692039094,-6.858905631,-6.858905631,-7.420004034
-6.337139633,-6.505652469,-6.505652469,-6.505652469,-6.324182318,-6.416562636,-7.125457366,-7.125457366,-5.657378328,-6.058389965,-7.169283139,-7.169283139,-5.957979225,-6.202915042,-6.76125071,-6.76125071,-6.355722005,-6.108787225,-7.304139999,-7.517914816,-6.626947464,-6.584671056,-7.223955051,-7.497439899,-6.640250787,-6.999512881,-6.999512881,-7.410075091,-7.242538496,-6.802192952,-7.580907247,-7.763287581,-7.941912715,-6.075404382,-6.075404382,-7.724351009
-5.287539327,-6.03651157,-7.091742525,-7.091742525,-5.572581526,-6.215353646,-6.78726918,-7.152885588,-5.324538642,-6.915934881,-6.915934881,-7.193637845,-6.060618516,-6.020825942,-6.655191883,-6.655191883,-6.905217233,-7.367086941,-7.367086941,-7.67625002,-6.893578107,-6.530983928,-6.530983928,-6.941405253,-6.314401195,-7.04521976,-7.36227599,-7.5910379,-7.034819336,-6.166162691,-7.093813446,-7.382278454,-7.769695039,-7.672223746,-7.672223746,-7.73138044
-5.913771526,-6.784515223,-7.333894081,-7.404984921,-5.657364888,-6.720465931,-6.720465931,-7.400827896,-6.533356452,-6.553771783,-6.553771783,-6.553771783,-6.390684292,-6.571603247,-7.037222511,-7.037222511,-6.373261083,-6.457976418,-6.457976418,-6.457976418,-5.435975047,-6.781122728,-7.643259165,-7.850143736,-7.782716668,-5.539909083,-6.957176048,-7.364213239,-6.250877725,-6.332217772,-6.332217772,-6.919930882,-6.4772461,-7.603517681,-7.603517681,-7.603517681
-5.490241695,-6.050219208,-6.692446645,-6.984837677,-6.256120852,-6.490402904,-6.490402904,-7.109553253,-5.915487605,-6.570295855,-6.570295855,-6.570295855,-5.604906899,-6.131491932,-6.729338361,-7.209043456,-6.214905175,-5.947304641,-5.947304641,-7.116796209,-6.616897939,-6.788715058,-7.087792353,-7.087792353,-6.582094871,-6.912095058,-6.912095058,-7.167869654,-6.343397347,-6.419347645,-6.419347645,-6.419347645,-6.250138813,-7.318478342,-7.318478342,-7.86977683
