Sectioning,NGS,UNGS,NV,Sectioning,NGS,UNGS,NV,Sectioning,NGS,UNGS,NV,Sectioning,NGS,UNGS,NV,Sectioning,NGS,UNGS,NV,Sectioning.1,NGS.1,UNGS.1,NV.1,Sectioning.2,NGS.2,UNGS.2,NV.2,Sectioning.3,NGS.3,UNGS.3,NV.3,Sectioning,NGS,UNGS,NV
-7.160491246,-6.598815827,-6.598815827,-6.598815827,-5.774601307,-6.656103248,-6.656103248,-7.748793828,-6.64725706,-5.657525858,-8.156129016,-8.156129016,-8.049058598,-5.167492185,-7.418845957,-7.418845957,-8.062136878,-6.414995017,-6.414995017,-6.414995017,-8.310369902,-5.246137982,-5.246137982,-5.246137982,-8.33021542,-8.32863215,-8.32863215,-8.32863215,-8.002609382,-6.356076669,-6.356076669,-6.356076669,0,-7.892817383,-7.892817383,-7.892817383
-6.521520725,-5.577230411,-5.577230411,-5.577230411,-7.033716967,-4.701807243,-6.28277214,-6.28277214,-6.807843902,-5.426611576,-5.426611576,-5.426611576,-8.028001807,-7.751994689,-7.918492663,-7.918492663,-7.20593602,-6.180008344,-6.180008344,-7.20593602,-7.857748554,-6.247860095,-6.247860095,-7.79706867,-8.099329851,-6.551848407,-6.551848407,-6.551848407,-8.174230099,-8.044746859,-8.044746859,-8.044746859,0,-6.622333042,-6.622333042,-6.622333042
-6.723554331,-5.898436802,-5.898436802,-5.898436802,-7.392571893,-4.838925143,-6.372929024,-6.372929024,-6.232422733,-5.913504834,-6.967651119,-6.967651119,-6.808733656,-5.892484969,-5.892484969,-5.892484969,-7.583422833,-7.862362015,-7.862362015,-8.050676611,-7.673894575,-5.611577116,-5.611577116,-7.810247556,-8.177863485,-6.680037085,-6.680037085,-6.680037085,-7.614734968,-5.727405552,-5.727405552,-5.727405552,0,-7.721551192,-7.721551192,-7.721551192
-7.342435022,-5.269982523,-7.11686859,-7.11686859,-7.537378951,-6.253723629,-6.253723629,-6.253723629,-5.452081184,-4.487649412,-5.729583384,-5.729583384,-7.093325581,-5.745427454,-5.745427454,-6.807274185,-8.433232523,-6.041235979,-6.041235979,-6.041235979,-7.896604734,-5.887626593,-5.887626593,-6.83995668,-8.005758962,-5.611861424,-5.611861424,-5.611861424,-7.454021096,-7.298059681,-7.298059681,-7.298059681,0,-7.164222635,-7.164222635,-7.164222635
-6.43623251,-6.945925026,-7.722281142,-7.722281142,-5.023809467,-4.878451772,-4.878451772,-6.472296896,-7.579516844,-6.274853931,-6.274853931,-6.274853931,-7.194352965,-7.383132225,-7.911903633,-7.911903633,-8.318333808,-6.480450154,-6.480450154,-8.362675431,-6.494219264,-6.685888586,-6.685888586,-7.404401727,-7.888400545,-6.502024205,-6.502024205,-6.502024205,-7.872314414,-7.869069748,-7.869069748,-7.869069748,0,-8.244303846,-8.244303846,-8.244303846
-6.168413193,-5.279441419,-5.279441419,-5.279441419,-7.460127464,-7.223626904,-7.223626904,-8.030892584,-7.020141053,-6.28739921,-6.957982645,-6.957982645,-6.061676319,-5.251214012,-6.061676319,-6.061676319,-6.841610693,-6.46267352,-6.46267352,-7.744315156,-7.605430709,-6.219775526,-6.219775526,-6.219775526,-8.033486708,-7.259828014,-7.259828014,-7.259828014,-6.128443217,-7.357883564,-7.357883564,-7.357883564,0,-8.967017841,-8.967017841,-8.967017841
-5.464821604,-6.481064078,-6.481064078,-6.481064078,-6.185418993,-6.129758818,-6.129758818,-7.258640096,-7.083472462,-6.057483592,-7.206883597,-7.206883597,-6.009313031,-5.084099647,-5.97039326,-5.97039326,-6.596293603,-5.515263391,-5.515263391,-6.587214082,-8.718525492,-6.085676683,-6.085676683,-8.047115037,-7.90043992,-6.261328881,-6.261328881,-6.261328881,-8.519415223,-6.64449116,-6.64449116,-6.64449116,0,-7.608799188,-7.608799188,-7.608799188
-6.19057737,-4.835296,-6.676561971,-6.676561971,-7.605602011,-5.907780726,-7.01068174,-7.783095377,-8.177104993,-7.698378815,-8.130267873,-8.130267873,-6.677125342,-5.265480539,-6.184091172,-6.184091172,-6.934021421,-5.922147986,-5.922147986,-7.083934046,-8.997304149,-7.387094908,-7.387094908,-8.62340751,-8.335832542,-6.553902364,-6.553902364,-6.553902364,-7.907080324,-7.650790202,-7.650790202,-7.650790202,0,-7.334081485,-7.334081485,-7.334081485
-7.264837383,-6.761534283,-6.761534283,-8.040036346,-7.88272587,-6.114147549,-7.440773842,-7.440773842,-5.880458563,-6.713431157,-6.713431157,-6.713431157,-7.758933639,-7.988324181,-8.081518488,-8.081518488,-7.692225834,-5.691943331,-5.691943331,-7.404623617,-6.935435245,-6.065273362,-6.065273362,-7.022447498,-7.969248098,-6.058333731,-6.058333731,-6.058333731,-8.140718647,-7.674778813,-7.674778813,-7.674778813,0,-8.083851431,-8.083851431,-8.083851431
-6.182781074,-4.808968955,-4.808968955,-6.530218505,-5.720204076,-5.808171288,-5.808171288,-5.808171288,-5.738321705,-5.738321705,-5.738321705,-5.738321705,-7.412734779,-5.870033569,-5.870033569,-5.870033569,-6.370250304,-5.170025653,-5.170025653,-7.310841065,-6.600067611,-6.489712183,-6.489712183,-7.681922597,-5.600452799,-5.641712691,-5.641712691,-5.641712691,-7.960016704,-7.361643088,-7.361643088,-7.361643088,0,-5.433165617,-5.433165617,-5.433165617
-6.257315871,-4.876487419,-4.876487419,-6.485436829,-6.32254886,-5.693274506,-6.733243513,-6.733243513,-6.119722909,-6.523142824,-7.257036839,-7.257036839,-6.951302369,-5.738688041,-5.738688041,-6.859519401,-8.392555834,-6.911082204,-6.911082204,-6.911082204,-8.70813553,-7.651141049,-7.651141049,-7.651141049,-8.540837045,-6.803622358,-6.803622358,-6.803622358,-7.899112721,-5.491967275,-5.491967275,-5.491967275,0,-7.855263638,-7.855263638,-7.855263638
-6.381889682,-6.934973926,-6.934973926,-6.934973926,-7.041273038,-4.971148508,-6.664711436,-6.664711436,-6.096247047,-5.929738678,-5.929738678,-5.929738678,-7.612324875,-5.638594022,-8.130041059,-8.130041059,-7.58695449,-8.208815309,-8.208815309,-8.208815309,-8.158676058,-7.451118846,-7.451118846,-8.219127493,-7.632023818,-7.604495408,-7.604495408,-7.604495408,-6.214513002,-7.523360691,-7.523360691,-7.523360691,0,-7.875700613,-7.875700613,-7.875700613
-6.324034397,-5.159322165,-5.159322165,-6.781714225,-7.294132028,-6.165020227,-7.412414113,-8.192713764,-5.619981827,-6.732207181,-6.732207181,-6.732207181,-6.046534298,-5.959689558,-5.959689558,-7.10694824,-5.171157769,-6.050634147,-6.050634147,-6.050634147,-8.229228052,-6.546772244,-6.546772244,-7.280802114,-7.882767311,-6.394440231,-6.394440231,-6.394440231,-7.817216188,-7.817216188,-7.817216188,-7.817216188,0,-8.27854737,-8.27854737,-8.27854737
-4.607818968,-5.27573607,-7.037297821,-7.596264392,-6.461097188,-6.673481104,-6.673481104,-6.673481104,-6.600647555,-5.467014434,-6.616766047,-6.616766047,-6.1132556,-8.04066374,-8.237944321,-8.237944321,-7.383661364,-5.546872533,-5.546872533,-6.975457735,-8.325489278,-7.398170477,-7.398170477,-7.947534732,-8.061398947,-6.795750291,-6.795750291,-6.795750291,-7.745587561,-7.725147439,-7.725147439,-7.725147439,0,-8.776756989,-8.776756989,-8.776756989
-6.916288906,-6.240060893,-7.524662197,-7.524662197,-5.743517278,-5.974164279,-5.974164279,-5.974164279,-7.867736615,-6.922775623,-7.577729144,-7.577729144,-5.73984638,-5.968122704,-5.968122704,-5.968122704,-6.668235535,-5.588592859,-5.588592859,-7.275201977,-6.705443191,-5.700115036,-5.700115036,-5.700115036,-8.919377908,-8.311819377,-8.311819377,-8.311819377,-5.659352187,-7.101992062,-7.101992062,-7.101992062,0,-8.151403867,-8.151403867,-8.151403867
-6.3806809,-4.53108792,-6.303915351,-6.303915351,-6.681684089,-5.977321858,-5.977321858,-5.977321858,-7.799189757,-5.856145006,-6.979564302,-6.979564302,-6.456696346,-5.776935416,-5.776935416,-6.900270609,-7.087649542,-7.067953028,-7.067953028,-7.067953028,-7.492067043,-7.567310731,-7.567310731,-8.047837507,-7.133829608,-6.590679313,-6.590679313,-6.590679313,-7.5461206,-5.162200847,-5.162200847,-5.162200847,0,-6.405266034,-6.405266034,-6.405266034
-6.853640617,-4.721668006,-6.136080327,-7.387746351,-6.068056069,-6.125979582,-6.125979582,-6.125979582,-7.471846962,-5.627634336,-5.627634336,-5.627634336,-7.256919357,-6.417851287,-6.417851287,-6.417851287,-7.349555044,-6.743598786,-6.743598786,-7.395937174,-7.695444779,-6.760285067,-6.760285067,-6.760285067,-7.915192922,-5.24778194,-5.24778194,-5.24778194,-8.118251084,-7.477414716,-7.477414716,-7.477414716,0,-8.163113219,-8.163113219,-8.163113219
-6.14330076,-5.263810362,-5.263810362,-5.263810362,-6.124932702,-6.427750057,-7.048488793,-7.048488793,-6.843781511,-5.28427778,-7.51635589,-7.51635589,-7.303787509,-5.768256188,-5.768256188,-5.768256188,-7.186370216,-6.043321748,-6.043321748,-7.037858826,-7.359007962,-5.34693046,-5.34693046,-6.231020006,-8.121297738,-6.979056861,-6.979056861,-6.979056861,-8.480472233,-7.175628837,-7.175628837,-7.175628837,0,-7.835194874,-7.835194874,-7.835194874
-7.479520943,-6.903897896,-6.903897896,-6.903897896,-5.252067671,-4.827583304,-6.282943971,-7.47737911,-6.070311771,-5.861718793,-5.861718793,-5.861718793,-6.563530102,-6.530072843,-7.764161905,-7.764161905,-6.107101144,-7.235254528,-7.235254528,-7.637309939,-6.102848253,-5.572724478,-5.572724478,-8.347704095,-7.805813131,-7.157758922,-7.157758922,-7.157758922,-6.158223866,-7.383121618,-7.383121618,-7.383121618,0,-8.481597226,-8.481597226,-8.481597226
-4.506450323,-6.463994462,-6.463994462,-6.463994462,-6.628024456,-5.75186959,-5.75186959,-6.769973312,-7.696869299,-8.043853957,-8.043853957,-8.043853957,-7.180982391,-5.98796136,-6.963591524,-6.963591524,-7.571152965,-7.236805374,-7.236805374,-7.236805374,-7.70792615,-6.312688729,-6.312688729,-7.642418611,-7.730480487,-6.453452849,-6.453452849,-6.453452849,-7.974832176,-5.504179984,-5.504179984,-5.504179984,0,-6.729866678,-6.729866678,-6.729866678
-5.173332959,-4.154474144,-5.470480343,-5.470480343,-6.885315002,-6.399458504,-6.399458504,-6.399458504,-7.79599432,-7.309060322,-7.309060322,-7.309060322,-6.719264492,-5.45788719,-5.45788719,-6.440660334,-8.059616318,-5.325668954,-5.325668954,-6.973178658,-7.554947478,-6.746843086,-6.746843086,-7.940556657,-8.660900661,-7.744253598,-7.744253598,-7.744253598,-6.78084842,-6.215153737,-6.215153737,-6.215153737,0,-8.513888429,-8.513888429,-8.513888429
-7.001866365,-6.080457518,-6.080457518,-6.080457518,-7.639146692,-6.385171751,-7.639124446,-8.498353008,-7.84721822,-6.035505673,-7.255761476,-7.255761476,-7.384221852,-6.632825978,-7.695513151,-7.695513151,-8.20194818,-6.397670094,-6.397670094,-7.106392579,-6.927954474,-5.41778829,-5.41778829,-6.401077564,-8.141384908,-6.739222672,-6.739222672,-6.739222672,-6.85946634,-7.596244232,-7.596244232,-7.596244232,0,-8.264804664,-8.264804664,-8.264804664
-6.183224135,-4.361753214,-5.78542915,-7.008341358,-6.616697161,-5.933900807,-5.933900807,-5.933900807,-6.095140476,-6.172375757,-7.28862817,-7.28862817,-6.042975444,-6.287769904,-7.325299325,-7.325299325,-7.274401959,-5.452723064,-5.452723064,-6.352484774,-7.96864621,-5.558366375,-5.558366375,-8.104652036,-7.427965463,-6.908388657,-6.908388657,-6.908388657,-8.405103307,-8.405103307,-8.405103307,-8.405103307,0,-8.025239224,-8.025239224,-8.025239224
-5.439563794,-4.610875135,-6.07984971,-6.07984971,-5.843310028,-6.056025518,-6.056025518,-6.056025518,-6.274357569,-6.589218667,-6.589218667,-6.589218667,-6.831166215,-6.831166215,-6.831166215,-6.831166215,-5.70855911,-6.827423561,-6.827423561,-6.827423561,-7.830216987,-5.613801162,-5.613801162,-6.466920994,-8.093649309,-7.798745641,-7.798745641,-7.798745641,-6.068837945,-7.175294253,-7.175294253,-7.175294253,0,-8.000062282,-8.000062282,-8.000062282
-5.772284138,-5.732537868,-5.732537868,-6.758531307,-6.350096422,-4.857698745,-6.450566485,-6.450566485,-6.05607803,-4.653709509,-5.991881187,-5.991881187,-7.588177577,-5.741456634,-5.741456634,-6.930489143,-6.858133618,-5.452360781,-5.452360781,-5.452360781,-7.321027593,-5.323776313,-5.323776313,-6.922085281,-7.294276675,-7.693702137,-7.693702137,-7.693702137,-7.715400806,-6.426003079,-6.426003079,-6.426003079,0,-8.261067456,-8.261067456,-8.261067456
-6.700799118,-4.938479216,-6.683288014,-6.683288014,-5.557714214,-5.824277357,-7.103118965,-7.103118965,-5.49362005,-5.157307973,-6.186296774,-6.186296774,-6.081577693,-6.232391407,-6.232391407,-6.232391407,-6.826202708,-4.534401669,-4.534401669,-6.917766872,-7.896907168,-6.482201451,-6.482201451,-7.15666877,-8.017636209,-6.691528491,-6.691528491,-6.691528491,-8.262398115,-7.878291327,-7.878291327,-7.878291327,0,-7.964196471,-7.964196471,-7.964196471
-7.119099962,-5.220848672,-5.220848672,-5.220848672,-7.23770528,-6.207873528,-6.207873528,-6.207873528,-5.896588876,-5.864748718,-5.864748718,-5.864748718,-7.289614648,-7.257136747,-7.924177121,-7.924177121,-7.590747575,-5.89185931,-5.89185931,-7.001042842,-6.365796013,-6.321714361,-6.321714361,-7.830769355,-7.930402789,-7.372839286,-7.372839286,-7.372839286,-7.35537748,-7.35537748,-7.35537748,-7.35537748,0,-7.618061819,-7.618061819,-7.618061819
-6.428097801,-4.814030709,-4.814030709,-4.814030709,-5.587346859,-5.4992741,-5.4992741,-5.4992741,-7.226888348,-5.695762326,-5.695762326,-5.695762326,-7.355451589,-5.66194519,-6.684463007,-6.684463007,-6.975851152,-5.78570768,-5.78570768,-6.924906546,-8.362779798,-5.771502247,-5.771502247,-6.822678733,-7.150507325,-7.102113614,-7.102113614,-7.102113614,-8.148969008,-7.382430172,-7.382430172,-7.382430172,0,-7.871250985,-7.871250985,-7.871250985
-6.498409397,-5.812518396,-7.045289416,-8.099552741,-5.970128592,-5.514925035,-5.514925035,-5.514925035,-6.013309543,-5.876397916,-6.958073391,-6.958073391,-6.849928293,-5.995406685,-5.995406685,-5.995406685,-6.894886268,-6.67281503,-6.67281503,-7.013857358,-6.801732087,-7.395395905,-7.395395905,-7.996575154,-7.703232402,-6.136408871,-6.136408871,-6.136408871,-7.512437736,-6.397433563,-6.397433563,-6.397433563,0,-5.837385602,-5.837385602,-5.837385602
-6.027556239,-4.780826028,-6.655468844,-6.655468844,-7.325143653,-6.756303268,-6.756303268,-6.756303268,-6.24043194,-6.898929738,-6.898929738,-6.898929738,-7.459334673,-6.084495012,-6.084495012,-6.084495012,-7.996204544,-7.751309034,-7.751309034,-8.140366735,-7.643567056,-7.261153083,-7.261153083,-8.278156987,-8.184874824,-7.56401204,-7.56401204,-7.56401204,-7.801500084,-7.130489459,-7.130489459,-7.130489459,0,-6.303768536,-6.303768536,-6.303768536
-5.110643442,-5.988328085,-5.988328085,-5.988328085,-7.598893958,-6.165689355,-6.165689355,-7.357461514,-6.416366752,-7.542186919,-7.948312126,-7.948312126,-6.747670932,-5.659855649,-5.659855649,-6.795604499,-6.899544518,-5.70368697,-5.70368697,-6.847571786,-7.687936244,-6.063226336,-6.063226336,-7.299110234,-8.487341035,-7.025603408,-7.025603408,-7.025603408,-8.679315737,-8.40662947,-8.40662947,-8.40662947,0,-6.541066629,-6.541066629,-6.541066629
-5.095650911,-4.714519605,-4.714519605,-6.039422591,-5.752606973,-6.474803312,-6.474803312,-7.667358745,-5.630562507,-5.324132874,-5.324132874,-5.324132874,-6.048224496,-6.458722367,-7.557273737,-7.557273737,-7.519358948,-4.739341061,-4.739341061,-4.739341061,-7.739666804,-5.529123056,-5.529123056,-6.566860121,-8.052161223,-7.749110333,-7.749110333,-7.749110333,-6.429476868,-7.735340053,-7.735340053,-7.735340053,0,-8.19518094,-8.19518094,-8.19518094
-5.253714914,-4.951919429,-6.463407274,-6.463407274,-7.421110908,-7.205846267,-7.205846267,-7.205846267,-7.426804894,-7.281178854,-7.281178854,-7.281178854,-7.22553954,-7.857713157,-7.857713157,-7.857713157,-5.730507002,-5.617013471,-5.617013471,-5.617013471,-8.042235069,-6.093104017,-6.093104017,-6.093104017,-7.683003672,-5.700418056,-5.700418056,-5.700418056,-7.696751158,-7.227081746,-7.227081746,-7.227081746,0,-8.639071865,-8.639071865,-8.639071865
-7.446685578,-4.789975379,-4.789975379,-6.431570668,-5.777084494,-6.492394441,-6.492394441,-7.222052949,-6.086913986,-6.233267491,-6.902186011,-6.902186011,-6.134763918,-5.284643098,-5.284643098,-5.284643098,-7.539123426,-5.513616844,-5.513616844,-7.281354356,-7.357215324,-5.384224912,-5.384224912,-6.313111168,-8.130744947,-7.170193408,-7.170193408,-7.170193408,-7.774253745,-7.062351033,-7.062351033,-7.062351033,0,-8.325022024,-8.325022024,-8.325022024
-5.757632044,-4.565998484,-5.798792592,-5.798792592,-5.993602555,-5.620022065,-5.620022065,-5.620022065,-6.46413811,-7.139680731,-7.139680731,-7.139680731,-8.036976042,-7.89066204,-7.89066204,-7.89066204,-7.771070789,-6.18050674,-6.18050674,-6.18050674,-7.913947684,-6.73963954,-6.73963954,-7.069354926,-8.587210628,-5.977088009,-5.977088009,-5.977088009,-8.053429035,-6.690183382,-6.690183382,-6.690183382,0,-6.452497781,-6.452497781,-6.452497781
-5.977524694,-6.490773625,-6.490773625,-6.490773625,-8.191415343,-6.62916573,-6.62916573,-6.62916573,-5.850793063,-5.884789105,-6.961833551,-6.961833551,-7.241158571,-5.767794142,-7.051775567,-7.051775567,-8.015474621,-6.989295112,-6.989295112,-6.989295112,-7.265893039,-5.424213176,-5.424213176,-6.499876047,-7.037682955,-6.187324567,-6.187324567,-6.187324567,-7.844504681,-6.871704167,-6.871704167,-6.871704167,0,-7.777902526,-7.777902526,-7.777902526
-4.997941651,-5.356668831,-5.356668831,-5.356668831,-5.728728053,-6.401373665,-6.401373665,-6.401373665,-5.70705005,-5.665705758,-6.707434552,-6.707434552,-5.603729786,-5.428649498,-6.427353693,-6.427353693,-7.132788736,-8.20976709,-8.20976709,-8.262115915,-6.643940447,-6.928476225,-6.928476225,-7.2918653,-7.340387958,-6.962808649,-6.962808649,-6.962808649,-8.036112927,-6.413626441,-6.413626441,-6.413626441,0,-6.303885933,-6.303885933,-6.303885933
-7.265019471,-6.599993479,-6.599993479,-6.599993479,-6.124748157,-5.103960157,-5.103960157,-6.748144615,-6.065614414,-4.839265457,-4.839265457,-6.415276157,-6.370394045,-7.059615814,-8.37045615,-8.37045615,-7.016992139,-6.611175189,-6.611175189,-7.907805022,-6.57581497,-6.526163367,-6.526163367,-6.526163367,-8.488998451,-8.012488016,-8.012488016,-8.012488016,-7.922077266,-7.922077266,-7.922077266,-7.922077266,0,-8.830890025,-8.830890025,-8.830890025
-6.640707373,-6.079879456,-6.079879456,-6.079879456,-6.940287212,-7.543828093,-7.543828093,-7.543828093,-6.948146231,-5.719679718,-5.719679718,-5.719679718,-5.986949586,-6.180803693,-6.180803693,-6.180803693,-6.826442232,-6.205077639,-6.205077639,-7.820745529,-7.468501345,-5.851402876,-5.851402876,-6.982159279,-6.702556894,-6.739607825,-6.739607825,-6.739607825,-8.651152009,-7.044504441,-7.044504441,-7.044504441,0,-8.0294729,-8.0294729,-8.0294729
-5.099961931,-4.630401054,-6.138613834,-7.489357668,-6.592077185,-5.924892766,-7.176345556,-7.176345556,-5.677091542,-6.475419043,-7.16192027,-7.16192027,-5.238890284,-5.165825009,-6.311680122,-6.311680122,-6.952378603,-6.636152054,-6.636152054,-6.636152054,-6.76498617,-7.529631883,-7.529631883,-7.849457838,-8.098627273,-6.442956532,-6.442956532,-6.442956532,-8.148003228,-5.688151409,-5.688151409,-5.688151409,0,-7.195339689,-7.195339689,-7.195339689
-6.442709856,-4.940272746,-4.940272746,-6.718274383,-5.970031758,-5.995056593,-7.091847046,-7.855464424,-6.904351816,-4.763191204,-4.763191204,-4.763191204,-6.568536756,-5.513129327,-5.513129327,-5.513129327,-6.080522797,-5.485552982,-5.485552982,-5.485552982,-7.991167245,-5.234633446,-5.234633446,-6.998426474,-8.151018176,-5.477731101,-5.477731101,-5.477731101,-7.972174606,-8.595421354,-8.595421354,-8.595421354,0,-8.434446176,-8.434446176,-8.434446176
-5.457465727,-4.850210736,-4.850210736,-6.958818119,-6.720593871,-5.178494723,-5.178494723,-5.178494723,-5.707025489,-5.188996746,-7.376110678,-7.376110678,-7.245936476,-6.34376565,-6.632237621,-6.632237621,-8.083234074,-6.986641735,-6.986641735,-8.104873123,-6.827658818,-6.028817893,-6.028817893,-7.256160902,-7.587607727,-6.041086524,-6.041086524,-6.041086524,-7.837635341,-7.165767741,-7.165767741,-7.165767741,0,-6.669700083,-6.669700083,-6.669700083
-6.386071276,-4.786072643,-4.786072643,-6.379147721,-7.11372629,-6.315283564,-6.315283564,-6.315283564,-5.992238726,-6.065217481,-6.065217481,-6.065217481,-6.072218987,-5.740100225,-6.93191039,-6.93191039,-7.675505036,-6.438151093,-6.438151093,-7.161779193,-6.388612671,-7.190421476,-7.190421476,-7.697070911,-7.862311599,-8.473457807,-8.473457807,-8.473457807,-8.198510497,-7.549200829,-7.549200829,-7.549200829,0,-5.703538657,-5.703538657,-5.703538657
-6.197464104,-4.804354467,-6.521238642,-6.521238642,-6.106433172,-6.124828403,-7.283788976,-8.052777776,-5.967916875,-5.60999175,-6.628531692,-6.628531692,-5.87418925,-5.894159439,-5.894159439,-5.894159439,-8.812027877,-6.244580952,-6.244580952,-6.244580952,-7.506020451,-5.337084691,-5.337084691,-5.337084691,-6.866606399,-6.589958979,-6.589958979,-6.589958979,-7.600664325,-6.249494181,-6.249494181,-6.249494181,0,-8.402758447,-8.402758447,-8.402758447
-6.695236642,-4.675028908,-6.44072711,-6.44072711,-5.857599545,-6.12222591,-6.12222591,-6.12222591,-7.602852986,-6.625886936,-6.625886936,-6.625886936,-6.160181836,-5.532221347,-7.222366439,-7.222366439,-6.92544645,-5.562816525,-5.562816525,-6.600171925,-8.158396903,-7.737275334,-7.737275334,-7.737275334,-8.36504354,-6.479436879,-6.479436879,-6.479436879,-7.822327412,-7.884046224,-7.884046224,-7.884046224,0,-8.195329845,-8.195329845,-8.195329845
-6.503805383,-6.227765669,-6.227765669,-6.227765669,-5.99929743,-6.475265553,-6.475265553,-6.475265553,-5.714779904,-5.374517625,-6.208610939,-6.208610939,-7.357394758,-7.210882569,-7.210882569,-7.210882569,-5.767706193,-6.595821322,-6.595821322,-7.625823428,-7.022398037,-7.062013046,-7.062013046,-7.062013046,-7.509096135,-6.939935386,-6.939935386,-6.939935386,-8.164298356,-6.884963784,-6.884963784,-6.884963784,0,-6.784086431,-6.784086431,-6.784086431
-5.315737285,-5.253556283,-7.136120592,-7.136120592,-7.431824245,-5.335180107,-5.335180107,-7.676232728,-7.376182801,-7.245861778,-7.582448517,-7.582448517,-7.866237003,-6.041684674,-6.041684674,-6.041684674,-8.373761082,-6.762773225,-6.762773225,-8.373761082,-9.0061902,-7.795353516,-7.795353516,-7.795353516,-8.369676952,-8.127181137,-8.127181137,-8.127181137,-7.59289438,-6.712333743,-6.712333743,-6.712333743,0,-8.534107168,-8.534107168,-8.534107168
-6.650103645,-5.126606284,-6.778975871,-6.778975871,-6.139782267,-6.206668367,-6.206668367,-6.206668367,-8.065458197,-5.983733691,-7.089318367,-7.089318367,-6.660929742,-5.543446144,-5.543446144,-6.567074435,-6.532225053,-5.506882858,-5.506882858,-6.451216645,-6.417954329,-5.485772765,-5.485772765,-6.417954329,-7.871849243,-7.053736642,-7.053736642,-7.053736642,-8.661806856,-8.210419556,-8.210419556,-8.210419556,0,-7.620312671,-7.620312671,-7.620312671
-6.176512689,-6.18020067,-6.18020067,-6.18020067,-5.779239388,-4.59954971,-4.59954971,-6.154370393,-5.368013149,-4.712691039,-4.712691039,-4.712691039,-4.759848691,-6.675931308,-7.007136089,-7.007136089,-6.976097972,-5.333991354,-5.333991354,-6.308265083,-7.402463062,-6.199389066,-6.199389066,-7.227979577,-7.551688346,-7.454691153,-7.454691153,-7.454691153,-7.132222457,-6.982345671,-6.982345671,-6.982345671,0,-8.056303518,-8.056303518,-8.056303518
-6.457243274,-6.122992228,-6.122992228,-6.122992228,-6.717086654,-5.130854482,-6.773508738,-6.773508738,-8.249074246,-6.100497221,-7.380393628,-7.380393628,-6.106048552,-5.40436951,-6.355881983,-6.355881983,-6.574161377,-6.634665,-6.634665,-7.345595253,-7.190350205,-7.532710658,-7.532710658,-8.716689992,-8.625576448,-6.533720501,-6.533720501,-6.533720501,-7.574014742,-7.574014742,-7.574014742,-7.574014742,0,-7.381619827,-7.381619827,-7.381619827
-5.327551902,-6.813320977,-6.813320977,-6.813320977,-6.950971437,-5.747225523,-7.659932648,-8.310706378,-7.365964668,-7.640227932,-7.640227932,-7.640227932,-5.496154271,-4.65399463,-4.65399463,-5.959348606,-8.889327104,-6.261351554,-6.261351554,-7.432748315,-6.691149606,-7.259180052,-7.259180052,-7.467577785,-7.858787945,-5.347036951,-5.347036951,-5.347036951,-8.179663221,-7.095263458,-7.095263458,-7.095263458,0,-7.086071657,-7.086071657,-7.086071657
-6.020189466,-4.712617911,-6.118920418,-6.118920418,-6.612651057,-4.842131657,-7.804530529,-7.804530529,-7.422533102,-5.795385375,-6.74800514,-6.74800514,-7.794384607,-4.534154092,-5.757513908,-5.757513908,-7.982397066,-7.969295953,-7.969295953,-7.982397066,-7.299933093,-8.261261026,-8.261261026,-8.261261026,-8.898419236,-8.307021603,-8.307021603,-8.307021603,-8.234313048,-7.894988951,-7.894988951,-7.894988951,0,-7.6812454,-7.6812454,-7.6812454
