Sectioning,NGS,UNGS,NV,Sectioning.1,NGS.1,UNGS.1,NV.1,Sectioning.2,NGS.2,UNGS.2,NV.2,Sectioning.3,NGS.3,UNGS.3,NV.3,Sectioning.4,NGS.4,UNGS.4,NV.4,Sectioning.5,NGS.5,UNGS.5,NV.5,Sectioning.6,NGS.6,UNGS.6,NV.6,Sectioning.7,NGS.7,UNGS.7,NV.7,Sectioning.8,NGS.8,UNGS.8,NV.8,Sectioning,NGS,UNGS,NV
-9.65472275853325,-8.781692405634626,-8.781692405634626,-8.781692405634626,-9.65472275853325,-8.781692405634626,-8.781692405634626,-8.781692405634626,-8.242581344428311,-8.545113474948673,-8.545113474948673,-8.545113474948673,-8.307773511033023,-7.752834848609253,-7.752834848609253,-7.752834848609253,-8.03741566256093,-8.20621396276324,-8.20621396276324,-8.20621396276324,-7.941583871056155,-7.775380040625871,-7.775380040625871,-7.775380040625871,-7.73648411468469,-7.27684385866403,-7.657524587589592,-7.657524587589592,-8.129027914906816,-7.494217933520684,-7.494217933520684,-7.494217933520684,-7.369491971041273,-7.407206694101982,-7.407206694101982,-8.148190004182705,-9.136572561420767,-8.397127352057597,-8.397127352057597,-8.397127352057597
-9.06212842744116,-9.408993537177963,-9.408993537177963,-9.408993537177963,-9.06212842744116,-9.408993537177963,-9.408993537177963,-9.408993537177963,-9.037034876461243,-8.727533418289159,-8.727533418289159,-8.727533418289159,-7.360308485398024,-7.073257750086456,-7.073257750086456,-7.073257750086456,-7.838260832008993,-7.42866698134821,-7.42866698134821,-7.42866698134821,-8.192377493184837,-7.192707482611368,-7.192707482611368,-7.192707482611368,-8.211761957167312,-7.955083671926607,-7.955083671926607,-7.955083671926607,-7.339514949449436,-7.348239931772467,-7.348239931772467,-7.348239931772467,-7.797299846587292,-7.616529594914947,-7.616529594914947,-7.616529594914947,-7.335906493718236,-7.34127881244714,-7.34127881244714,-7.34127881244714
-8.86106975455907,-8.433617894834175,-8.433617894834175,-8.433617894834175,-8.86106975455907,-8.433617894834175,-8.433617894834175,-8.433617894834175,-8.198916310668572,-8.53363849528311,-8.53363849528311,-8.53363849528311,-8.076752289021954,-7.62376480753922,-7.62376480753922,-7.62376480753922,-7.8006838275918495,-7.648749555107312,-7.648749555107312,-7.648749555107312,-7.656077910123746,-7.407035809130597,-7.407035809130597,-7.407035809130597,-7.409418108505161,-8.188810002338098,-8.188810002338098,-8.188810002338098,-7.350033606602929,-7.960964796764712,-7.960964796764712,-7.960964796764712,-7.5336199005453555,-8.325451937189648,-8.325451937189648,-8.325451937189648,-7.7935135203783386,-8.055700621915985,-8.055700621915985,-8.055700621915985
-8.815138595752448,-9.854243656074472,-9.854243656074472,-9.854243656074472,-8.815138595752448,-9.854243656074472,-9.854243656074472,-9.854243656074472,-8.111738043475656,-8.82612227391563,-8.82612227391563,-8.82612227391563,-7.655498161839141,-7.678985373196744,-7.678985373196744,-7.678985373196744,-7.599767690468518,-7.468190046143103,-7.468190046143103,-7.468190046143103,-8.446446475093282,-8.561450509083596,-8.561450509083596,-8.561450509083596,-7.127873174781684,-7.1446028490570015,-7.1446028490570015,-7.1446028490570015,-8.153779732666273,-7.8746689277822846,-7.8746689277822846,-7.8746689277822846,-6.864452803785599,-7.25357546328654,-7.25357546328654,-7.25357546328654,-8.289076661603817,-8.72767184923243,-8.72767184923243,-8.72767184923243
-9.854785060665478,-9.428075449716683,-9.428075449716683,-9.428075449716683,-9.854785060665478,-9.428075449716683,-9.428075449716683,-9.428075449716683,-8.04879276227311,-7.902959930462446,-7.902959930462446,-7.902959930462446,-7.371073981011942,-8.176551723623309,-8.176551723623309,-8.176551723623309,-7.836923325698809,-7.929256422635079,-7.929256422635079,-7.929256422635079,-8.070597787384164,-8.177672584559925,-8.177672584559925,-8.177672584559925,-6.701419009815053,-7.922127298212189,-7.922127298212189,-7.922127298212189,-7.066344688008544,-7.463077734053716,-7.463077734053716,-7.463077734053716,-8.633557345049578,-7.756307530947019,-7.756307530947019,-7.756307530947019,-7.387479577357498,-7.36352966466359,-7.36352966466359,-7.36352966466359
-9.636055853019286,-8.38015846523311,-8.38015846523311,-8.38015846523311,-9.636055853019286,-8.38015846523311,-8.38015846523311,-8.38015846523311,-8.289083061944092,-7.401429133591603,-7.735446456537492,-7.735446456537492,-7.9193433397089,-7.841264857766201,-7.841264857766201,-7.841264857766201,-7.899099996051593,-8.945251549019343,-8.527544385602248,-8.945251549019343,-7.717041353813369,-7.48580330914992,-7.48580330914992,-7.48580330914992,-7.797307674618832,-7.745049298488655,-7.745049298488655,-7.745049298488655,-7.696692089573565,-8.06261018806761,-8.06261018806761,-8.06261018806761,-7.870913966704245,-7.507301568465863,-7.507301568465863,-8.077529925622247,-8.368895384844297,-7.447875559189604,-7.447875559189604,-7.447875559189604
-8.421364290865485,-6.949893852929746,-6.949893852929746,-6.949893852929746,-8.421364290865485,-6.949893852929746,-6.949893852929746,-6.949893852929746,-7.810187447181319,-8.01971279296108,-8.01971279296108,-8.01971279296108,-7.409748718064343,-8.376761097044366,-8.376761097044366,-8.376761097044366,-8.230214612320344,-6.956958916988012,-6.956958916988012,-6.956958916988012,-7.718284176776955,-7.899850901915957,-7.899850901915957,-7.899850901915957,-8.457427198476747,-8.08351510716907,-8.08351510716907,-8.08351510716907,-7.4703075328211295,-7.273809614104312,-7.722103034125083,-7.722103034125083,-8.292007387126464,-7.441952681463236,-7.441952681463236,-7.441952681463236,-7.714639199721792,-7.7273393181951535,-7.7273393181951535,-7.7273393181951535
-8.889753874018592,-9.1388576726961,-9.1388576726961,-9.1388576726961,-8.889753874018592,-9.1388576726961,-9.1388576726961,-9.1388576726961,-8.88548694577579,-8.34760124733325,-8.34760124733325,-8.34760124733325,-8.380498054441633,-8.902460067768692,-8.902460067768692,-8.902460067768692,-7.911676878420756,-7.862266372361166,-7.862266372361166,-7.862266372361166,-8.524694116159806,-8.375264291787492,-8.375264291787492,-8.375264291787492,-7.039722584176886,-6.9212513025492814,-6.9212513025492814,-6.9212513025492814,-7.724628661162511,-7.734375093998773,-7.734375093998773,-7.734375093998773,-7.598858114783805,-7.149966207890034,-7.149966207890034,-7.149966207890034,-6.96389145663698,-6.911562646069088,-6.911562646069088,-6.911562646069088
-8.204276824801504,-9.037465131597802,-9.037465131597802,-9.037465131597802,-8.204276824801504,-9.037465131597802,-9.037465131597802,-9.037465131597802,-7.509320418988871,-7.716177956308861,-7.716177956308861,-7.757949987931105,-7.55542153874167,-8.094538540330635,-8.094538540330635,-8.094538540330635,-8.136209053240318,-7.90145380493186,-7.90145380493186,-7.90145380493186,-7.424108180377671,-7.477229041368279,-7.477229041368279,-7.477229041368279,-8.229674009777572,-7.177893453698402,-7.177893453698402,-7.177893453698402,-7.9649369467566355,-8.008682381071537,-8.008682381071537,-8.008682381071537,-7.221958367658482,-7.829076025854698,-7.829076025854698,-7.829076025854698,-7.714731248937724,-8.29481800770755,-8.29481800770755,-8.29481800770755
-8.907914495565906,-9.046953839102324,-9.046953839102324,-9.046953839102324,-8.907914495565906,-9.046953839102324,-9.046953839102324,-9.046953839102324,-8.188410939890012,-8.961946534981166,-8.961946534981166,-8.961946534981166,-7.786405642820064,-8.05583509346565,-8.05583509346565,-8.05583509346565,-7.253676357075733,-8.381302534285812,-8.381302534285812,-8.381302534285812,-7.667287197511454,-7.768827644781416,-7.768827644781416,-7.768827644781416,-7.335567342554423,-7.471137035060346,-7.471137035060346,-7.471137035060346,-7.740655840014797,-7.7443455450849,-7.7443455450849,-7.7443455450849,-7.250852054793878,-7.250852054793878,-7.250852054793878,-7.250852054793878,-8.42464180458527,-8.102447016264577,-8.102447016264577,-8.102447016264577
-8.67088587808786,-8.607345943775059,-8.607345943775059,-8.607345943775059,-8.67088587808786,-8.607345943775059,-8.607345943775059,-8.607345943775059,-8.255636968540834,-7.883321454369484,-7.883321454369484,-7.883321454369484,-8.617064632689358,-8.698703785089538,-8.698703785089538,-8.698703785089538,-8.497088941184824,-7.630224532813163,-7.630224532813163,-7.630224532813163,-6.889178629138524,-7.374789653429643,-7.374789653429643,-7.374789653429643,-7.371930645272911,-7.797849847433038,-7.797849847433038,-7.797849847433038,-8.31666224308918,-7.429233981838442,-7.429233981838442,-7.429233981838442,-8.401658100557825,-7.61330704746888,-7.61330704746888,-8.339704110174527,-7.686363457603856,-7.406793689754766,-7.406793689754766,-7.406793689754766
-9.049990786064496,-9.346692521846132,-9.346692521846132,-9.346692521846132,-9.049990786064496,-9.346692521846132,-9.346692521846132,-9.346692521846132,-8.287988402960845,-8.907215348870963,-8.907215348870963,-8.907215348870963,-7.315045234162499,-7.202616749717965,-7.202616749717965,-7.202616749717965,-8.06061445461518,-7.990531585283313,-7.990531585283313,-7.990531585283313,-6.70618196660441,-7.828666003910545,-7.828666003910545,-7.828666003910545,-7.281195100183142,-7.425713756302466,-7.425713756302466,-7.425713756302466,-7.622438112213423,-8.047160158021455,-8.12911042048672,-8.12911042048672,-7.698014960400521,-8.248274618775108,-8.248274618775108,-8.248274618775108,-8.02619182498032,-7.949270373310986,-7.949270373310986,-7.949270373310986
-8.283610324183842,-9.003211140803502,-9.003211140803502,-9.003211140803502,-8.283610324183842,-9.003211140803502,-9.003211140803502,-9.003211140803502,-8.133152287508413,-8.37911974082719,-8.37911974082719,-8.37911974082719,-7.652415027924356,-7.80759331917395,-7.80759331917395,-7.80759331917395,-7.809450864636691,-8.01750810358375,-8.01750810358375,-8.01750810358375,-8.020462158370629,-8.204221852088407,-8.204221852088407,-8.204221852088407,-7.548812828312012,-7.524810056355872,-7.524810056355872,-7.524810056355872,-7.581806651711542,-7.490560072580059,-7.490560072580059,-7.490560072580059,-8.086709423083958,-7.719046464999206,-7.719046464999206,-7.719046464999206,-6.993092727787926,-7.262522242304334,-7.262522242304334,-7.262522242304334
-8.949785158816264,-9.919195368323336,-9.919195368323336,-9.919195368323336,-8.949785158816264,-9.919195368323336,-9.919195368323336,-9.919195368323336,-8.24058555648853,-8.530865859964333,-8.530865859964333,-8.530865859964333,-7.608523366470226,-7.5522733298880915,-7.5522733298880915,-7.5522733298880915,-7.704674294216824,-7.7950116905706,-7.7950116905706,-7.7950116905706,-7.717437176261393,-7.789701801241307,-7.789701801241307,-7.998279287378788,-8.05837211733925,-7.841554778732215,-7.841554778732215,-7.841554778732215,-7.688542043106015,-7.667584884469862,-7.667584884469862,-7.667584884469862,-7.986757119467059,-6.948766684419836,-6.948766684419836,-7.38913168610722,-7.4694951321411365,-7.296492719887752,-7.296492719887752,-7.296492719887752
-8.864066016687655,-8.252723888015257,-8.252723888015257,-8.252723888015257,-8.864066016687655,-8.252723888015257,-8.252723888015257,-8.252723888015257,-7.615336664373285,-7.33873241482772,-7.33873241482772,-7.33873241482772,-8.577707378140925,-7.331717295969364,-7.331717295969364,-7.331717295969364,-7.092083466525757,-7.19903515286343,-7.19903515286343,-7.19903515286343,-8.049286394676098,-7.673808159156505,-7.673808159156505,-7.673808159156505,-7.391005054919388,-7.600501998459439,-7.600501998459439,-7.600501998459439,-8.027886526368539,-7.8474131646627265,-7.8474131646627265,-7.8474131646627265,-7.066000252538276,-7.313314792481574,-7.313314792481574,-7.313314792481574,-8.307218044150892,-8.149500856416363,-8.149500856416363,-8.149500856416363
-10.0,-7.920880419707222,-7.920880419707222,-7.920880419707222,-10.0,-7.920880419707222,-7.920880419707222,-7.920880419707222,-8.1254797562277,-7.903958318110936,-7.903958318110936,-7.903958318110936,-7.838102519479332,-8.331002401258226,-8.331002401258226,-8.331002401258226,-7.824281937072907,-7.840691855048853,-7.840691855048853,-7.840691855048853,-7.518832895096763,-7.928997831685544,-7.928997831685544,-7.928997831685544,-8.273365297903053,-7.909353570126203,-7.909353570126203,-7.909353570126203,-7.74254317148886,-7.551935397429711,-7.551935397429711,-7.551935397429711,-7.070285335940226,-7.446753914700069,-7.446753914700069,-7.446753914700069,-8.115718552906428,-8.117256161275636,-8.117256161275636,-8.117256161275636
-8.302109788378434,-8.405710303374015,-8.405710303374015,-8.405710303374015,-8.302109788378434,-8.405710303374015,-8.405710303374015,-8.405710303374015,-8.7358464879327,-8.076185289897412,-8.076185289897412,-8.076185289897412,-8.157039114680089,-8.512556646400418,-8.512556646400418,-8.512556646400418,-7.83198594257429,-7.7944430326877185,-7.7944430326877185,-7.7944430326877185,-8.046806093686447,-8.23976861647239,-8.23976861647239,-8.23976861647239,-7.469461442602817,-7.119367855511795,-7.119367855511795,-7.119367855511795,-7.084474035979524,-7.311226294610767,-7.311226294610767,-7.311226294610767,-7.815154788818959,-7.231958551144257,-7.231958551144257,-7.856229773439499,-7.8728155561427675,-9.0068170735532,-9.0068170735532,-9.0068170735532
-9.144121621347177,-9.745806562562551,-9.745806562562551,-9.745806562562551,-9.144121621347177,-9.745806562562551,-9.745806562562551,-9.745806562562551,-7.632832847699161,-7.999261712813462,-7.999261712813462,-7.999261712813462,-8.566630367132971,-8.314329641000516,-8.314329641000516,-8.314329641000516,-9.016146065685998,-7.891380943921552,-7.891380943921552,-7.891380943921552,-7.443211168036597,-7.576445644574856,-7.576445644574856,-7.576445644574856,-7.929990186528421,-7.610089234577698,-7.610089234577698,-7.610089234577698,-7.859411150844863,-7.3972799243359795,-7.3972799243359795,-7.3972799243359795,-7.549257671775999,-7.482446986978346,-7.482446986978346,-7.482446986978346,-8.387572521768362,-7.443143127925784,-7.443143127925784,-7.443143127925784
-7.483704363367895,-9.65949604685759,-9.65949604685759,-9.65949604685759,-7.483704363367895,-9.65949604685759,-9.65949604685759,-9.65949604685759,-7.960595351186491,-7.607612294247257,-7.607612294247257,-7.607612294247257,-7.740419821748544,-8.091827555509953,-8.091827555509953,-8.091827555509953,-8.167853586598584,-7.752579791483721,-7.752579791483721,-7.752579791483721,-7.590970719058831,-7.614253090781457,-7.614253090781457,-7.614253090781457,-6.977908926344933,-7.297561588801548,-7.297561588801548,-7.297561588801548,-7.511776236723016,-7.389975625239283,-7.389975625239283,-7.389975625239283,-7.589538227609637,-7.547854663202211,-7.547854663202211,-7.547854663202211,-7.939110983767608,-7.020690505226843,-7.020690505226843,-7.020690505226843
-8.589660259337442,-8.347917113741014,-8.347917113741014,-8.347917113741014,-8.589660259337442,-8.347917113741014,-8.347917113741014,-8.347917113741014,-8.653645231276226,-8.50499412708336,-8.50499412708336,-8.50499412708336,-7.372906879623676,-8.341342403540846,-8.341342403540846,-8.341342403540846,-8.115710925906516,-7.550244883858986,-7.550244883858986,-7.550244883858986,-8.414138937748604,-8.299345257726067,-8.299345257726067,-8.299345257726067,-7.760147358772357,-7.683269493256732,-7.683269493256732,-7.683269493256732,-7.237235253233809,-7.709995781242149,-7.709995781242149,-7.709995781242149,-7.783263893330647,-7.523673105534252,-7.523673105534252,-7.523673105534252,-8.36742122095325,-7.8090768827132955,-7.8090768827132955,-7.8090768827132955
-10.0,-9.079207938280538,-9.079207938280538,-9.079207938280538,-10.0,-9.079207938280538,-9.079207938280538,-9.079207938280538,-8.664867959770952,-9.101763499123676,-9.101763499123676,-9.101763499123676,-6.712851497346662,-8.571808537310513,-8.571808537310513,-8.571808537310513,-7.336636553776354,-7.546498454414593,-7.546498454414593,-7.546498454414593,-8.015974664503245,-7.390004506296089,-7.390004506296089,-7.390004506296089,-8.177035480516267,-8.501521478146739,-8.501521478146739,-8.501521478146739,-7.46698385475926,-8.030967125057872,-8.030967125057872,-8.030967125057872,-7.462924465712047,-7.407185801635618,-7.407185801635618,-7.407185801635618,-8.41809546068156,-7.797401122349829,-7.797401122349829,-7.797401122349829
-8.465422398682904,-8.612164572469023,-8.612164572469023,-8.612164572469023,-8.465422398682904,-8.612164572469023,-8.612164572469023,-8.612164572469023,-7.643991063253366,-8.447293009431133,-8.447293009431133,-8.447293009431133,-8.171949228401074,-7.964540060317111,-7.964540060317111,-7.964540060317111,-7.587252650575799,-7.739890959919134,-7.739890959919134,-7.739890959919134,-7.591501438838645,-7.289069201626653,-7.289069201626653,-7.289069201626653,-7.696368907745962,-8.300968183070488,-8.300968183070488,-8.300968183070488,-7.254993345250957,-7.353916672632383,-7.353916672632383,-7.353916672632383,-7.551427239354014,-7.649827282453574,-7.649827282453574,-7.649827282453574,-8.352865388707855,-8.543425373288393,-8.543425373288393,-8.543425373288393
-7.54660419771395,-8.43500201523988,-8.43500201523988,-8.43500201523988,-7.54660419771395,-8.43500201523988,-8.43500201523988,-8.43500201523988,-9.098697704020145,-9.400609891908458,-9.400609891908458,-9.400609891908458,-7.320756508334234,-8.916575287240551,-8.916575287240551,-8.916575287240551,-8.133784581781656,-7.579357519606553,-7.579357519606553,-7.579357519606553,-7.635237504925934,-8.11529975620846,-8.11529975620846,-8.11529975620846,-6.4394162984630885,-7.506756875053108,-7.506756875053108,-7.506756875053108,-7.629049483314688,-7.655452235711628,-7.655452235711628,-7.655452235711628,-7.284862590710477,-7.275147463782043,-7.275147463782043,-7.275147463782043,-8.137667863427257,-7.597644665047239,-7.597644665047239,-7.597644665047239
-8.229580153436224,-9.200769622595002,-9.200769622595002,-9.200769622595002,-8.229580153436224,-9.200769622595002,-9.200769622595002,-9.200769622595002,-9.852898029373332,-7.816907964867033,-7.816907964867033,-7.816907964867033,-7.849947942686636,-7.943801414439534,-7.943801414439534,-7.943801414439534,-7.781634904271847,-7.8481744699170655,-7.8481744699170655,-7.8481744699170655,-7.715875696478733,-8.405195145149772,-8.405195145149772,-8.405195145149772,-7.73971273399035,-7.209757780210642,-7.209757780210642,-7.209757780210642,-7.531128251230146,-7.919957202976822,-7.919957202976822,-7.919957202976822,-7.52922186235469,-7.589009120629981,-7.589009120629981,-7.589009120629981,-7.528091658641466,-7.5312403710565725,-7.5312403710565725,-7.5312403710565725
-8.697615220346952,-9.074124998287257,-9.074124998287257,-9.074124998287257,-8.697615220346952,-9.074124998287257,-9.074124998287257,-9.074124998287257,-7.546985483922901,-7.556815997329705,-7.556815997329705,-7.556815997329705,-8.209491759364141,-7.874773774733059,-7.874773774733059,-7.874773774733059,-8.33537513685831,-7.537468098163181,-7.537468098163181,-7.537468098163181,-8.014791836860539,-7.380000137683697,-7.380000137683697,-7.380000137683697,-8.101458294548872,-7.62044518337885,-7.62044518337885,-7.62044518337885,-7.508534878330082,-6.928904020133219,-6.928904020133219,-6.928904020133219,-7.266929041483307,-7.375991078984526,-7.375991078984526,-7.375991078984526,-7.798270422455118,-8.45898879972885,-8.45898879972885,-8.45898879972885
-8.715227591567116,-8.273750773471841,-8.273750773471841,-8.273750773471841,-8.715227591567116,-8.273750773471841,-8.273750773471841,-8.273750773471841,-7.795644404691542,-7.627077580500889,-7.627077580500889,-7.627077580500889,-8.347647938302787,-8.305391351940077,-8.305391351940077,-8.305391351940077,-8.156655638428482,-7.608174985143985,-7.608174985143985,-7.608174985143985,-6.6963873904515365,-7.441529485924979,-7.441529485924979,-7.441529485924979,-7.415359058434874,-7.415525497563832,-7.415525497563832,-7.415525497563832,-7.824411602283098,-7.557521372990603,-7.557521372990603,-7.557521372990603,-7.969054437570266,-7.7070891408296465,-7.7070891408296465,-7.7070891408296465,-8.324439266574657,-7.7601331643913,-7.7601331643913,-7.7601331643913
-8.8298277867369,-9.209985257336625,-9.209985257336625,-9.209985257336625,-8.8298277867369,-9.209985257336625,-9.209985257336625,-9.209985257336625,-7.630615900802179,-8.186975420082208,-8.186975420082208,-8.186975420082208,-8.54740485242133,-8.10743833182269,-8.10743833182269,-8.10743833182269,-8.03209422116684,-7.106001699404521,-7.106001699404521,-7.165596226491871,-7.685934200961819,-7.577325424290513,-7.577325424290513,-7.577325424290513,-8.698066731952592,-7.182064749674576,-7.182064749674576,-7.182064749674576,-7.287010685847544,-7.639441605513687,-7.639441605513687,-7.639441605513687,-7.397129128469849,-7.626747302484349,-7.626747302484349,-7.626747302484349,-8.30423394289858,-7.253551763424444,-7.253551763424444,-7.253551763424444
-10.0,-9.089702564992727,-9.089702564992727,-9.089702564992727,-10.0,-9.089702564992727,-9.089702564992727,-9.089702564992727,-7.094672659132133,-8.231976477206219,-8.231976477206219,-8.231976477206219,-7.681923163488449,-8.463878671663476,-8.463878671663476,-8.463878671663476,-7.799314406721958,-7.341250185232175,-7.341250185232175,-7.341250185232175,-7.324154136640198,-7.734308670482081,-7.734308670482081,-7.734308670482081,-7.406594187296404,-7.736189986483705,-7.736189986483705,-7.736189986483705,-7.164235691832618,-7.189368591213838,-7.189368591213838,-7.189368591213838,-7.740982414919828,-7.745193614968085,-7.745193614968085,-7.745193614968085,-7.908707275714518,-7.716857605701471,-7.716857605701471,-7.716857605701471
-9.535215923286875,-8.521244514253748,-8.521244514253748,-8.521244514253748,-9.535215923286875,-8.521244514253748,-8.521244514253748,-8.521244514253748,-8.568790346113913,-8.389222326919047,-8.389222326919047,-8.389222326919047,-8.236110938061316,-7.840533946277638,-7.840533946277638,-7.840533946277638,-7.397171896884488,-7.919287143605866,-7.919287143605866,-7.919287143605866,-7.807037459535151,-7.670952506832183,-7.670952506832183,-7.670952506832183,-7.677516866315199,-7.217522153022242,-7.217522153022242,-7.217522153022242,-6.834801514875814,-7.71653907372689,-7.71653907372689,-7.71653907372689,-6.947889003115243,-8.349429094150876,-8.349429094150876,-8.349429094150876,-7.547126284113446,-7.797408126073928,-7.797408126073928,-7.797408126073928
-10.0,-8.326351608594585,-8.326351608594585,-8.326351608594585,-10.0,-8.326351608594585,-8.326351608594585,-8.326351608594585,-8.337542982837915,-8.211154702689832,-8.211154702689832,-8.211154702689832,-8.144667861987763,-7.780471584465257,-7.780471584465257,-7.780471584465257,-8.749903758940969,-7.891803332803611,-7.891803332803611,-7.891803332803611,-7.319789028522831,-7.032314417854033,-7.032314417854033,-7.032314417854033,-8.279653062907663,-7.920693268229691,-7.920693268229691,-7.920693268229691,-7.5037484989135965,-7.282699145013049,-7.282699145013049,-7.282699145013049,-7.765467199857441,-7.540747373448035,-7.540747373448035,-7.540747373448035,-7.921923067489846,-8.80316082387909,-8.80316082387909,-8.80316082387909
-9.376706538494542,-7.783208450169817,-7.783208450169817,-7.783208450169817,-9.376706538494542,-7.783208450169817,-7.783208450169817,-7.783208450169817,-8.165057789364836,-7.399177251072113,-7.399177251072113,-7.5838847118440835,-7.664622932465287,-7.918254074284917,-7.918254074284917,-7.918254074284917,-7.067109236310015,-7.672135856152929,-7.672135856152929,-7.672135856152929,-7.775603264257165,-8.091587606241236,-8.091587606241236,-8.091587606241236,-7.969233332106679,-7.5990000503150625,-7.5990000503150625,-7.5990000503150625,-8.144301891504622,-7.771153885306104,-7.771153885306104,-7.771153885306104,-7.59292361265935,-7.355810642466466,-7.355810642466466,-7.355810642466466,-7.564935086510296,-7.725577499386274,-7.725577499386274,-7.725577499386274
-9.382772379707133,-9.01257919661221,-9.01257919661221,-9.01257919661221,-9.382772379707133,-9.01257919661221,-9.01257919661221,-9.01257919661221,-8.577872760707628,-8.296586225208548,-8.296586225208548,-8.296586225208548,-7.64136067240563,-7.328809900505781,-7.328809900505781,-7.328809900505781,-7.70721200130175,-8.26130225235596,-8.26130225235596,-8.26130225235596,-8.18048475758246,-7.714652619062918,-7.714652619062918,-7.714652619062918,-7.741604357579825,-7.640087038837128,-7.640087038837128,-7.640087038837128,-7.5808958245308276,-7.205052570719341,-7.205052570719341,-7.205052570719341,-7.792359695297337,-7.20749896184843,-7.20749896184843,-7.20749896184843,-7.470112009260067,-8.04819614041999,-8.04819614041999,-8.04819614041999
-8.581790981917301,-8.392264260576265,-8.392264260576265,-8.392264260576265,-8.581790981917301,-8.392264260576265,-8.392264260576265,-8.392264260576265,-8.500424612725839,-8.064606068785004,-8.064606068785004,-8.064606068785004,-7.449211949027632,-8.72941583084533,-8.72941583084533,-8.72941583084533,-7.486902562992546,-8.015005073606288,-8.015005073606288,-8.015005073606288,-7.111031701292995,-7.940667920456544,-7.940667920456544,-7.940667920456544,-7.471584156768348,-7.496615131023264,-7.496615131023264,-7.496615131023264,-8.384582321770466,-7.954466671772869,-7.954466671772869,-7.954466671772869,-7.45425812062841,-7.685661332088034,-7.685661332088034,-7.685661332088034,-8.471079865368079,-8.855117590249067,-8.855117590249067,-8.855117590249067
-9.708328409055024,-8.707783115507285,-8.707783115507285,-8.707783115507285,-9.708328409055024,-8.707783115507285,-8.707783115507285,-8.707783115507285,-7.542360512550821,-8.235478361791323,-8.235478361791323,-8.235478361791323,-7.749361626518386,-7.749361626518386,-7.749361626518386,-7.749361626518386,-8.221317212180322,-7.524992791379235,-7.524992791379235,-7.524992791379235,-8.115985830249945,-7.596569401970818,-7.596569401970818,-7.596569401970818,-6.746073072567523,-7.255032714741054,-7.255032714741054,-7.255032714741054,-7.918107472808328,-7.418060628082692,-7.418060628082692,-7.418060628082692,-7.415422273392608,-7.466016730378036,-7.466016730378036,-7.466016730378036,-6.458087010195104,-8.589862689523423,-8.589862689523423,-8.589862689523423
-9.40125072782808,-9.114956223437682,-9.114956223437682,-9.114956223437682,-9.40125072782808,-9.114956223437682,-9.114956223437682,-9.114956223437682,-7.25859390592155,-7.411079074780426,-7.411079074780426,-7.411079074780426,-8.483547897374388,-8.26273773939088,-8.26273773939088,-8.26273773939088,-8.679681085626854,-7.656007746666774,-7.656007746666774,-7.656007746666774,-7.039355744063131,-6.895289956658475,-7.222459403212253,-7.222459403212253,-8.089555245478204,-7.602163898796867,-7.602163898796867,-7.8316093080603295,-7.59854813246746,-7.133691999645198,-7.133691999645198,-7.357861671692403,-7.617080561519069,-7.984068756269576,-7.984068756269576,-7.984068756269576,-7.754333481969965,-7.216486472495308,-7.216486472495308,-7.216486472495308
-8.702219331098236,-8.70711588203773,-8.70711588203773,-8.70711588203773,-8.702219331098236,-8.70711588203773,-8.70711588203773,-8.70711588203773,-8.70517632706911,-8.461013436549509,-8.461013436549509,-8.461013436549509,-7.6509645982965955,-8.064343968628943,-8.064343968628943,-8.064343968628943,-8.168069637799052,-7.638899158187234,-7.638899158187234,-7.638899158187234,-7.375040237676484,-7.436959170740685,-7.436959170740685,-7.436959170740685,-8.05137404260533,-8.262430917390212,-8.262430917390212,-8.262430917390212,-7.387021672509854,-7.446182295233601,-7.446182295233601,-7.446182295233601,-7.519560803250045,-7.360491529397843,-7.360491529397843,-7.360491529397843,-8.107622156502195,-7.897391435740093,-7.897391435740093,-7.897391435740093
-7.2854793163200116,-9.482664091810108,-9.482664091810108,-9.482664091810108,-7.2854793163200116,-9.482664091810108,-9.482664091810108,-9.482664091810108,-7.424944262544965,-8.511625092845716,-8.511625092845716,-8.511625092845716,-7.613409516639119,-7.604627786373852,-7.604627786373852,-7.604627786373852,-7.637479503469907,-7.620993684150109,-7.620993684150109,-7.620993684150109,-7.3289477158997824,-7.776791568536183,-7.776791568536183,-7.776791568536183,-7.540756638957209,-7.336476427024593,-7.525390075924639,-7.525390075924639,-7.413434038776333,-7.329168341091302,-7.329168341091302,-7.329168341091302,-6.976743987042987,-7.730475472484185,-7.730475472484185,-7.730475472484185,-7.8745506064410975,-7.584819842125481,-7.584819842125481,-7.584819842125481
-10.0,-7.988076928500751,-7.988076928500751,-7.988076928500751,-10.0,-7.988076928500751,-7.988076928500751,-7.988076928500751,-8.319939203987607,-8.017237110966454,-8.017237110966454,-8.017237110966454,-7.86993474978574,-8.522011198922682,-8.522011198922682,-8.522011198922682,-7.458358969422111,-8.375052960190258,-8.375052960190258,-8.375052960190258,-7.937547002640448,-7.683654440734021,-7.683654440734021,-7.683654440734021,-7.248805949045255,-7.4239861637178866,-7.4239861637178866,-7.4239861637178866,-7.900005314845841,-7.425873779731511,-7.425873779731511,-7.425873779731511,-7.933515908000659,-7.841559080001582,-8.277977401964009,-8.277977401964009,-7.864906198239565,-8.01170429081733,-8.01170429081733,-8.01170429081733
