Cross Validation,Bootstrapping
-6.383247391774004,-6.383247391774004
-6.215724484986392,-5.363123522934618
-6.6134983943666805,-5.61311846372723
-6.207540877000118,-5.335020521287907
-6.85657607714886,-5.323152401160221
-5.738973827239759,-4.99765129643622
-7.2172697082747606,-7.2172697082747606
-5.880944644850215,-5.880944644850215
-8.24093238826214,-7.379833945729468
-7.110919863403288,-5.575957018871613
-5.987507022811254,-5.117044690214801
-7.598483682464044,-6.24540390455595
-7.29606444954459,-6.620972527166267
-6.394590432396735,-5.500104035116799
-7.316340204525767,-6.589517717547788
-6.219425436887611,-5.415125322648329
-5.2460382551184175,-5.2460382551184175
-6.904152045438929,-5.124394174396235
-7.470042508317585,-6.859654844297418
-6.505450375545823,-5.58941401984832
-6.604779646569356,-6.604779646569356
-6.386241864695613,-5.487963938188695
-6.101233736939764,-6.101233736939764
-6.5948407180897854,-6.5948407180897854
-5.122620797849663,-5.122620797849663
-6.829981544241231,-5.115998815138913
-6.750334870767417,-6.076880430844272
-6.091679125634993,-6.091679125634993
-5.908807047449708,-5.137924300538547
-6.504609900271089,-7.2355193489171326
-6.4735580886297,-5.01528818666676
-6.092590234272583,-5.26209414330784
-6.5450978844662995,-6.5450978844662995
-4.986720848089908,-4.986720848089908
-6.4854669539492615,-6.4854669539492615
-6.75921103554715,-4.1224701647422295
-6.170303898405528,-5.332056768309822
-6.333502295937569,-5.016357643563106
-5.155807102493566,-5.155807102493566
-5.215815958034715,-5.215815958034715
-5.922132564611532,-5.922132564611532
-6.364985881761468,-6.364985881761468
-5.99366921829888,-5.242257875530489
-7.357861485791693,-6.648658075722382
-7.970648820008079,-7.546567997435797
-7.723733587318552,-5.598500478286786
-7.153885398163654,-6.472828071636477
-6.083560013825631,-5.2245483218467355
-7.034391455363684,-6.3934769377677645
-6.888873641866302,-6.262992833361363
-7.237281262855198,-6.586928013883242
-6.3425658170518915,-6.3425658170518915
-5.085424713681249,-5.085424713681249
-7.916187049118279,-5.352299129646889
-6.336288010999271,-6.336288010999271
-4.653441916689207,-4.653441916689207
-7.251908654191099,-6.095687392289244
-5.8101283145563745,-5.8101283145563745
-5.800481187058916,-5.0200697429725585
-6.615075824428741,-6.615075824428741
-7.101768601397135,-6.3899132593351196
-6.33901550523157,-5.4812783406334225
-6.935185547524189,-6.238870216647834
-5.352973796332141,-5.352973796332141
-5.725048934406025,-5.725048934406025
-7.038574299991986,-6.345452183349418
-5.270991540261467,-5.270991540261467
-6.4703539535731585,-6.4703539535731585
-5.1983337954814015,-5.1983337954814015
-6.509876230438044,-5.368626726632196
-7.18108731680541,-5.45034555031087
-6.188862249467588,-4.194017424699419
-7.559645345947634,-6.829118189100356
-6.861841170797647,-6.175056700853374
-6.05881618866741,-5.290282327817342
-6.227134232723834,-5.3230071739580245
-6.423210696445381,-5.588442401550446
-4.581588844464544,-4.581588844464544
-5.660580262034591,-4.83000547304447
-7.171609360457456,-6.496078897018403
-6.426103642444202,-5.549500097564787
-7.938800513511651,-5.37042810578332
-7.2943607094792835,-6.676743347027799
-8.042824097702821,-6.896965461793754
-5.779019845617304,-5.068773829113534
-6.425908694876161,-5.4772379571073655
-7.014114716415267,-5.447244447168374
-7.122656617238794,-6.426508721521511
-7.297853808189418,-6.675536191609555
-7.462740522127637,-5.48185134598342
-5.4027040518816865,-5.4027040518816865
-5.969566743774862,-5.170152543186884
-7.756827393911225,-6.538568350635946
-4.873523949571086,-4.873523949571086
-5.045138225844069,-5.045138225844069
-6.229475177544537,-4.134082770486678
-6.776181727064913,-6.103009553592248
-5.243180373587785,-5.243180373587785
-6.756938130068648,-5.7525615252296545
-7.605527209618953,-5.359743468690162
