Cross Validation,Bootstrapping
-6.18448045539817,-6.18448045539817
-6.780312988889229,-6.780312988889229
-6.556074447411,-6.556074447411
-6.657204265349812,-6.657204265349812
-6.917673205323217,-6.917673205323217
-6.621682867943052,-6.621682867943052
-6.642626431692872,-6.642626431692872
-6.738541591354769,-6.738541591354769
-6.581880355255859,-6.581880355255859
-6.64001599698265,-6.64001599698265
-6.724193380236371,-6.724193380236371
-7.192179144127211,-7.192179144127211
-6.50923996585181,-6.50923996585181
-6.327541774262053,-6.327541774262053
-6.668691213623586,-6.668691213623586
-6.99637392411803,-6.99637392411803
-6.3198550528990065,-6.3198550528990065
-6.568582792225008,-6.568582792225008
-6.1546937806756805,-6.1546937806756805
-6.870869199240079,-6.870869199240079
-6.845163617241261,-6.845163617241261
-6.832094955118265,-6.832094955118265
-6.915223006808298,-6.915223006808298
-6.695577753100991,-6.695577753100991
-6.5953125851989425,-6.5953125851989425
-6.68352960845123,-6.68352960845123
-6.653418787761096,-6.653418787761096
-6.73110570785452,-6.73110570785452
-6.671297517885874,-6.671297517885874
-7.239360438687411,-7.239360438687411
-6.618907513083733,-6.618907513083733
-6.460970015422356,-6.460970015422356
-6.800368683470724,-6.800368683470724
-6.781523838412467,-6.781523838412467
-6.578483525902878,-6.578483525902878
-6.700410419456689,-6.700410419456689
-5.9865575905568065,-5.9865575905568065
-6.8036869847452675,-6.8036869847452675
-6.6262823352757945,-6.6262823352757945
-6.537875169463633,-6.537875169463633
-7.071707525255616,-7.071707525255616
-6.767592128212896,-6.767592128212896
-6.622825114820737,-6.622825114820737
-6.703016609888514,-6.703016609888514
-6.394552549904862,-6.394552549904862
-6.213172030751833,-6.213172030751833
-6.577649773526664,-6.577649773526664
-6.972821849138235,-6.972821849138235
-7.101317593429596,-7.101317593429596
-6.7817172017660035,-6.7817172017660035
-6.809734119741505,-6.809734119741505
-6.582287498768318,-6.582287498768318
-6.564172317519485,-6.564172317519485
-6.668043066453565,-6.668043066453565
-6.568983433122086,-6.568983433122086
-6.685108565901276,-6.685108565901276
-6.739308664030126,-6.739308664030126
-6.70890427299381,-6.70890427299381
-6.904514711327186,-6.904514711327186
-6.411064694555863,-6.411064694555863
-6.55782515682183,-6.55782515682183
-6.10317381619444,-6.10317381619444
-6.832228932916786,-6.832228932916786
-6.7213585090026715,-6.7213585090026715
-6.54390105760354,-6.54390105760354
-6.764991530642688,-6.764991530642688
-6.23529437370909,-6.23529437370909
-6.884407962396829,-6.884407962396829
-6.589923818585146,-6.589923818585146
-6.641212399110694,-6.641212399110694
-6.943029726618263,-6.943029726618263
-6.625988313617128,-6.625988313617128
-6.575579904292293,-6.575579904292293
-6.678607342452703,-6.678607342452703
-6.4940672806620725,-6.4940672806620725
-6.859661130093093,-6.859661130093093
-6.421957180688553,-6.421957180688553
-6.56042465069991,-6.56042465069991
-6.744333875306983,-6.744333875306983
-6.934504903821949,-6.934504903821949
-6.740755286898688,-6.740755286898688
-6.5738608869437085,-6.5738608869437085
-6.990913053526301,-6.990913053526301
-6.85641375153886,-6.85641375153886
-6.234436198153082,-6.234436198153082
-6.871904540388157,-6.871904540388157
-6.731763794050503,-6.731763794050503
-6.810295240823731,-6.810295240823731
-6.485159739952666,-6.485159739952666
-6.7851430850566405,-6.7851430850566405
-6.2973391029467045,-6.2973391029467045
-7.079587824381855,-7.079587824381855
-6.9711931738882,-6.9711931738882
-6.590218180415259,-6.590218180415259
-7.13995365586878,-7.13995365586878
-6.644364943968664,-6.644364943968664
-6.802137824587469,-6.802137824587469
-7.033250926861581,-7.033250926861581
-6.180861701666554,-6.180861701666554
-6.872198555095762,-6.872198555095762
