Cross Validation,Bootstrapping
-6.319492824282763,-6.319492824282763
-7.027616376045875,-7.027616376045875
-7.708385744347006,-7.16348295060486
-6.5575112656080075,-6.5575112656080075
-7.071614540282096,-7.071614540282096
-6.447237496884644,-6.447237496884644
-6.872893622788729,-6.872893622788729
-6.504417588602377,-6.504417588602377
-7.15721681626245,-7.15721681626245
-6.652573789567869,-6.652573789567869
-6.378872647040184,-6.378872647040184
-6.657227886895503,-6.657227886895503
-6.90102056925587,-6.90102056925587
-6.8979718029487564,-6.8979718029487564
-6.88545733488354,-6.88545733488354
-6.882160816180187,-6.882160816180187
-6.951629266009729,-6.951629266009729
-6.354424829262804,-6.354424829262804
-7.115816152855974,-7.115816152855974
-7.253525804952129,-7.253525804952129
-6.837207338870886,-6.837207338870886
-6.218424211838549,-6.218424211838549
-7.388285044017389,-7.388285044017389
-7.106256822556193,-7.106256822556193
-6.620101491706334,-6.620101491706334
-6.772500281144917,-6.772500281144917
-6.794854250162263,-6.794854250162263
-6.881088399166065,-6.881088399166065
-6.789157574900734,-6.789157574900734
-6.625722975763517,-6.625722975763517
-6.825883245202113,-6.825883245202113
-7.294140640754893,-7.294140640754893
-6.5103228264228985,-6.5103228264228985
-6.790716814101412,-6.790716814101412
-6.981944201789767,-6.981944201789767
-6.448439912355405,-6.448439912355405
-6.7001581555875855,-6.7001581555875855
-7.360577008361628,-7.360577008361628
-6.864691209609531,-6.864691209609531
-7.028645322276506,-7.028645322276506
-7.192026771998014,-7.192026771998014
-6.564319404066104,-6.564319404066104
-6.784480681910837,-6.784480681910837
-7.211406135710826,-7.211406135710826
-6.980107887541722,-6.980107887541722
-7.247225916283997,-7.247225916283997
-7.578418718954347,-7.021987935276606
-7.13727518663956,-7.13727518663956
-7.264452698549025,-7.264452698549025
-6.599244614877514,-6.599244614877514
-6.676856841658371,-6.676856841658371
-6.58667021637209,-6.58667021637209
-7.127965256924969,-7.127965256924969
-6.3439450345334825,-6.3439450345334825
-6.785731433767401,-6.785731433767401
-7.264177892231596,-7.264177892231596
-7.119320054015343,-7.119320054015343
-6.8129365917561975,-6.8129365917561975
-7.001830538242962,-7.001830538242962
-6.966017819979778,-6.966017819979778
-6.844479689427556,-6.844479689427556
-7.349068580637153,-6.737488767727799
-6.714937408712209,-6.714937408712209
-6.758429197431127,-6.758429197431127
-6.855435943949715,-6.855435943949715
-6.949226871137879,-6.949226871137879
-6.851898412269444,-6.851898412269444
-6.9856940455404395,-6.9856940455404395
-7.045480436936693,-7.045480436936693
-6.606119834589958,-6.606119834589958
-7.048689995296109,-7.048689995296109
-6.663488884606098,-6.663488884606098
-6.649542015465626,-6.649542015465626
-6.720276343446373,-6.720276343446373
-6.9670467222628645,-6.9670467222628645
-6.784966679912285,-6.784966679912285
-6.827803286120664,-6.827803286120664
-7.153063369793867,-7.153063369793867
-6.667703285777938,-6.667703285777938
-6.745444369373169,-6.745444369373169
-6.805380383594785,-6.805380383594785
-6.977179689294029,-6.977179689294029
-6.790724163085447,-6.790724163085447
-6.836062183514619,-6.836062183514619
-6.914640459948382,-6.914640459948382
-6.743980800583146,-6.743980800583146
-6.109284412541133,-6.109284412541133
-7.084309098286105,-7.084309098286105
-6.445322846883509,-6.445322846883509
-6.732879997300401,-6.732879997300401
-6.724059088309251,-6.724059088309251
-7.356076479470927,-7.356076479470927
-6.677067278532666,-6.677067278532666
-7.355658576164052,-7.355658576164052
-7.295128117595597,-7.295128117595597
-6.8470694084568136,-6.8470694084568136
-7.201960261445899,-7.201960261445899
-6.749961191832808,-6.749961191832808
-7.121130499076297,-7.121130499076297
-7.33678252996406,-7.33678252996406
