Cross Validation,Bootstrapping
-5.484923838207677,-8.471761862092082
-6.34385282964747,-6.34385282964747
-6.657083277777595,-5.664641694845704
-5.311802491459876,-5.311802491459876
-3.8616936142807554,-2.8654136416802514
-5.400419273430826,-5.400419273430826
-6.347474603528029,-5.481102872373029
-5.318354664880323,-6.305759535530409
-4.830041997573956,-5.635939544364805
-5.140917261425663,-5.140917261425663
-5.211585387753038,-5.211585387753038
-6.832538738855487,-6.832538738855487
-5.489300281440431,-5.489300281440431
-6.2258294529169245,-5.376289073788269
-5.871548933401792,-6.883239687604125
-5.3657752623143065,-5.3657752623143065
-6.52795520177168,-5.5754156496567635
-6.470156455748756,-6.470156455748756
-5.17208516060729,-6.077407204934538
-6.379686755067276,-7.030155537444169
-6.325379160212289,-5.499405502913323
-6.4775384456218,-6.4775384456218
-4.455048905073596,-4.455048905073596
-6.618231827632957,-6.618231827632957
-5.460489966318051,-6.534192642021246
-5.853199955754216,-5.853199955754216
-4.160918800854241,-4.160918800854241
-4.917619987071172,-4.917619987071172
-6.8485669615077525,-6.8485669615077525
-5.575807727401766,-4.904011678971375
-5.183569607967597,-6.927196585769462
-7.034403420421516,-7.034403420421516
-5.348095187043016,-6.1858167406929985
-5.224064666341427,-5.224064666341427
-5.493599882410036,-5.493599882410036
-6.41193226868852,-6.41193226868852
-6.4687467275950805,-5.585383921767072
-6.480032091676702,-7.20408861073303
-5.581186756461966,-6.542651439388852
-6.516644700290641,-6.516644700290641
-5.526812070536777,-5.526812070536777
-6.103560109002347,-6.103560109002347
-5.399433441852555,-5.399433441852555
-5.213230439787161,-6.834291581813058
-6.072646218929257,-5.255611830174662
-6.7006050675837905,-7.897591973137346
-6.2660765740362905,-6.2660765740362905
-5.500467622889143,-7.132057504202378
-5.320251462072629,-5.320251462072629
-6.404065764255853,-6.404065764255853
-5.657655565937767,-5.657655565937767
-5.240935162723229,-5.240935162723229
-5.4753840824474596,-5.4753840824474596
-6.483886835964172,-6.483886835964172
-5.375757144595771,-6.277354618333177
-5.571718928423418,-5.571718928423418
-5.649815984826697,-5.649815984826697
-5.329601652890505,-5.329601652890505
-5.306669167967565,-6.137594680315435
-5.9957290498835265,-5.9957290498835265
-3.9622754502966866,-4.872137462489466
-6.071732406609815,-5.158998205717492
-5.16903951505108,-5.16903951505108
-5.500040982723525,-5.500040982723525
-5.238639037894588,-7.919121754822043
-5.552187502659687,-6.386906363243782
-5.590890447818493,-5.590890447818493
-7.256844849504433,-7.630618825685278
-6.418684440052258,-5.453410503859471
-7.155241274181047,-6.7769237849264705
-7.236073349365559,-5.628122486415135
-6.549819544361693,-6.549819544361693
-5.5621212704182,-6.585726890920995
-6.204104124401561,-5.4037784955167645
-5.70244054944145,-5.70244054944145
-5.705003643510415,-6.762788711734194
-5.344171145581658,-6.197723131010032
-5.283355205171682,-5.283355205171682
-5.074995637544739,-5.875515707271316
-5.446393938850504,-5.446393938850504
-6.690649713354581,-5.730838071736196
-7.691069482004298,-6.975944703165917
-6.373101467512919,-5.491629581061529
-5.239755954464299,-7.0925192187619714
-5.389994006424719,-5.389994006424719
-6.657771998406121,-6.657771998406121
-5.2798555371804765,-6.107119231381471
-5.11888505330353,-5.919546620029898
-5.436497503145539,-5.436497503145539
-6.075195353181238,-6.075195353181238
-6.412370018872299,-6.412370018872299
-6.259212461654323,-6.259212461654323
-6.306356811525296,-6.306356811525296
-6.142014478035301,-6.142014478035301
-6.605625015726471,-6.605625015726471
-5.277033299580692,-5.277033299580692
-4.2213701113049025,-6.190891727339805
-6.741076214811705,-6.741076214811705
-3.9508870305785186,-5.660783169025796
-5.788460348030297,-6.832249661390604
