Cross Validation,Bootstrapping
-6.4487358644330675,-5.903542352753201
-7.356179997368357,-7.356179997368357
-6.760427172117746,-6.149781024722243
-6.954430971900224,-6.152961728958774
-6.594613828740072,-6.027342728127294
-6.268443486265047,-6.268443486265047
-6.5170027006930775,-5.1191407538403855
-6.230349716998129,-7.2194689124809495
-6.215871308908746,-6.215871308908746
-6.672983668017743,-5.225655412188605
-5.219623082157791,-6.008005530556176
-5.6607693692482925,-4.929126630263974
-6.262904506205874,-6.9025504934584925
-6.429525982957115,-6.429525982957115
-5.7550922590897375,-6.306435024802078
-6.791002506694958,-5.453673250500827
-6.165121161031448,-6.841774740615309
-6.214432562495184,-6.214432562495184
-6.110681593775834,-6.110681593775834
-4.997624174303231,-6.41748452988524
-6.986452721395299,-6.986452721395299
-6.091587689527587,-6.091587689527587
-6.90604893589813,-6.295871484296729
-6.3088692328031755,-6.92054362817276
-6.860115672989119,-6.285552833547191
-6.826662833454088,-6.281361826209153
-6.3125093175873275,-6.997387887293134
-5.289313271234537,-5.289313271234537
-6.313849158340137,-7.415954555465258
-6.691790171095672,-6.17001423981205
-7.002464113416215,-6.544666272480414
-4.023148095771437,-5.936386938818539
-6.0759958013047175,-6.0759958013047175
-6.136363708911532,-6.136363708911532
-6.795109521509836,-6.795109521509836
-6.255493267730483,-5.725190045718871
-6.2444157979957415,-6.831563622716434
-6.380142378539382,-5.80648511300306
-6.057319065433838,-6.057319065433838
-6.1632617170717925,-6.750092844663266
-6.726381485685508,-6.138112614065949
-7.391829960772928,-6.978025333451581
-6.153380263374282,-6.153380263374282
-5.810918903585353,-6.309567339091776
-6.308074068722865,-6.308074068722865
-6.976687740340658,-6.366886577988014
-6.605492869589734,-5.964670545735819
-6.108341086185355,-5.307676061974102
-6.095642507837687,-6.095642507837687
-6.001793829997537,-7.582527323699105
-6.99010603466199,-6.407320511134235
-6.894380674231128,-7.3784799215477435
-5.687750270249904,-5.687750270249904
-6.588490111082451,-6.051792602544905
-6.05141217883713,-6.05141217883713
-6.970052070827198,-6.970052070827198
-7.139028363858243,-7.88166273885753
-5.167185239875751,-7.021840767647474
-6.58020405962518,-6.033372201491914
-6.534598505249823,-5.9535168711058875
-6.4069894415017865,-6.4069894415017865
-6.974366610944399,-7.359194950380036
-7.340890521491056,-7.340890521491056
-6.0028148883569425,-6.0028148883569425
-6.1685926543331036,-6.1685926543331036
-6.93920346027589,-6.199530930408221
-6.385502726104052,-7.907986620691653
-7.001265312880307,-6.433272908903337
-7.288206472105272,-6.861793714800218
-6.0938781127752115,-6.0938781127752115
-5.955769728518965,-5.955769728518965
-6.779804667893233,-6.779804667893233
-5.875558832773916,-5.1443411115957645
-6.726134910846692,-7.731507683732371
-5.094739160643838,-5.094739160643838
-5.876081367734832,-5.876081367734832
-6.814366619741379,-6.814366619741379
-6.131184803368602,-6.131184803368602
-6.244808462986977,-6.244808462986977
-6.473140613744632,-5.966433613101915
-5.959718979681072,-6.49521843155956
-6.1483339996095845,-6.853916596060119
-5.057986974395361,-5.8249007207710335
-6.3896492154817475,-5.18535009122191
-5.779138666904433,-6.3518036865153835
-5.776079962076399,-6.385694637661639
-5.070079321989442,-5.756834173221902
-6.657981139291365,-6.657981139291365
-6.068105341347119,-6.627242236186797
-5.790437996626748,-6.387279916775724
-6.541455491848455,-5.955652225915515
-5.9565370731396925,-5.245345370170449
-6.022811793047084,-6.022811793047084
-5.79996306757873,-5.79996306757873
-5.814746014713262,-5.814746014713262
-6.6133392655655445,-6.048759777902741
-6.707488733606731,-6.707488733606731
-6.806168420225202,-6.806168420225202
-6.882057795902313,-7.314781286541294
-5.132277054728552,-5.132277054728552
