Sectioning,NGS,UNGS,NV,Sectioning.1,NGS.1,UNGS.1,NV.1,Sectioning.1.1,NGS.1.1,UNGS.1.1,NV.1.1,Sectioning.1.1.1,NGS.1.1.1,UNGS.1.1.1,NV.1.1.1,Sectioning.1.1.1.1,NGS.1.1.1.1,UNGS.1.1.1.1,NV.1.1.1.1,Sectioning.1.1.1.1.1,NGS.1.1.1.1.1,UNGS.1.1.1.1.1,NV.1.1.1.1.1,Sectioning.1.1.1.1.1.1,NGS.1.1.1.1.1.1,UNGS.1.1.1.1.1.1,NV.1.1.1.1.1.1,Sectioning.1.1.1.1.1.1.1,NGS.1.1.1.1.1.1.1,UNGS.1.1.1.1.1.1.1,NV.1.1.1.1.1.1.1,Sectioning,NGS,UNGS,NV
-9.257394262023777,-8.291945165297292,-8.291945165297292,-8.291945165297292,-7.739367312715173,-8.146382467008248,-8.146382467008248,-8.146382467008248,-7.653919403130241,-7.607177993354899,-7.607177993354899,-7.607177993354899,-7.479329870772139,-7.555896697963298,-7.555896697963298,-7.555896697963298,-7.322061306318357,-7.143398652352705,-7.143398652352705,-7.143398652352705,-7.1758116749961856,-7.064157384302043,-7.064157384302043,-7.064157384302043,-6.7055909345121485,-7.83726049148051,-7.83726049148051,-7.83726049148051,-7.878556281582072,-6.52281028951996,-6.52281028951996,-7.964330165365411,-7.6588473671803925,-7.6588473671803925,-7.326486723119868,-7.6588473671803925
-7.69396397438421,-7.851923663361591,-7.851923663361591,-7.851923663361591,-8.209356300488194,-8.153070180342166,-8.153070180342166,-8.153070180342166,-7.951997322792883,-7.140709103415405,-7.140709103415405,-7.250059286031666,-7.541906091389232,-7.377917672645728,-7.377917672645728,-7.377917672645728,-7.673703664055211,-7.2988821199277085,-7.2988821199277085,-7.2988821199277085,-8.098172300989004,-7.136138005282084,-7.136138005282084,-7.136138005282084,-7.942037271732979,-7.35844051489271,-7.35844051489271,-7.954365593280721,-7.276650488764382,-7.203439235266515,-7.203439235266515,-7.203439235266515,-7.898675425353712,-7.131945197352185,-7.131945197352185,-7.131945197352185
-8.949918440433455,-7.224463112568588,-7.224463112568588,-7.224463112568588,-6.13409319202431,-6.07502796385288,-6.07502796385288,-6.07502796385288,-7.186852712918874,-7.029803908197874,-7.029803908197874,-7.029803908197874,-7.866885598374186,-7.670700995264407,-7.670700995264407,-7.670700995264407,-6.673238555444079,-7.600962241593309,-7.600962241593309,-7.600962241593309,-7.213742584703477,-7.248249228702363,-7.248249228702363,-7.248249228702363,-7.278791880524622,-7.552088809867038,-7.552088809867038,-7.552088809867038,-7.347758346895272,-7.0791619622412325,-7.0791619622412325,-7.847881731727749,-8.093000874717323,-8.091215622448514,-8.091215622448514,-8.091215622448514
-8.738161366410251,-8.898413399477866,-8.898413399477866,-8.898413399477866,-8.654440014114703,-8.106395311298602,-8.106395311298602,-8.106395311298602,-7.0194635517413015,-8.07967357761098,-8.07967357761098,-8.07967357761098,-7.548787842055126,-7.844543222975106,-7.844543222975106,-7.844543222975106,-7.2726985699043425,-7.357758529806811,-7.357758529806811,-7.357758529806811,-7.782528841192397,-7.274780209931405,-7.274780209931405,-7.274780209931405,-7.657048227076117,-7.503694235924635,-7.503694235924635,-7.697788731628284,-7.657683026458813,-6.845559961310389,-6.845559961310389,-6.845559961310389,-7.500796495705551,-7.669085863808078,-6.9567263089517,-7.669085863808078
-8.856732875319342,-8.596909969578075,-8.596909969578075,-8.596909969578075,-8.06374017545023,-7.005125313848886,-7.005125313848886,-7.005125313848886,-8.31196024920979,-8.037779532754854,-8.037779532754854,-8.037779532754854,-7.588589955859358,-8.073834715351264,-8.073834715351264,-8.073834715351264,-7.695608201813407,-7.185607147226042,-7.185607147226042,-7.515608898495781,-6.886221633741699,-7.038492151123645,-7.038492151123645,-7.038492151123645,-6.745626898645154,-6.943799727567631,-6.943799727567631,-6.943799727567631,-7.281295989911721,-7.266308357104157,-7.266308357104157,-7.266308357104157,-7.843752581088084,-7.378567468805503,-7.378567468805503,-7.378567468805503
-8.37726158432065,-9.038498194148474,-9.038498194148474,-9.038498194148474,-7.219012472477837,-7.656533854576461,-7.656533854576461,-7.656533854576461,-7.50260696290216,-7.668826110867197,-7.668826110867197,-7.668826110867197,-6.620641958793279,-7.4425866387744115,-7.4425866387744115,-7.4425866387744115,-7.8938052175066815,-7.6254763435533395,-7.6254763435533395,-7.6254763435533395,-7.087385105193186,-7.147213553168397,-7.147213553168397,-7.968306147534306,-7.279972848579563,-7.10560412101192,-7.10560412101192,-7.10560412101192,-6.485701003929469,-6.393311774143388,-6.393311774143388,-6.393311774143388,-6.881577534746632,-6.878942664459177,-6.878942664459177,-6.878942664459177
-7.993076623925979,-8.764856955905245,-8.764856955905245,-8.764856955905245,-7.158214897170532,-8.152019133672969,-8.152019133672969,-8.152019133672969,-7.493597493375722,-7.855685152383898,-7.855685152383898,-7.855685152383898,-7.506236925465734,-7.750209571948972,-7.750209571948972,-7.750209571948972,-8.028715175795876,-7.457666891368019,-7.457666891368019,-7.457666891368019,-7.514024301669914,-7.3544168239004915,-7.3544168239004915,-7.3544168239004915,-7.656141165386878,-6.957191368032682,-6.957191368032682,-6.957191368032682,-7.795231053276266,-7.235059048700299,-7.235059048700299,-7.795067091818974,-8.006834641003753,-6.416563118411084,-6.416563118411084,-6.416563118411084
-8.850525060771865,-8.587760603714221,-8.587760603714221,-8.587760603714221,-8.401253126249872,-8.499872080353645,-8.499872080353645,-8.499872080353645,-6.294921977898676,-7.380558210357149,-7.380558210357149,-7.380558210357149,-7.999032487761808,-7.658501533089634,-7.658501533089634,-7.658501533089634,-7.254109762687626,-7.384030293658315,-7.384030293658315,-7.384030293658315,-6.984607963050843,-7.200999646823731,-7.200999646823731,-7.200999646823731,-6.943081660204496,-7.860306842364239,-7.860306842364239,-7.860306842364239,-7.434462777411221,-7.581043496261843,-7.581043496261843,-7.581043496261843,-7.755385516367841,-6.655845843615182,-6.655845843615182,-6.655845843615182
-7.634906555914164,-8.460387784951516,-8.460387784951516,-8.460387784951516,-7.72413063704338,-7.585327709786839,-7.585327709786839,-7.585327709786839,-7.322175409729339,-7.644509898510005,-7.644509898510005,-7.644509898510005,-6.755086855175076,-6.696191672730604,-6.696191672730604,-7.136998967595042,-7.761136682262501,-7.373161081412716,-7.373161081412716,-7.721563479179046,-7.688723356266937,-7.423999163566599,-7.423999163566599,-7.423999163566599,-7.451370839138791,-7.653434578494246,-7.653434578494246,-7.653434578494246,-7.71716839975355,-7.878864750227181,-7.878864750227181,-7.878864750227181,-8.232192695658473,-8.153132178952639,-7.487859180227448,-8.153132178952639
-8.852655987151365,-8.978584826099235,-8.978584826099235,-8.978584826099235,-7.757999575757873,-8.182823208272517,-8.182823208272517,-8.182823208272517,-8.484507604323534,-7.780213950021689,-7.780213950021689,-7.780213950021689,-8.169458892988906,-7.889030008729079,-7.889030008729079,-7.889030008729079,-6.894097340925748,-6.905674604169722,-6.905674604169722,-6.905674604169722,-7.37430684453558,-7.482167170243042,-7.482167170243042,-8.000504862469782,-7.555111880377829,-7.048446110926863,-7.048446110926863,-7.56129804432295,-7.256411350040196,-7.1477106435391295,-7.1477106435391295,-7.1477106435391295,-6.8806463558965145,-6.907705352428621,-6.907705352428621,-6.907705352428621
