Cross Validation,Bootstrapping
-6.414669915347134,-5.734425704505459
-5.340925408898009,-6.77114577065865
-6.892025102199201,-6.26795390016926
-6.209087146687218,-6.795250638273147
-6.198579176967862,-6.198579176967862
-7.023463952864882,-6.144372707109223
-6.766619551826491,-6.058723651933474
-5.982731242184531,-5.982731242184531
-7.697768501317402,-6.251009284640794
-5.670727268214526,-5.001618783392275
-6.948567422464767,-6.948567422464767
-6.016990560212132,-6.016990560212132
-6.362075524363266,-4.9878042417296395
-5.906528624578338,-5.906528624578338
-7.066968520567308,-6.4023554267247516
-5.988557798018867,-5.988557798018867
-6.2929050322672335,-5.01302691409299
-5.895123092156829,-5.895123092156829
-7.385693516447106,-6.315848756595924
-6.099956182918415,-5.349369692163137
-6.8613315194460025,-6.8613315194460025
-6.908998880763282,-6.908998880763282
-7.259619630622333,-6.260404761935323
-6.110341351784874,-6.110341351784874
-5.870596218167487,-6.437167093572711
-7.2831044697341305,-6.820526752638067
-6.677222776755148,-6.127835301276334
-6.533451736202862,-6.533451736202862
-5.971465931228482,-5.971465931228482
-6.754111378325113,-6.754111378325113
-6.6982790485233314,-6.130271515260894
-6.264456411016464,-5.429041668410702
-6.168677722659169,-6.168677722659169
-5.715621993460608,-5.715621993460608
-5.4666716817905945,-4.827450526220802
-6.070153682524174,-6.64739745748877
-6.2592861780971045,-6.2592861780971045
-6.464942098824854,-5.241097770226521
-5.932136193817142,-5.932136193817142
-5.984955690166588,-5.22866800326521
-7.810786641243191,-7.018511164603701
-5.806618434580817,-5.806618434580817
-6.6907314694318964,-6.6907314694318964
-7.262315602782565,-7.262315602782565
-6.367066860677595,-6.367066860677595
-4.985588373120995,-4.985588373120995
-6.396071536990428,-6.396071536990428
-7.192727353444424,-6.114190669946612
-5.997031658023872,-5.997031658023872
-6.6378922918900125,-6.002924617938288
-6.49312598650246,-5.268428440317188
-7.2782571478123685,-5.186983030216755
-6.292954123443511,-6.876634449964239
-5.909167147635401,-5.909167147635401
-6.610951665414008,-6.046745674014608
-6.266339952578581,-6.266339952578581
-4.794451147351705,-5.493041527976381
-6.61701989762158,-6.040710266688297
-7.2560898363648345,-6.826760653172103
-6.032057328282455,-5.243444179235357
-5.193846874424473,-5.193846874424473
-6.685140635938411,-6.685140635938411
-5.825583130601886,-5.825583130601886
-5.936631726336593,-5.936631726336593
-7.855957261344559,-7.447658106501512
-5.805427981057374,-5.805427981057374
-6.313403024495386,-6.313403024495386
-6.405976215364441,-5.809147136370031
-5.982383908450448,-6.5011871015342475
-6.613610579210451,-5.994267341218542
-7.125076482235977,-6.675157118063986
-6.471690609656347,-5.894475832881656
-6.9523016940447535,-5.904382742724097
-6.453931584277357,-5.928749479403021
-6.087742072254025,-6.087742072254025
-6.159050422000101,-5.3490119750408285
-6.0380112179504,-6.0380112179504
-5.875072924143177,-5.130936279439515
-6.3882594700608255,-5.873149571093309
-7.2439333525397505,-6.834423921377709
-6.247482341367337,-5.706900394384353
-6.025742834792428,-6.511498008373531
-6.29197364952022,-6.29197364952022
-6.861717709934611,-6.303911705027526
-6.487676341666969,-5.884317544776919
-5.992457939722699,-5.992457939722699
-6.561442513240651,-6.008703223243021
-6.642345714028623,-5.989276569385936
-6.527900238294624,-5.93849547244185
-6.913442451926648,-6.913442451926648
-6.411699827656794,-5.846366912948297
-6.145946670407377,-6.145946670407377
-7.369382104558859,-6.8923237531816515
-6.332801494944667,-5.801399319898357
-7.178023069262597,-7.178023069262597
-7.179292189978656,-7.179292189978656
-5.834832901664839,-6.352797033891325
-6.942092604290045,-6.31192954550828
-6.688474744903882,-6.688474744903882
-5.635203695989978,-5.635203695989978
