Cross Validation,Bootstrapping
-6.477255028195362,-5.5147893557842735
-6.333063151791509,-4.096633983418072
-4.863454018140285,-5.677300280721877
-5.235437501150133,-5.235437501150133
-4.089532406539385,-4.089532406539385
-6.227861155110104,-6.227861155110104
-7.233365525295825,-7.233365525295825
-4.775133981355773,-5.587122636387285
-5.137065998354689,-5.137065998354689
-6.529943751793633,-6.529943751793633
-6.572386680287944,-6.572386680287944
-5.556260777586739,-5.556260777586739
-6.178401094831479,-5.303312663966522
-5.214293334588566,-6.699688429524081
-6.633370295731387,-5.638504242920246
-5.3825956963786155,-5.3825956963786155
-5.306185037933612,-6.148799354173923
-5.147803625998418,-5.147803625998418
-6.269787970753692,-5.341256137780036
-6.6486750035181235,-6.6486750035181235
-4.9748695647553,-4.9748695647553
-6.659783771003637,-6.659783771003637
-5.156220465301227,-5.156220465301227
-7.3271053042331085,-6.63863846990377
-5.240170610229516,-5.240170610229516
-4.929022741581832,-4.929022741581832
-6.331641360816201,-6.331641360816201
-5.832981990367246,-5.832981990367246
-6.289866015154274,-6.289866015154274
-6.327479057054603,-5.459133219230918
-6.540615438876355,-6.540615438876355
-6.51366795601363,-6.51366795601363
-5.181916142569468,-5.181916142569468
-5.723557983619215,-5.723557983619215
-5.254351548361312,-5.254351548361312
-6.056207055766984,-5.206376190321581
-5.710256125875895,-7.511233643765211
-5.513599687033289,-6.492802094398046
-5.316278830494108,-5.316278830494108
-6.456415269974339,-6.456415269974339
-6.1917396331198296,-5.246007822210535
-6.678167949573924,-6.678167949573924
-4.144222440100159,-4.144222440100159
-5.642379425013529,-5.642379425013529
-6.046840304779966,-5.142349018293671
-5.178996833615085,-5.178996833615085
-5.255246554751358,-5.255246554751358
-6.565821249809735,-7.298816530489292
-5.718714867172113,-5.718714867172113
-5.114659406781604,-5.114659406781604
-5.099689809172987,-5.099689809172987
-5.4398400283611075,-5.4398400283611075
-5.208299403924151,-5.208299403924151
-6.208325223126949,-5.396959840255285
-4.82460683540233,-4.82460683540233
-6.738291327225105,-5.780945625697035
-5.404425031955942,-5.404425031955942
-6.504924191638778,-5.58728966743649
-6.1268601984533095,-5.24864677618348
-5.319114762021488,-4.283800913636017
-5.574616491587503,-5.574616491587503
-5.378441827416701,-6.2216794335665515
-6.170952636848142,-6.170952636848142
-6.028789963471052,-5.233915712643183
-5.759278776771214,-6.805983895276531
-5.474732186524732,-5.474732186524732
-5.403150112856641,-5.403150112856641
-6.730292201803973,-6.730292201803973
-5.132819330366285,-5.892438705560604
-6.9801656631463995,-5.440481037474322
-5.252313080482736,-5.252313080482736
-6.333627309619754,-6.333627309619754
-6.36216089710999,-6.36216089710999
-5.010210376337661,-5.010210376337661
-6.198981794040616,-6.797909085923735
-5.229642487097109,-6.136922572127306
-6.378268106977814,-6.378268106977814
-5.386459234118085,-5.386459234118085
-5.11869099725428,-5.11869099725428
-6.791668565747848,-6.791668565747848
-6.503081120033961,-5.600843511522266
-5.284510844505278,-5.284510844505278
-5.210282561096402,-5.210282561096402
-5.406858441360539,-5.406858441360539
-6.127824030525509,-6.127824030525509
-6.340120640794492,-5.453043531205127
-7.378871275725481,-7.378871275725481
-4.842547015407241,-4.842547015407241
-5.32377917341465,-5.32377917341465
-5.494238308208091,-5.494238308208091
-4.976367983969111,-4.976367983969111
-5.002703646893782,-5.002703646893782
-3.7680083417412162,-3.7680083417412162
-5.3191601984628205,-5.3191601984628205
-5.00394849516804,-5.00394849516804
-5.2861406655705645,-4.202126273340822
-6.508623453866851,-6.508623453866851
-5.615466037710014,-6.597921453976781
-5.491401077194926,-5.491401077194926
-6.613839255553031,-6.613839255553031
