Objective,Feasibility,Algorithm,Training Percentage,Data Size,Folds
-6.774959669,0.99,NV,30,1400,0
-6.714129319,1,UG,30,1400,0
-6.625957398,0.99,Sectioning,40,1400,0
-6.618921533,1,NGS,40,1400,0
-6.627183577,1,UNGS,40,1400,0
-6.670114055,1,NV,40,1400,0
-6.627183577,1,UG,40,1400,0
-6.50340035,1,Sectioning,50,1400,0
-6.602710088,1,NGS,50,1400,0
-6.602710088,1,UNGS,50,1400,0
-6.629898483,1,NV,50,1400,0
-6.618611636,1,UG,50,1400,0
-6.399663959,1,Sectioning,60,1400,0
-6.527335057,1,NGS,60,1400,0
-6.534823804,1,UNGS,60,1400,0
-6.540281904,1,NV,60,1400,0
-6.540281904,1,UG,60,1400,0
-6.42804435,1,Sectioning,70,1400,0
-6.416012329,1,NGS,70,1400,0
-6.416012329,1,UNGS,70,1400,0
-6.427139327,1,NV,70,1400,0
-6.416012329,1,UG,70,1400,0
-6.355410632,1,Sectioning,80,1400,0
-6.400914459,1,NGS,80,1400,0
-6.408911589,1,UNGS,80,1400,0
-6.422779245,1,NV,80,1400,0
-6.415967337,1,UG,80,1400,0
-6.212200049,1,Sectioning,90,1400,0
-6.308922969,1,NGS,90,1400,0
-6.320003555,1,UNGS,90,1400,0
-6.331611165,1,NV,90,1400,0
-6.320003555,1,UG,90,1400,0
-7.010407291,0.71,Sectioning,10,1500,0
-7.070551915,0.66,NGS,10,1500,0
-7.071510574,0.66,UNGS,10,1500,0
-7.087708982,0.64,NV,10,1500,0
-7.071510574,0.66,UG,10,1500,0
-6.770677388,1,Sectioning,20,1500,0
-6.820523847,0.99,NGS,20,1500,0
-6.82891296,0.99,UNGS,20,1500,0
-6.88086946,0.95,NV,20,1500,0
-6.82891296,0.99,UG,20,1500,0
-6.658070515,1,Sectioning,30,1500,0
-6.723658832,1,NGS,30,1500,0
-6.723658832,1,UNGS,30,1500,0
-6.797577756,1,NV,30,1500,0
-6.735642987,1,UG,30,1500,0
-6.542091582,1,Sectioning,40,1500,0
-6.63589555,1,NGS,40,1500,0
-6.655880316,1,UNGS,40,1500,0
-6.697536527,1,NV,40,1500,0
-6.655880316,1,UG,40,1500,0
-6.545869219,1,Sectioning,50,1500,0
-6.595156296,1,NGS,50,1500,0
-6.600066503,1,UNGS,50,1500,0
-6.608076529,1,NV,50,1500,0
-6.600066503,1,UG,50,1500,0
-6.473878897,1,Sectioning,60,1500,0
-6.478343487,1,NGS,60,1500,0
-6.478343487,1,UNGS,60,1500,0
-6.491764963,1,NV,60,1500,0
-6.478343487,1,UG,60,1500,0
-6.407394221,1,Sectioning,70,1500,0
-6.410843861,1,NGS,70,1500,0
-6.410843861,1,UNGS,70,1500,0
-6.410843861,1,NV,70,1500,0
-6.410843861,1,UG,70,1500,0
-6.267261266,1,Sectioning,80,1500,0
-6.352198929,1,NGS,80,1500,0
-6.352198929,1,UNGS,80,1500,0
-6.352198929,1,NV,80,1500,0
-6.352198929,1,UG,80,1500,0
-6.209537967,1,Sectioning,90,1500,0
-6.304964387,1,NGS,90,1500,0
-6.304964387,1,UNGS,90,1500,0
-6.320335854,1,NV,90,1500,0
-6.304964387,1,UG,90,1500,0
-6.941312926,0.8,Sectioning,10,1600,0
-6.967272732,0.83,NGS,10,1600,0
-6.972808941,0.83,UNGS,10,1600,0
-7.006348435,0.79,NV,10,1600,0
-6.976114613,0.82,UG,10,1600,0
-6.756695555,1,Sectioning,20,1600,0
-6.774927524,0.99,NGS,20,1600,0
-6.793405349,0.99,UNGS,20,1600,0
-6.884992296,0.91,NV,20,1600,0
-6.796887119,0.99,UG,20,1600,0
-6.642407251,1,Sectioning,30,1600,0
-6.711294149,1,NGS,30,1600,0
-6.727367294,0.99,UNGS,30,1600,0
-6.750367878,0.97,NV,30,1600,0
-6.732796494,0.98,UG,30,1600,0
-6.49476465,1,Sectioning,40,1600,0
-6.634289423,1,NGS,40,1600,0
-6.634289423,1,UNGS,40,1600,0
-6.64805173,1,NV,40,1600,0
-6.634289423,1,UG,40,1600,0
-6.510652281,1,Sectioning,50,1600,0
-6.491589266,1,NGS,50,1600,0
-6.491589266,1,UNGS,50,1600,0
-6.49919878,1,NV,50,1600,0
-6.491589266,1,UG,50,1600,0
-6.438694985,1,Sectioning,60,1600,0
-6.449026633,1,NGS,60,1600,0
-6.449026633,1,UNGS,60,1600,0
-6.452999361,1,NV,60,1600,0
-6.449026633,1,UG,60,1600,0
-6.360239399,1,Sectioning,70,1600,0
-6.361842128,1,NGS,70,1600,0
-6.361842128,1,UNGS,70,1600,0
-6.361842128,1,NV,70,1600,0
-6.361842128,1,UG,70,1600,0
-6.312591904,1,Sectioning,80,1600,0
-6.36810898,1,NGS,80,1600,0
-6.371305412,1,UNGS,80,1600,0
-6.374623457,1,NV,80,1600,0
-6.371305412,1,UG,80,1600,0
-6.164281518,1,Sectioning,90,1600,0
-6.291170549,1,NGS,90,1600,0
-6.306216069,1,UNGS,90,1600,0
-6.31764545,1,NV,90,1600,0
-6.308265198,1,UG,90,1600,0
-6.989408167,0.77,Sectioning,10,1700,0
-6.955379262,0.84,NGS,10,1700,0
-6.956178411,0.84,UNGS,10,1700,0
-6.968554288,0.82,NV,10,1700,0
-6.956178411,0.84,UG,10,1700,0
-6.705527955,1,Sectioning,20,1700,0
-6.801893413,1,NGS,20,1700,0
-6.801893413,1,UNGS,20,1700,0
-6.857362987,0.98,NV,20,1700,0
-6.806585822,1,UG,20,1700,0
-6.601031161,1,Sectioning,30,1700,0
-6.69407788,1,NGS,30,1700,0
-6.708226133,1,UNGS,30,1700,0
-6.737795253,0.99,NV,30,1700,0
-6.708226133,1,UG,30,1700,0
-6.59337217,1,Sectioning,40,1700,0
-6.586881346,1,NGS,40,1700,0
-6.588313939,1,UNGS,40,1700,0
-6.602876296,1,NV,40,1700,0
-6.590577007,1,UG,40,1700,0
-6.511629456,1,Sectioning,50,1700,0
-6.511792725,1,NGS,50,1700,0
-6.51786552,1,UNGS,50,1700,0
-6.537857344,1,NV,50,1700,0
-6.51786552,1,UG,50,1700,0
-6.438760645,1,Sectioning,60,1700,0
-6.450323996,1,NGS,60,1700,0
-6.450323996,1,UNGS,60,1700,0
-6.457193146,1,NV,60,1700,0
-6.450323996,1,UG,60,1700,0
-6.387957026,1,Sectioning,70,1700,0
-6.392466675,1,NGS,70,1700,0
-6.392466675,1,UNGS,70,1700,0
-6.392466675,1,NV,70,1700,0
-6.392466675,1,UG,70,1700,0
-6.249355643,1,Sectioning,80,1700,0
-6.29733283,1,NGS,80,1700,0
-6.29733283,1,UNGS,80,1700,0
-6.305557405,1,NV,80,1700,0
-6.29733283,1,UG,80,1700,0
-6.176643941,1,Sectioning,90,1700,0
-6.277545646,1,NGS,90,1700,0
-6.277545646,1,UNGS,90,1700,0
-6.289667874,1,NV,90,1700,0
-6.277545646,1,UG,90,1700,0
-6.945736494,0.84,Sectioning,10,1800,0
-6.965417097,0.84,NGS,10,1800,0
-6.965417097,0.84,UNGS,10,1800,0
-7.008708349,0.77,NV,10,1800,0
-6.967331816,0.83,UG,10,1800,0
-6.687708003,1,Sectioning,20,1800,0
-6.751860191,1,NGS,20,1800,0
-6.763052473,1,UNGS,20,1800,0
-6.80793186,0.98,NV,20,1800,0
-6.768418183,1,UG,20,1800,0
-6.611094268,1,Sectioning,30,1800,0
-6.658581832,1,NGS,30,1800,0
-6.658581832,1,UNGS,30,1800,0
-6.687857939,1,NV,30,1800,0
-6.658581832,1,UG,30,1800,0
-6.523565438,1,Sectioning,40,1800,0
-6.541333068,1,NGS,40,1800,0
-6.541333068,1,UNGS,40,1800,0
-6.549307477,0.99,NV,40,1800,0
-6.541333068,1,UG,40,1800,0
-6.448095998,1,Sectioning,50,1800,0
-6.478893681,1,NGS,50,1800,0
-6.478893681,1,UNGS,50,1800,0
-6.478893681,1,NV,50,1800,0
-6.478893681,1,UG,50,1800,0
-6.385014583,1,Sectioning,60,1800,0
-6.438268947,1,NGS,60,1800,0
-6.438268947,1,UNGS,60,1800,0
-6.440312819,1,NV,60,1800,0
-6.438268947,1,UG,60,1800,0
-6.361728877,1,Sectioning,70,1800,0
-6.36008648,1,NGS,70,1800,0
-6.364724872,1,UNGS,70,1800,0
-6.364724872,1,NV,70,1800,0
-6.364724872,1,UG,70,1800,0
-6.272018331,1,Sectioning,80,1800,0
-6.315692854,1,NGS,80,1800,0
-6.315692854,1,UNGS,80,1800,0
-6.315692854,1,NV,80,1800,0
-6.315692854,1,UG,80,1800,0
-6.137503769,1,Sectioning,90,1800,0
-6.258648386,1,NGS,90,1800,0
-6.258648386,1,UNGS,90,1800,0
-6.263614403,1,NV,90,1800,0
-6.258648386,1,UG,90,1800,0
-6.926072812,0.92,Sectioning,10,1900,0
-6.93394054,0.86,NGS,10,1900,0
-6.937326614,0.86,UNGS,10,1900,0
-6.960519599,0.84,NV,10,1900,0
-6.937326614,0.86,UG,10,1900,0
-6.703073121,0.99,Sectioning,20,1900,0
-6.774424919,1,NGS,20,1900,0
-6.785271947,1,UNGS,20,1900,0
-6.814780701,0.99,NV,20,1900,0
-6.786358937,1,UG,20,1900,0
-6.592630927,1,Sectioning,30,1900,0
-6.678499305,1,NGS,30,1900,0
-6.68491398,1,UNGS,30,1900,0
-6.703707565,1,NV,30,1900,0
-6.68491398,1,UG,30,1900,0
-6.566482699,1,Sectioning,40,1900,0
-6.536026616,1,NGS,40,1900,0
-6.536026616,1,UNGS,40,1900,0
-6.542127029,1,NV,40,1900,0
-6.536026616,1,UG,40,1900,0
-6.484398888,1,Sectioning,50,1900,0
-6.434996788,1,NGS,50,1900,0
-6.441835933,1,UNGS,50,1900,0
-6.441835933,1,NV,50,1900,0
-6.441835933,1,UG,50,1900,0
-6.355510283,1,Sectioning,60,1900,0
-6.380810726,1,NGS,60,1900,0
-6.380810726,1,UNGS,60,1900,0
-6.380810726,1,NV,60,1900,0
-6.380810726,1,UG,60,1900,0
-6.275667476,1,Sectioning,70,1900,0
-6.346933946,1,NGS,70,1900,0
-6.346933946,1,UNGS,70,1900,0
-6.346933946,1,NV,70,1900,0
-6.346933946,1,UG,70,1900,0
-6.227432986,1,Sectioning,80,1900,0
-6.265238828,1,NGS,80,1900,0
-6.265238828,1,UNGS,80,1900,0
-6.265238828,1,NV,80,1900,0
-6.265238828,1,UG,80,1900,0
-6.129778486,1,Sectioning,90,1900,0
-6.260118463,1,NGS,90,1900,0
-6.263756285,1,UNGS,90,1900,0
-6.263756285,1,NV,90,1900,0
-6.263756285,1,UG,90,1900,0
-6.854911447,0.89,Sectioning,10,2000,0
-6.955017051,0.89,NGS,10,2000,0
-6.963571834,0.88,UNGS,10,2000,0
-7.001449988,0.84,NV,10,2000,0
-6.964879711,0.88,UG,10,2000,0
-6.714947843,1,Sectioning,20,2000,0
-6.776149499,1,NGS,20,2000,0
-6.787054594,1,UNGS,20,2000,0
-6.822969318,0.98,NV,20,2000,0
-6.787054594,1,UG,20,2000,0
-6.632711989,1,Sectioning,30,2000,0
-6.656850689,1,NGS,30,2000,0
-6.661034306,1,UNGS,30,2000,0
-6.667913956,1,NV,30,2000,0
-6.661034306,1,UG,30,2000,0
-6.533484519,1,Sectioning,40,2000,0
-6.559626416,1,NGS,40,2000,0
-6.574027431,1,UNGS,40,2000,0
-6.574027431,1,NV,40,2000,0
-6.574027431,1,UG,40,2000,0
-6.424872869,1,Sectioning,50,2000,0
-6.464341147,1,NGS,50,2000,0
-6.464341147,1,UNGS,50,2000,0
-6.464341147,1,NV,50,2000,0
-6.464341147,1,UG,50,2000,0
-6.404179953,1,Sectioning,60,2000,0
-6.40046246,1,NGS,60,2000,0
-6.40046246,1,UNGS,60,2000,0
-6.40046246,1,NV,60,2000,0
-6.40046246,1,UG,60,2000,0
-6.341264311,1,Sectioning,70,2000,0
-6.348303894,1,NGS,70,2000,0
-6.348303894,1,UNGS,70,2000,0
-6.348303894,1,NV,70,2000,0
-6.348303894,1,UG,70,2000,0
-6.251875074,1,Sectioning,80,2000,0
-6.270098621,1,NGS,80,2000,0
-6.270098621,1,UNGS,80,2000,0
-6.270098621,1,NV,80,2000,0
-6.270098621,1,UG,80,2000,0
-6.232856767,1,Sectioning,90,2000,0
-6.266281701,1,NGS,90,2000,0
-6.266281701,1,UNGS,90,2000,0
-6.266281701,1,NV,90,2000,0
-6.266281701,1,UG,90,2000,0
-6.453960831,1,CV,100,1100,10
-6.45663325,1,BS,100,1100,10
-6.423430573,1,CV,100,1200,10
-6.423430573,1,BS,100,1200,10
-6.362703837,1,CV,100,1300,10
-6.362703837,1,BS,100,1300,10
-6.322516186,1,CV,100,1400,10
-6.322516186,1,BS,100,1400,10
-6.339078111,1,CV,100,1500,10
-6.339078111,1,BS,100,1500,10
-6.309904443,1,CV,100,1600,10
-6.309904443,1,BS,100,1600,10
-6.318335923,1,CV,100,1700,10
-6.318335923,1,BS,100,1700,10
-6.263538966,1,CV,100,1800,10
-6.263538966,1,BS,100,1800,10
-6.236733648,1,CV,100,1900,10
-6.236733648,1,BS,100,1900,10
-6.202342769,1,CV,100,2000,10
-6.202342769,1,BS,100,2000,10
