config,n,split,d,reps,elapsed_s,method,coverage,coverage_lo,coverage_hi,meets_target,mean_obj,obj_se,mean_oracle_gap,n_reps
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,NV,0.42,0.3655060253806384,0.4765168500152888,False,-7.909839687175866,0.0277034833380384,-0.1651366383439484,300
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,UG,0.84,0.7942563251514081,0.8771464544159004,False,-7.267010550696659,0.03259833836938346,0.4776924981352579,300
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,NGS,0.9166666666666666,0.8798783980359391,0.9429191259436057,False,-6.788450917824989,0.04156660722261793,0.9562521310069284,300
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,UNGS,0.97,0.9439774608583589,0.9841381461905676,True,-2.965374703085008,0.11658167223666162,4.77932834574691,300
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,CV,0.9766666666666667,0.9526280277317246,0.9886523397008747,True,-6.911873990475845,0.029549966289668737,0.8328290583560712,300
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,BS,0.9966666666666667,0.9813633063054688,0.9994113422781488,True,-6.761609212273894,0.026530146576577048,0.9830938365580231,300
paper_dro_wasserstein,100,0.7,10,300,744.3120892047882,Sectioning,0.98,0.9570603791821394,0.9908023684422963,True,-6.621615042503231,0.0370011921922055,1.1230880063286857,300
paper_saa,100,0.7,10,300,51.111655473709106,NV,0.2633333333333333,0.21671150294236005,0.3159395034372583,False,-8.07345202947908,0.020198901371969814,-0.29343258512330195,300
paper_saa,100,0.7,10,300,51.111655473709106,UG,0.5766666666666667,0.5201332672229635,0.6312614771892728,False,-7.792024384906763,0.023102138669098285,0.012713468542266569,300
paper_saa,100,0.7,10,300,51.111655473709106,NGS,0.6,0.5436365963411878,0.653834809413903,False,-7.764522950234775,0.023721778595373555,0.043498656607924374,300
paper_saa,100,0.7,10,300,51.111655473709106,UNGS,0.6133333333333333,0.5571245198072374,0.6666764067151987,False,-7.747879628698366,0.023863980482302354,0.062129240417335224,300
paper_saa,100,0.7,10,300,51.111655473709106,CV,0.7933333333333333,0.743944983244025,0.8353044736375745,False,-7.604782674071013,0.02088595727337075,0.1763924290311048,300
paper_saa,100,0.7,10,300,51.111655473709106,BS,0.94,0.9071605548470915,0.9617136304753079,False,-7.424460018479616,0.017882222019036716,0.3602568279497918,300
paper_saa,100,0.7,10,300,51.111655473709106,Sectioning,0.6133333333333333,0.5571245198072374,0.6666764067151987,False,-7.744375370007981,0.02414002912456211,0.03821131737564435,300
paper_saa,200,0.7,10,300,350.6431028842926,NV,0.35333333333333333,0.30140830066923496,0.40896697088996514,False,-7.987075126056961,0.01604084494541115,-0.1373456992917684,300
paper_saa,200,0.7,10,300,350.6431028842926,UG,0.8166666666666667,0.7689713823226987,0.8563547359017554,False,-7.569820609874244,0.020166164345530185,0.28020982153417767,300
paper_saa,200,0.7,10,300,350.6431028842926,NGS,0.9033333333333333,0.8646182980304887,0.9318497051817106,False,-7.445076709916115,0.020648951928893242,0.4053709251710963,300
paper_saa,200,0.7,10,300,350.6431028842926,UNGS,0.93,0.8953639895740667,0.9537630551728237,False,-7.347272236789319,0.021756174967349398,0.503502503559187,300
paper_saa,200,0.7,10,300,350.6431028842926,CV,0.9633333333333334,0.9355461518281071,0.979404694837147,True,-7.377453305145674,0.018724502865317537,0.47271483072729603,300
paper_saa,200,0.7,10,300,350.6431028842926,BS,0.9933333333333333,0.9760224167496929,0.998169851642088,True,-7.170943031441923,0.01803346014691619,0.679915774242765,300
paper_saa,200,0.7,10,300,350.6431028842926,Sectioning,0.94,0.9071605548470915,0.9617136304753079,False,-7.316487719844799,0.02144382116502043,0.5350436613426812,300
paper_saa,300,0.7,10,300,1894.224895954132,NV,0.4,0.3461651905860969,0.4563634036588123,False,-7.969444154861879,0.014605107975025185,-0.08370331888174301,300
paper_saa,300,0.7,10,300,1894.224895954132,UG,0.87,0.8272195707065882,0.9034246305872476,False,-7.562967784510965,0.017961205443779337,0.32277305146916996,300
paper_saa,300,0.7,10,300,1894.224895954132,NGS,0.9333333333333333,0.899276940483885,0.9564324844548417,False,-7.446144266151393,0.018129546553288793,0.4395965698287434,300
paper_saa,300,0.7,10,300,1894.224895954132,UNGS,0.9633333333333334,0.9355461518281071,0.979404694837147,True,-7.229308016234869,0.02012503359306784,0.656432819745266,300
paper_saa,300,0.7,10,300,1894.224895954132,CV,0.9733333333333334,0.9482710570494102,0.9864269301913529,True,-7.4043224588573535,0.01632795012748166,0.48141837712278157,300
paper_saa,300,0.7,10,300,1894.224895954132,BS,0.9933333333333333,0.9760224167496929,0.998169851642088,True,-7.299038566804904,0.015841562812906412,0.5867022691752316,300
paper_saa,300,0.7,10,300,1894.224895954132,Sectioning,0.9733333333333334,0.9482710570494102,0.9864269301913529,True,-7.181203966141579,0.020391858499939648,0.7045368698385557,300
paper_so,100,0.7,10,300,21.896437406539917,NV,0.44,0.38493919498482354,0.49657796156212186,False,-7.906189802799866,0.026636595467144007,-0.23094860636442097,300
paper_so,100,0.7,10,300,21.896437406539917,UG,0.6533333333333333,0.5978480299293977,0.7049414588950748,False,-7.695677853799856,0.022969507036876505,-0.0013771368450061477,300
paper_so,100,0.7,10,300,21.896437406539917,NGS,0.68,0.6252238889196531,0.7302246414395104,False,-7.655382930520233,0.02273553599754944,0.04174718938893233,300
paper_so,100,0.7,10,300,21.896437406539917,UNGS,0.68,0.6252238889196531,0.7302246414395104,False,-7.65621170195093,0.022727880264076947,0.04082973024055869,300
paper_so,100,0.7,10,300,21.896437406539917,benchmark,0.9766666666666667,0.9526280277317246,0.9886523397008747,True,-7.2864019958386965,0.018213584937350785,0.40241817822364917,300
paper_so,100,0.7,10,300,21.896437406539917,CV,0.7566666666666667,0.7050648160221181,0.8017784587492817,False,-7.615182542146182,0.027820070701666855,0.07714075597348045,300
paper_so,100,0.7,10,300,21.896437406539917,BS,0.87,0.8272195707065882,0.9034246305872476,False,-7.474058939717653,0.02202222335558183,0.2150029385877921,300
paper_so,100,0.7,10,300,21.896437406539917,Sectioning,0.6566666666666666,0.6012598041861229,0.7081120648301859,False,-7.692281909896144,0.024691416871890803,-0.018050998852093582,300
paper_so,200,0.7,10,300,78.9143340587616,NV,0.5366666666666666,0.4801320652390865,0.5922741168711132,False,-7.7966547146507565,0.021767242774236945,-0.15088733448730973,300
paper_so,200,0.7,10,300,78.9143340587616,UG,0.8966666666666666,0.8570598275670679,0.9262434152614588,False,-7.458135927870658,0.019302906789369776,0.18876362214824255,300
paper_so,200,0.7,10,300,78.9143340587616,NGS,0.9433333333333334,0.9111340419775253,0.9643225235367106,False,-7.370888445635552,0.01863578035445681,0.27630290198279706,300
paper_so,200,0.7,10,300,78.9143340587616,UNGS,0.97,0.9439774608583589,0.9841381461905676,True,-7.2870913555146215,0.018330694080366704,0.3603802499302175,300
paper_so,200,0.7,10,300,78.9143340587616,benchmark,1.0,0.9873570287754538,0.9999999999999998,True,-6.981053482592123,0.014901921203391988,0.664620500390285,300
paper_so,200,0.7,10,300,78.9143340587616,CV,0.9133333333333333,0.8760440413057516,0.9401711024819569,False,-7.313344775923965,0.024317499690172443,0.33121786494027644,300
paper_so,200,0.7,10,300,78.9143340587616,BS,0.96,0.9313957879613599,0.9769726785120576,True,-7.228696171420571,0.02032764155806573,0.4161495751443513,300
paper_so,200,0.7,10,300,78.9143340587616,Sectioning,0.9633333333333334,0.9355461518281071,0.979404694837147,True,-7.299059105815098,0.020456304838915158,0.3460343365421767,300
paper_so,300,0.7,10,300,175.12454748153687,NV,0.6266666666666667,0.5706551328853308,0.6794753144044509,False,-7.719661218909299,0.020975764997030064,-0.1007713088252891,300
paper_so,300,0.7,10,300,175.12454748153687,UG,0.9533333333333334,0.923202639772079,0.9720010663176659,True,-7.3860090614807845,0.017237227309430298,0.23288084860322394,300
paper_so,300,0.7,10,300,175.12454748153687,NGS,0.9833333333333333,0.9615846051669054,0.9928605226493666,True,-7.2820585398405635,0.016286611644372853,0.33683137024344584,300
paper_so,300,0.7,10,300,175.12454748153687,UNGS,1.0,0.9873570287754538,0.9999999999999998,True,-7.077550761264298,0.014301685251695296,0.5413391488197112,300
paper_so,300,0.7,10,300,175.12454748153687,benchmark,1.0,0.9873570287754538,0.9999999999999998,True,-6.8416577508382,0.012153012342164852,0.7772321592458087,300
paper_so,300,0.7,10,300,175.12454748153687,CV,0.8866666666666667,0.8458006041283088,0.9177554981247089,False,-7.329265297976717,0.02512496625263784,0.28962461210729357,300
paper_so,300,0.7,10,300,175.12454748153687,BS,0.9533333333333334,0.923202639772079,0.9720010663176659,True,-7.2632854416113695,0.01920270333375965,0.3556044684726405,300
paper_so,300,0.7,10,300,175.12454748153687,Sectioning,0.9933333333333333,0.9760224167496929,0.998169851642088,True,-7.104218066459832,0.01639387160899069,0.514671843624178,300
paper_so,500,0.7,10,300,474.5312328338623,NV,0.6433333333333333,0.5876297656515226,0.6954125825974409,False,-7.707593331723886,0.017009648493147424,-0.05701962446653558,300
paper_so,500,0.7,10,300,474.5312328338623,UG,0.9566666666666667,0.9272825343659885,0.9745035519155927,True,-7.406748783580647,0.01358667076948372,0.24382492367670372,300
paper_so,500,0.7,10,300,474.5312328338623,NGS,0.98,0.9570603791821394,0.9908023684422963,True,-7.3385194641578,0.01313940144539341,0.3120542430995501,300
paper_so,500,0.7,10,300,474.5312328338623,UNGS,0.9966666666666667,0.9813633063054688,0.9994113422781488,True,-7.012854920011849,0.014333090124872317,0.6377187872455009,300
paper_so,500,0.7,10,300,474.5312328338623,benchmark,1.0,0.9873570287754538,0.9999999999999998,True,-6.6440391831836605,0.010941010925109646,1.0065345240736905,300
paper_so,500,0.7,10,300,474.5312328338623,CV,0.8633333333333333,0.8198445870022494,0.8976348539079136,False,-7.379563016160837,0.024470200587863495,0.27101069109651366,300
paper_so,500,0.7,10,300,474.5312328338623,BS,0.95,0.9191529665272558,0.9694683593706526,True,-7.298971341481871,0.019741380676530695,0.3516023657754777,300
paper_so,500,0.7,10,300,474.5312328338623,Sectioning,0.9966666666666667,0.9813633063054688,0.9994113422781488,True,-7.049389697935884,0.01634944447822544,0.6011840093214673,300
