config,n,split,d,alpha,beta,df,corr,method,coverage,mean_obj,target,meets
paper_so,1000,0.7,100,,,,,UNGS,0.998,-92.53058986426744,0.95,True
paper_so,1000,0.7,100,,,,,benchmark,1.0,-89.36944508179529,0.95,True
paper_so,1000,0.8,100,,,,,NV,0.778,-94.16167586633117,0.95,False
paper_so,1000,0.8,100,,,,,UG,0.976,-93.18305492834266,0.95,True
paper_so,1000,0.8,100,,,,,NGS,0.992,-92.59138634751523,0.95,True
paper_so,1000,0.8,100,,,,,UNGS,1.0,-91.9265030861494,0.95,True
paper_so,1000,0.8,100,,,,,benchmark,1.0,-89.35020641273307,0.95,True
paper_so,1000,0.9,100,,,,,NV,0.712,-94.34445100779263,0.95,False
paper_so,1000,0.9,100,,,,,UG,0.958,-92.98766192067227,0.95,True
paper_so,1000,0.9,100,,,,,NGS,0.99,-92.1621010141472,0.95,True
paper_so,1000,0.9,100,,,,,UNGS,0.998,-91.02356660800488,0.95,True
paper_so,1000,0.9,100,,,,,benchmark,1.0,-89.30252615014746,0.95,True
paper_so,500,0.1,100,,,,,NV,0.482,-95.0566086664474,0.95,False
paper_so,500,0.1,100,,,,,UG,0.576,-94.8133424490838,0.95,False
paper_so,500,0.1,100,,,,,NGS,0.586,-94.78659574825882,0.95,False
paper_so,500,0.1,100,,,,,UNGS,0.588,-94.74849677713812,0.95,False
paper_so,500,0.1,100,,,,,benchmark,1.0,-90.48017214208507,0.95,True
paper_so,500,0.2,100,,,,,NV,0.738,-94.45974338455554,0.95,False
paper_so,500,0.2,100,,,,,UG,0.938,-93.81717739629073,0.95,False
paper_so,500,0.2,100,,,,,NGS,0.954,-93.68379892038222,0.95,True
paper_so,500,0.2,100,,,,,UNGS,0.954,-93.5312756336841,0.95,True
paper_so,500,0.2,100,,,,,benchmark,1.0,-90.46006135308731,0.95,True
paper_so,500,0.3,100,,,,,NV,0.712,-94.4456930841103,0.95,False
paper_so,500,0.3,100,,,,,UG,0.966,-93.62194559871394,0.95,True
paper_so,500,0.3,100,,,,,NGS,0.98,-93.40228343055604,0.95,True
paper_so,500,0.3,100,,,,,UNGS,0.986,-93.10495039035013,0.95,True
paper_so,500,0.3,100,,,,,benchmark,1.0,-90.54426308276327,0.95,True
paper_so,500,0.4,100,,,,,NV,0.708,-94.4293179448884,0.95,False
paper_so,500,0.4,100,,,,,UG,0.97,-93.50449862935967,0.95,True
paper_so,500,0.4,100,,,,,NGS,0.992,-93.17834403428729,0.95,True
paper_so,500,0.4,100,,,,,UNGS,0.994,-92.79169519744488,0.95,True
paper_so,500,0.4,100,,,,,benchmark,1.0,-90.47479873169443,0.95,True
paper_so,500,0.5,100,,,,,NV,0.748,-94.31674508546176,0.95,False
paper_so,500,0.5,100,,,,,UG,0.968,-93.35897812957101,0.95,True
paper_so,500,0.5,100,,,,,NGS,0.996,-92.9286677408184,0.95,True
paper_so,500,0.5,100,,,,,UNGS,0.998,-92.47554829876529,0.95,True
paper_so,500,0.5,100,,,,,benchmark,1.0,-90.41298921657223,0.95,True
paper_so,500,0.6,100,,,,,NV,0.716,-94.44340148606246,0.95,False
paper_so,500,0.6,100,,,,,UG,0.964,-93.39294492149685,0.95,True
paper_so,500,0.6,100,,,,,NGS,0.992,-92.90995396376692,0.95,True
paper_so,500,0.6,100,,,,,UNGS,0.994,-92.34693155326482,0.95,True
paper_so,500,0.6,100,,,,,benchmark,1.0,-90.55714606981623,0.95,True
paper_so,500,0.7,100,,,,,NV,0.694,-94.45638453056199,0.95,False
paper_so,500,0.7,100,,,,,UG,0.974,-93.04709299359916,0.95,True
paper_so,500,0.7,100,,,,,NGS,0.99,-92.75268483891952,0.95,True
paper_so,500,0.7,100,,,,,UNGS,0.998,-91.98974775400744,0.95,True
paper_so,500,0.7,100,,,,,benchmark,1.0,-90.47093226889518,0.95,True
paper_so,500,0.8,100,,,,,NV,0.63,-94.4933923982217,0.95,False
paper_so,500,0.8,100,,,,,UG,0.928,-93.13228301608197,0.95,False
paper_so,500,0.8,100,,,,,NGS,0.982,-92.41251658103744,0.95,True
paper_so,500,0.8,100,,,,,UNGS,0.998,-91.71395027470373,0.95,True
paper_so,500,0.8,100,,,,,benchmark,1.0,-90.51500625524672,0.95,True
paper_so,500,0.9,100,,,,,NV,0.546,-94.78040294346769,0.95,False
paper_so,500,0.9,100,,,,,UG,0.916,-92.80554690920617,0.95,False
paper_so,500,0.9,100,,,,,NGS,0.962,-92.2091283163231,0.95,True
paper_so,500,0.9,100,,,,,UNGS,0.982,-91.8242392147574,0.95,True
paper_so,500,0.9,100,,,,,benchmark,1.0,-90.4760905339161,0.95,True
