config,n,split,d,reps,method,coverage,coverage_lo,coverage_hi,mean_obj,mean_oracle_gap,meets
paper_ro_ellipsoid,1000,0.2,50,500,UNGS,1.0,0.9923756595384479,1.0,-44.31540873242839,0.05309397608524051,True
paper_ro_ellipsoid,1000,0.2,50,500,benchmark,1.0,0.9923756595384479,1.0,-42.46409155317787,1.9044111553357552,True
paper_ro_ellipsoid,1000,0.3,10,500,NV,0.918,0.8906451408426114,0.9389809105315311,-7.557497090772573,-0.05023959534972915,False
paper_ro_ellipsoid,1000,0.3,10,500,UG,1.0,0.9923756595384479,1.0,-7.485011048210115,0.022246447212728084,True
paper_ro_ellipsoid,1000,0.3,10,500,NGS,1.0,0.9923756595384479,1.0,-7.473311564035636,0.03394593138720832,True
paper_ro_ellipsoid,1000,0.3,10,500,UNGS,0.998,0.9887592932948532,0.9996468636054407,-7.474651994533662,0.03260550088918164,True
paper_ro_ellipsoid,1000,0.3,10,500,benchmark,1.0,0.9923756595384479,1.0,-6.901634398385975,0.6056230970368701,True
paper_ro_ellipsoid,1000,0.3,2,500,NV,0.98,0.9635798167531208,0.9891008164037892,-1.1822250360428341,0.005599794111559366,True
paper_ro_ellipsoid,1000,0.3,2,500,UG,1.0,0.9923756595384479,1.0,-1.1458844626437081,0.0419403675106854,True
paper_ro_ellipsoid,1000,0.3,2,500,NGS,1.0,0.9923756595384479,1.0,-1.1303556793927483,0.05746915076164511,True
paper_ro_ellipsoid,1000,0.3,2,500,UNGS,1.0,0.9923756595384479,1.0,-1.1303868384668823,0.057437991687511174,True
paper_ro_ellipsoid,1000,0.3,2,500,benchmark,1.0,0.9923756595384479,1.0,-0.9727869233715889,0.21503790678280452,True
paper_ro_ellipsoid,1000,0.3,50,500,NV,1.0,0.9923756595384479,1.0,-44.164038792862804,-2.1316282072803005e-16,True
paper_ro_ellipsoid,1000,0.3,50,500,UG,1.0,0.9923756595384479,1.0,-44.12921359410057,0.03482519876222706,True
paper_ro_ellipsoid,1000,0.3,50,500,NGS,1.0,0.9923756595384479,1.0,-44.10913414379352,0.0549046490692853,True
paper_ro_ellipsoid,1000,0.3,50,500,UNGS,1.0,0.9923756595384479,1.0,-44.1340944673832,0.029944325479601987,True
paper_ro_ellipsoid,1000,0.3,50,500,benchmark,1.0,0.9923756595384479,1.0,-42.46409155317787,1.6999472396849231,True
paper_ro_ellipsoid,1000,0.4,10,500,NV,0.912,0.8839235279346099,0.9337940155250711,-7.536948104866928,-0.052366739279581284,False
paper_ro_ellipsoid,1000,0.4,10,500,UG,0.996,0.9855342847848231,0.9989023694773173,-7.462844463639838,0.02173690194750938,True
paper_ro_ellipsoid,1000,0.4,10,500,NGS,0.998,0.9887592932948532,0.9996468636054407,-7.45289212164735,0.031689243939997384,True
paper_ro_ellipsoid,1000,0.4,10,500,UNGS,0.996,0.9855342847848231,0.9989023694773173,-7.456017150540923,0.028564215046425007,True
paper_ro_ellipsoid,1000,0.4,10,500,benchmark,1.0,0.9923756595384479,1.0,-6.901634398385975,0.5829469672013737,True
paper_ro_ellipsoid,1000,0.4,2,500,NV,0.988,0.9740696388835527,0.9944890048259724,-1.1831683354366602,0.00745142378016546,True
paper_ro_ellipsoid,1000,0.4,2,500,UG,1.0,0.9923756595384479,1.0,-1.1422672734857797,0.04835248573104614,True
paper_ro_ellipsoid,1000,0.4,2,500,NGS,1.0,0.9923756595384479,1.0,-1.1258982871756043,0.06472147204122151,True
paper_ro_ellipsoid,1000,0.4,2,500,UNGS,1.0,0.9923756595384479,1.0,-1.12501274842807,0.06560701078875572,True
paper_ro_ellipsoid,1000,0.4,2,500,benchmark,1.0,0.9923756595384479,1.0,-0.9727869233715889,0.21783283584523702,True
paper_ro_ellipsoid,1000,0.4,50,500,NV,1.0,0.9923756595384479,1.0,-44.09750900329363,-5.684341886080802e-17,True
paper_ro_ellipsoid,1000,0.4,50,500,UG,1.0,0.9923756595384479,1.0,-44.087353114310275,0.010155888983356079,True
paper_ro_ellipsoid,1000,0.4,50,500,NGS,1.0,0.9923756595384479,1.0,-44.0768764238169,0.02063257947673344,True
paper_ro_ellipsoid,1000,0.4,50,500,UNGS,1.0,0.9923756595384479,1.0,-44.09252254009252,0.004986463201109885,True
