config,n,split,d,reps,elapsed_s,method,coverage,coverage_lo,coverage_hi,meets_target,mean_obj,obj_se,mean_oracle_gap,n_reps
robust_dro_wasserstein_t,100,0.5,10,1000,43.08323931694031,NV,0.483,0.45215246974959655,0.5139776400389123,False,-8.140136328561786,0.014385264975318595,-0.09656548228816696,1000
robust_dro_wasserstein_t,100,0.5,10,1000,43.08323931694031,UG,0.926,0.9080945943544141,0.940645007415893,False,-7.276883584964174,0.020722530321209763,0.7666872613094456,1000
robust_dro_wasserstein_t,100,0.5,10,1000,43.08323931694031,NGS,0.954,0.9391877960583809,0.9653375072367351,True,-6.955792106148228,0.02522896463577573,1.0877787401253916,1000
robust_dro_wasserstein_t,100,0.5,10,1000,43.08323931694031,UNGS,0.977,0.9657235493377733,0.9846257230670071,True,-4.568901656810008,0.07354420571236554,3.4746691894636115,1000
robust_dro_wasserstein_t,200,0.5,10,1000,277.6353511810303,NV,0.482,0.4511584546689284,0.5129793086365515,False,-8.179764829616449,0.011012527522813037,-0.06965663331540091,1000
robust_dro_wasserstein_t,200,0.5,10,1000,277.6353511810303,UG,0.888,0.8669499763240903,0.906080459091119,False,-7.657507683529964,0.014212135362972559,0.4526005127710846,1000
robust_dro_wasserstein_t,200,0.5,10,1000,277.6353511810303,NGS,0.956,0.9414482108495923,0.9670617854115815,True,-7.397930481328769,0.016090435255212903,0.7121777149722804,1000
robust_dro_wasserstein_t,200,0.5,10,1000,277.6353511810303,UNGS,0.969,0.9563345039877078,0.9780759965528414,True,-6.960551069881418,0.022320922442197064,1.1495571264196305,1000
robust_ro_ellipsoid_t,1000,0.5,10,1000,3.5428524017333984,NV,0.973,0.9610012692469598,0.9813786172257051,True,-7.968307628466992,0.007123057144281623,0.05046964813467618,1000
robust_ro_ellipsoid_t,1000,0.5,10,1000,3.5428524017333984,UG,0.996,0.9897604437227377,0.9984434118595916,True,-7.717048797880472,0.009381745336090428,0.30172847872119596,1000
robust_ro_ellipsoid_t,1000,0.5,10,1000,3.5428524017333984,NGS,0.998,0.9927371921365079,0.9994513564118793,True,-7.58369937612395,0.008811481917655992,0.4350779004777183,1000
robust_ro_ellipsoid_t,1000,0.5,10,1000,3.5428524017333984,UNGS,0.997,0.9912169859464969,0.9989792161188614,True,-7.69320270810416,0.009359000529308879,0.32557456849750915,1000
robust_ro_ellipsoid_t,1000,0.5,10,1000,3.5428524017333984,benchmark,1.0,0.996173241514445,1.0,True,-6.901634398385977,1.1240288649509236e-16,1.1171428782156945,1000
robust_ro_ellipsoid_t,200,0.5,10,1000,3.4646213054656982,NV,0.816,0.7907901792135869,0.8387913094235423,False,-7.929380912379138,0.00977586634914169,-0.04126433869796662,1000
robust_ro_ellipsoid_t,200,0.5,10,1000,3.4646213054656982,UG,0.972,0.9598298168024069,0.9805577231872291,True,-7.5393475161723655,0.011228426363203635,0.34876905750880705,1000
robust_ro_ellipsoid_t,200,0.5,10,1000,3.4646213054656982,NGS,0.99,0.9816905311296853,0.9945592455544707,True,-7.405367942870178,0.011960066271876848,0.48274863081099434,1000
robust_ro_ellipsoid_t,200,0.5,10,1000,3.4646213054656982,UNGS,0.985,0.9753990230730932,0.9908890211959184,True,-7.317467995158584,0.01466814260419624,0.5706485785225887,1000
robust_ro_ellipsoid_t,200,0.5,10,1000,3.4646213054656982,benchmark,1.0,0.996173241514445,1.0,True,-6.901634398385977,1.1240288649509236e-16,0.9864821752951984,1000
robust_ro_ellipsoid_t,500,0.5,10,1000,3.4332237243652344,NV,0.911,0.8917426484378812,0.9271117560869926,False,-7.933184209990595,0.00830323827190992,0.0215335616668282,1000
robust_ro_ellipsoid_t,500,0.5,10,1000,3.4332237243652344,UG,0.993,0.9856216845342334,0.9966051315990092,True,-7.616750033507475,0.008603331284721719,0.3379677381499488,1000
robust_ro_ellipsoid_t,500,0.5,10,1000,3.4332237243652344,NGS,0.997,0.9912169859464969,0.9989792161188614,True,-7.51973356880028,0.008234507118187928,0.43498420285714373,1000
robust_ro_ellipsoid_t,500,0.5,10,1000,3.4332237243652344,UNGS,0.993,0.9856216845342334,0.9966051315990092,True,-7.582256791012955,0.008943944889059788,0.3724609806444693,1000
robust_ro_ellipsoid_t,500,0.5,10,1000,3.4332237243652344,benchmark,1.0,0.996173241514445,1.0,True,-6.901634398385977,1.1240288649509236e-16,1.0530833732714504,1000
