Objective,Feasibility,Algorithm,Training Percentage,Data Size,Folds
-7.407410638540042,0.23,NV,60,200,0
-7.284603517392908,0.33,UG,60,200,0
-7.22203964097587,0.5,Sectioning,70,200,0
-7.189498706260158,0.47,NGS,70,200,0
-7.172089029240336,0.5,UNGS,70,200,0
-7.372784712320647,0.27,NV,70,200,0
-7.185039414608574,0.48,UG,70,200,0
-7.371206660341047,0.36,Sectioning,80,200,0
-7.279289526677855,0.45,NGS,80,200,0
-7.2870552793203105,0.44,UNGS,80,200,0
-7.536749291901344,0.18,NV,80,200,0
-7.275582560233522,0.44,UG,80,200,0
-7.636581585067618,0.13,Sectioning,90,200,0
-7.4796876058018915,0.23,NGS,90,200,0
-7.4796876058018915,0.23,UNGS,90,200,0
-7.641557263836509,0.08,NV,90,200,0
-7.4796876058018915,0.23,UG,90,200,0
-8.214256330128608,0.04,Sectioning,10,250,0
-8.061863010452026,0.02,NGS,10,250,0
-8.061863010452026,0.02,UNGS,10,250,0
-8.061863010452026,0.02,NV,10,250,0
-8.061863010452026,0.02,UG,10,250,0
-7.669776244919732,0.1,Sectioning,20,250,0
-7.648504557407384,0.1,NGS,20,250,0
-7.650534083796089,0.1,UNGS,20,250,0
-7.655682389454091,0.09,NV,20,250,0
-7.648920448240613,0.1,UG,20,250,0
-7.598480666622492,0.14,Sectioning,30,250,0
-7.460500838880062,0.16,NGS,30,250,0
-7.46232138861714,0.16,UNGS,30,250,0
-7.467673762417299,0.15,NV,30,250,0
-7.462321388617139,0.16,UG,30,250,0
-7.380083170013677,0.29,Sectioning,40,250,0
-7.26531388018256,0.39,NGS,40,250,0
-7.261382592171027,0.39,UNGS,40,250,0
-7.3371354858994735,0.26,NV,40,250,0
-7.278800805179149,0.37,UG,40,250,0
-7.26883435209677,0.44,Sectioning,50,250,0
-7.170721708396356,0.47,NGS,50,250,0
-7.171261559373302,0.46,UNGS,50,250,0
-7.359216921364763,0.23,NV,50,250,0
-7.190356232564809,0.45,UG,50,250,0
-7.221947732973101,0.49,Sectioning,60,250,0
-7.188637850582958,0.48,NGS,60,250,0
-7.173008591453151,0.5,UNGS,60,250,0
-7.379828675735864,0.24,NV,60,250,0
-7.185050320228977,0.48,UG,60,250,0
-7.175488546802533,0.57,Sectioning,70,250,0
-7.1310666079133895,0.58,NGS,70,250,0
-7.140385340653545,0.57,UNGS,70,250,0
-7.264408883979732,0.41,NV,70,250,0
-7.141155924042868,0.56,UG,70,250,0
-7.31247822154516,0.43,Sectioning,80,250,0
-7.196739191536855,0.5,NGS,80,250,0
-7.189689949191847,0.5,UNGS,80,250,0
-7.405794240508217,0.29,NV,80,250,0
-7.271032417191488,0.42,UG,80,250,0
-7.602687260468055,0.19,Sectioning,90,250,0
-7.349419950971806,0.36,NGS,90,250,0
-7.349419950971806,0.36,UNGS,90,250,0
-7.492523577039822,0.23,NV,90,250,0
-7.349419950971806,0.36,UG,90,250,0
-8.050890404209808,0.06,Sectioning,10,300,0
-7.933495127167137,0.02,NGS,10,300,0
-7.933495127167137,0.02,UNGS,10,300,0
-7.933495127167137,0.02,NV,10,300,0
-7.933495127167137,0.02,UG,10,300,0
-7.655637460506107,0.07,Sectioning,20,300,0
-7.609752936683513,0.12,NGS,20,300,0
-7.609752936683513,0.12,UNGS,20,300,0
-7.616861204404127,0.12,NV,20,300,0
-7.609752936683513,0.12,UG,20,300,0
-7.352090178597159,0.21,Sectioning,30,300,0
-7.301472076062031,0.31,NGS,30,300,0
-7.296970087591084,0.31,UNGS,30,300,0
-7.350003971584254,0.22,NV,30,300,0
-7.308367127575346,0.29,UG,30,300,0
-7.340249639343468,0.36,Sectioning,40,300,0
-7.211395267075235,0.42,NGS,40,300,0
-7.210101911884396,0.42,UNGS,40,300,0
-7.29995596236678,0.26,NV,40,300,0
-7.224236418131607,0.41,UG,40,300,0
-7.190111383371149,0.42,Sectioning,50,300,0
-7.134583060618481,0.55,NGS,50,300,0
-7.131319404877874,0.55,UNGS,50,300,0
-7.2725239163677085,0.37,NV,50,300,0
-7.147763236536671,0.55,UG,50,300,0
-7.077855267979013,0.62,Sectioning,60,300,0
-7.03259024470078,0.7,NGS,60,300,0
-7.026426041735333,0.71,UNGS,60,300,0
-7.341181467170538,0.31,NV,60,300,0
-7.074426497704158,0.66,UG,60,300,0
-7.108203501442821,0.67,Sectioning,70,300,0
-7.0146311103830055,0.78,NGS,70,300,0
-7.018449939404198,0.78,UNGS,70,300,0
