Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-7.256111066261608,-7.256111066261608,-7.654537619436733,-8.340941177137207,-7.413565378786872,-9.343952931304365
-7.257357643840165,-7.644418748159019,-7.428818153904505,-7.428818153904505,-7.588326875865022,-7.912286780050978
-6.786325319893914,-6.786325319893914,-7.124607840757637,-7.124607840757637,-7.7132038258889395,-7.8938345473003295
-7.352960165969577,-7.352960165969577,-7.723101101678734,-8.668090346428428,-7.14368550718788,-7.949372031650837
-7.340801262110721,-7.389501546282854,-6.829055322874906,-6.829055322874906,-7.459132596691772,-7.042150885824617
-7.033769268805066,-7.033769268805066,-6.706477726299318,-8.043305767895404,-6.784115785711804,-6.784115785711804
-7.195001425343277,-7.195001425343277,-7.258843703267725,-7.515591355739854,-7.184842695130429,-8.612273600505869
-7.43938590709986,-7.43938590709986,-6.964471832864272,-7.264388043377931,-7.735684548659395,-7.643000601979596
-6.724327468432352,-6.724327468432352,-6.699150283247583,-6.699150283247583,-7.027618225772127,-8.631537525974318
-7.540028437361166,-7.554738746248621,-6.892576999864144,-6.892576999864144,-7.3146830627644155,-8.53133249444296
-7.769521740652399,-7.82074534777121,-7.033580382844054,-7.033580382844054,-7.619010520918797,-7.903567335452513
-7.095990412235462,-7.164149851734731,-7.193583244096048,-7.60916144862709,-7.0367961930743155,-7.769518559829046
-7.061083553014988,-7.061083553014988,-7.6521961874405955,-7.6521961874405955,-7.2248914300144556,-7.8832161143582375
-6.712380340083083,-7.626162422653079,-7.205451590198431,-7.4000912389721085,-7.561044495878042,-8.418113492253338
-8.041860033929272,-8.041860033929272,-7.092997657387784,-7.855461289349666,-7.196385651232004,-8.216432221663302
-6.887761394075532,-6.887761394075532,-7.41767677643663,-7.544198276027888,-7.0929180571364725,-7.0929180571364725
-7.734500143378367,-7.919317091880815,-7.286314931480259,-8.698202882766322,-7.274431188923223,-7.3275538203535655
-7.520549043797667,-7.520549043797667,-6.97443403629641,-7.454490382702184,-6.7995835716984825,-7.50491367876833
-7.525055929928146,-7.525055929928146,-7.29541111688677,-8.465328624512495,-6.963980063552973,-7.686093211728062
-6.935583630170728,-6.979670886249074,-7.00651332976811,-8.953216588020245,-7.845289732686739,-8.415095140981359
-7.825542364588485,-7.825542364588485,-7.75069339771129,-7.98270541801056,-8.134077252366108,-8.340610865765154
-7.548937524157701,-7.548937524157701,-7.375578136222835,-7.375578136222835,-7.722265984728456,-8.416776178907917
-7.455348176775541,-7.736458155997023,-7.2934023759417235,-8.76534266099095,-7.608467557105635,-7.608778642391824
-7.363951653221893,-8.34699414565613,-6.752081292347374,-6.752081292347374,-7.89188641084611,-8.142384057582806
-7.033001958136575,-7.033001958136575,-7.1679654714103815,-7.1679654714103815,-6.889294040813544,-7.239181178570283
-7.330326496030872,-8.053193485984297,-7.262487564380613,-7.262487564380613,-7.261858268984144,-7.261858268984144
-7.580315565618168,-7.622102354326121,-7.165130067005437,-7.686251675435171,-7.208960165719593,-7.793725274691433
-6.984679002725788,-6.984679002725788,-7.252265752419164,-8.292180273174512,-7.6517696400027155,-7.6517696400027155
-7.9639396822054,-7.9639396822054,-7.203547369206309,-7.567673287098411,-7.487879381449136,-7.605489619197026
-7.278653116950009,-7.278653116950009,-8.077117576290044,-9.035668851722503,-7.5941543981452995,-7.5941543981452995
-7.512142882481482,-7.512142882481482,-6.59695789904945,-6.982744023412085,-6.907252557932691,-7.083538156734383
-7.639741322652434,-7.6410849681412065,-7.0529753000187885,-7.601776171233076,-7.329261765980679,-8.131314812496878
-7.116006746396536,-7.141326473675568,-7.128516346198849,-7.471472605411034,-7.758557319678332,-8.131296920736007
-7.094476584817103,-7.818623743904005,-7.326887789280205,-7.363447631576497,-7.356966965318633,-7.356966965318633
-7.273920333158649,-7.273920333158649,-7.276579174177087,-7.44204254796291,-7.6754508056691755,-7.6754508056691755
-7.882477966615202,-7.909711974778824,-7.312677923794075,-7.312677923794075,-7.65472984199482,-8.61323164554101
-7.164991981820847,-7.164991981820847,-7.741977214012574,-8.502675547845378,-7.933344323403707,-6.852608730157705
-7.823748566661143,-7.918994022120517,-7.3520823321016,-8.156540279741433,-7.814833428246521,-8.613042280910117
-6.090434888743866,-7.359937636330009,-6.761537008575796,-8.044826339146947,-7.794674304805147,-7.84986542833902
-7.268528664284412,-7.268528664284412,-7.534624161915012,-7.53468435158628,-7.676130646497923,-8.377918546567159
-7.140290252023304,-7.140290252023304,-7.170530904720064,-7.789956105820567,-7.773023283703147,-8.382853488060853
-7.0375047061657705,-7.51554202126932,-7.224555683330235,-8.741790754635101,-7.513541587746992,-7.513541587746992
-6.245824089862091,-6.245824089862091,-6.500696655879064,-6.533931885851448,-7.796276491943151,-8.258221944937508
-6.814282995987666,-6.814282995987666,-6.848453916722284,-7.944436927496927,-7.35525381311926,-7.35525381311926
-6.963162690270858,-7.179730484886195,-7.726824605292617,-7.894472253569512,-6.617464007455656,-6.6605146536083
-7.5017739257326435,-7.666998703430297,-7.504856687877757,-7.504856687877757,-7.1739831459972505,-7.893427221345524
-7.566764572619636,-8.009747490253577,-7.623980013194979,-7.834888966168899,-7.661746463141608,-7.832266805752636
-6.58213313398897,-7.422963172700129,-7.521964124638001,-7.521964124638001,-8.170369382710264,-8.194973426088415
-7.389581337583397,-7.63618553761258,-6.819617650612183,-6.819617650612183,-7.946464518070929,-8.049966689665919
-8.045562795977654,-8.045562795977654,-7.314692207261259,-8.39167558934227,-6.4761307392067655,-6.4761307392067655
-6.912111025750024,-7.157115294262309,-7.281955197196759,-9.183779765132757,-7.441308783326274,-7.735375477493295
-7.4870473965570685,-7.987940888069999,-7.372965086215622,-7.777813605958121,-6.782602153617658,-6.782602153617658
-7.348625682640899,-7.623984172637634,-7.11986029161016,-8.301915842008366,-6.742085098749891,-6.745607861842472
-7.138367758483116,-7.138367758483116,-7.258001142859962,-7.837813113879811,-7.031510694522814,-8.180190974140311
