Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.714237899592304,-6.434887614699011,-6.919538125846751,-6.720704613397869,-6.951085037799072,-6.323167752052662
-6.930930221902579,-6.463324653871417,-6.670972166424328,-6.6409515720241865,-6.580946514917771,-6.417124832276173
-6.725670665234216,-6.725670665234216,-6.850870040291061,-6.850870040291061,-6.928225446982643,-6.197905702086871
-6.803056994354217,-6.803056994354217,-6.817449538157341,-6.817449538157341,-6.7806992450508705,-6.7806992450508705
-6.365548812122828,-6.628015622718149,-7.296408090754337,-7.296408090754337,-6.4032518840944865,-6.698609695500519
-6.858555487356353,-6.695828764999889,-6.8196531695914775,-6.458362482889934,-6.547729576900218,-6.547729576900218
-6.468224219496648,-6.468224219496648,-6.714283924987589,-6.714283924987589,-7.232638789139884,-7.232638789139884
-6.646322462076408,-6.646322462076408,-6.891494332602341,-6.891494332602341,-6.336411536603885,-6.6955787798134745
-6.499097096888848,-6.499097096888848,-6.748171226155207,-6.748171226155207,-6.795615547043415,-6.795615547043415
-7.072092501569946,-6.7608172657265895,-6.7779025548711695,-6.7779025548711695,-6.727168145792432,-6.727168145792432
-6.438618363851671,-6.256706750601308,-7.125695431958103,-7.125695431958103,-6.469867951607277,-6.451525859411181
-5.786212685968069,-5.786212685968069,-6.388251429525039,-6.020514020261073,-6.6723457075004085,-6.636132565345257
-6.285040507603544,-6.285040507603544,-7.2732268195218275,-6.33960706415008,-6.986573207865709,-6.986573207865709
-6.70557820832338,-6.609654996607961,-6.806499802623216,-6.502447283929621,-7.083150909113374,-6.5726257389494
-6.488150355150593,-6.488150355150593,-6.265093757040718,-6.674169559726693,-7.067438793599765,-7.067438793599765
-6.871079769591879,-6.620726545645105,-6.379007178301493,-6.781668452483522,-7.062308990361008,-6.308680101334235
-6.6742999859949705,-6.853706167288902,-6.506937818469674,-6.424574092341196,-6.055667410822798,-6.055667410822798
-6.909613738289578,-6.695773312892749,-6.695331832347725,-6.695331832347725,-6.832100124809084,-6.832100124809084
-7.209869289504759,-7.701303772572895,-6.544591416709543,-6.544591416709543,-6.87103674955139,-6.947595419836345
-6.598916853342635,-6.598916853342635,-6.684188532477955,-6.684188532477955,-6.073121332248919,-6.073121332248919
-6.589636476641941,-6.321841976979016,-6.548918735800816,-6.665552045092285,-6.319194604291479,-6.319194604291479
-6.7030641419937576,-6.9191694314487,-6.822646366154386,-6.7174301147265165,-6.364467596027232,-6.364467596027232
-6.555844841032911,-6.503574859173113,-6.965881240876486,-6.925238580267244,-6.4893677129176135,-6.35688867134993
-6.86218549006637,-6.86218549006637,-6.130421898077925,-6.130421898077925,-6.687897423902821,-6.687897423902821
-7.059972428426568,-6.872234143735955,-6.807515352605492,-6.645283170965309,-7.12517886324019,-6.759705200288428
-6.809913227044607,-6.809913227044607,-6.397885308013746,-6.696315411848119,-6.902496653830472,-6.902496653830472
-7.575176367619437,-6.652472838023555,-7.347193910870946,-6.699043603371027,-6.635224075385166,-6.635224075385166
-6.69434966925683,-6.665037938815879,-7.152836426376096,-6.86644496966713,-7.284622184395916,-6.582055522171212
