Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.436159292765322,-6.703949791330028,-6.346399118116545,-7.006516497342992,-6.692292855229687,-6.431912052620924
-6.500973027164765,-6.500973027164765,-6.418069624090217,-6.418069624090217,-6.849030510997309,-6.849030510997309
-6.898006984430167,-6.898006984430167,-6.295968276326351,-6.295968276326351,-6.70539265853292,-6.70539265853292
-6.821333740131824,-6.821333740131824,-6.843620787932313,-6.843620787932313,-6.772384602766336,-6.353621094111546
-6.689686730494602,-6.689686730494602,-6.986578547174309,-6.378596630392982,-7.10104803124561,-7.0011216011440425
-6.822194171490881,-6.579829239337236,-6.3439440056302105,-6.721622819519344,-6.758786395451243,-7.00795324642209
-6.631288874872687,-6.631288874872687,-6.849564951238022,-6.849564951238022,-6.635570970455047,-7.035007895610905
-7.2922515498771,-6.465384417261764,-6.150772971107632,-6.532647637979201,-6.472532631205333,-6.472532631205333
-6.505008613512484,-6.505008613512484,-6.470642461322544,-7.068863047477092,-6.652041891811696,-6.652041891811696
-6.671193488292584,-6.671193488292584,-6.5151826315303065,-6.5151826315303065,-6.988406038246192,-6.870725741718124
-6.341850461048382,-6.341850461048382,-6.66788478170638,-6.967399164688926,-6.5161555094390025,-6.5161555094390025
-7.691052466060306,-7.691052466060306,-6.926565596079403,-6.420039255525265,-6.40317206719251,-6.417154577391514
-6.761842991126548,-6.761842991126548,-6.839243901784904,-7.144851521732578,-6.778925872039003,-6.673407065463582
-6.7058518430198495,-6.7058518430198495,-6.526841892687257,-6.435268757643582,-6.732918502983357,-6.671985807499959
-6.525291309192008,-6.525291309192008,-6.5693634741596165,-6.5693634741596165,-6.192319732454278,-6.160255571572547
-7.2738795171220305,-7.2738795171220305,-6.753484278247966,-6.753484278247966,-6.833847561121265,-6.986026639102899
-6.9122597228053815,-6.9122597228053815,-6.750750645490616,-6.38709408519175,-6.845097073989589,-6.502576374625017
-6.848795444550284,-6.55483218795337,-6.823676036893672,-6.823676036893672,-6.770057847891406,-6.770057847891406
-7.326987725304924,-6.513646105719017,-6.910846123650456,-6.910846123650456,-6.572072904963024,-6.505684420237462
-7.08354957840478,-6.886335772420708,-6.750547456367805,-6.750547456367805,-6.615189172574069,-6.615189172574069
-6.503237121053694,-6.491875980043499,-6.840756159983507,-6.510479754108977,-6.312968818695791,-7.238527420995866
-6.913896416171907,-6.913896416171907,-6.551909412603446,-6.286380169382237,-6.863335754731173,-6.863335754731173
-7.1880573475635785,-7.1880573475635785,-6.679805326390245,-6.679805326390245,-6.472764358981005,-7.062904949809417
-6.722239654888361,-6.722239654888361,-6.332757265919074,-6.332757265919074,-7.146778429407421,-6.481029042268636
-6.542338532928224,-6.542338532928224,-6.276081098943498,-6.383879810822725,-6.967453540053628,-6.967453540053628
-6.465479927679575,-6.465479927679575,-6.961653759438407,-6.961653759438407,-6.370308073675124,-6.2062617321662366
-5.957971069138858,-6.869978645885254,-6.874515323101852,-6.874515323101852,-6.588778475043965,-6.2429581411313935
-6.946342928241958,-6.711924524412423,-6.869336597909312,-6.744507446396742,-7.020352965856091,-7.020352965856091
-6.217570199316292,-6.702071106775138,-6.141102411613963,-5.963511217040599,-6.889081603489944,-6.889081603489944
-6.755658964562429,-6.755658964562429,-6.769041675157698,-6.670129268364986,-6.919018130441666,-6.673381272743263
-6.969864309247297,-6.7597413686781245,-6.690759877233011,-7.12501350691535,-6.4650921934668695,-6.281733555157233
-6.853284942520382,-6.853284942520382,-6.336402701109588,-6.429912470168877,-7.0174245292391655,-7.0174245292391655
-6.474673578892048,-6.777356569106556,-6.604500722705426,-6.335237123268617,-7.033456795321964,-7.033456795321964
