Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.3336152273382815,-6.604690319866982,-7.365632998195532,-6.721380381991003,-6.478823045796045,-6.423899444419239
-6.800769781056616,-6.800769781056616,-7.028256454889893,-7.191431543150684,-6.73464228318726,-6.663762064704615
-6.501015499413153,-6.754571725195705,-6.599291795966166,-6.599291795966166,-5.9103502628616775,-5.9103502628616775
-7.186471289615264,-6.686982124231108,-6.859869264692676,-6.859869264692676,-6.72182165457866,-7.238307583732163
-6.592798252015187,-6.592798252015187,-6.811271287489439,-6.811271287489439,-6.652631449254451,-6.4224995105542355
-6.5160167199364825,-6.5160167199364825,-6.479793417961049,-6.479793417961049,-6.428822706876536,-6.850966232039173
-6.521224009453305,-6.521224009453305,-7.068082743689453,-6.8589959654660655,-6.616212089158678,-6.560641345291277
-6.148355925029203,-6.768067842144464,-7.486442184413289,-6.991677641769502,-7.047616100740815,-6.279558305275591
-6.574491733269554,-6.574491733269554,-7.116908687717559,-7.05048038502151,-6.593040233271477,-6.593040233271477
-7.606209281357623,-6.701373265556607,-6.812228771790835,-6.5686061638761055,-6.950636875863696,-6.950636875863696
-6.256072898192224,-6.335259507988074,-6.677907129202448,-6.879150998774099,-6.436830097756522,-6.40007384588903
-6.801181940575667,-6.801181940575667,-6.645292732425366,-6.53811898356086,-6.518371756869801,-6.818641980808726
-6.822254181412921,-6.822254181412921,-6.885543135177431,-6.3177673834909855,-6.524278770109721,-6.524278770109721
-6.5565754897555655,-6.779321467434976,-7.378135723972159,-6.455324513320523,-6.255662577663981,-6.255662577663981
-6.6341318681991135,-6.6341318681991135,-7.146725192688632,-7.146725192688632,-6.796371681876799,-6.982488427833863
-5.879671418743211,-6.006235150907021,-6.503359199303129,-6.503359199303129,-6.825374861497019,-6.825374861497019
-7.19710320526052,-5.948922093294709,-6.3815752660161165,-6.3815752660161165,-6.723494746814472,-6.502558154598884
-6.836185102445214,-6.836185102445214,-6.410266241530797,-6.588661618795221,-6.479999299198893,-6.479999299198893
-6.707475506310838,-6.734984266769274,-6.526456427681403,-6.241201672422842,-6.852279815752163,-6.341274742687791
-7.105452643325562,-6.9119664098275,-7.569381350080318,-7.569381350080318,-6.678310010902543,-6.315649457192362
-6.60910839769374,-6.962504466820058,-6.640901627470709,-6.640901627470709,-6.487742828631357,-6.4868732543322665
-6.785865001557486,-6.785865001557486,-6.3837963460680704,-6.97774286531057,-6.273532398860909,-6.52731711088975
-6.358025403085469,-6.788752641581028,-6.549613274718461,-6.487797152255848,-6.609578640358906,-6.609578640358906
-6.759653435757148,-6.965910837805307,-6.834605727859765,-6.503520334527929,-6.2820043158719026,-6.280862978811656
-7.160365787325725,-6.99449240690081,-6.863260415847534,-6.863260415847534,-6.347910139227772,-6.347910139227772
-6.759148415810143,-6.759148415810143,-7.286728341993635,-6.377672460486031,-6.644286623299801,-6.644286623299801
-6.894031752701093,-6.894031752701093,-6.839574350954095,-6.48368959130312,-7.028018116830459,-6.44358420768311
-6.779304204800126,-6.8119541244224,-7.591006841598487,-7.009773720980392,-7.067696024041794,-7.067696024041794
-6.52713463750005,-6.52713463750005,-6.321346548642361,-6.203023569170588,-6.724660567922391,-6.7180990787234975
-7.347063034734433,-6.096714550191412,-6.474920144733034,-6.906682947970423,-7.627470089135482,-6.206330390776
-6.862165525374764,-6.862165525374764,-6.793703826453397,-6.310222810078018,-7.176889949934527,-7.176889949934527
-6.5271103592941895,-6.5271103592941895,-6.755868118621297,-6.755868118621297,-6.77745161904693,-6.77745161904693
-7.400833785447748,-6.854953746168662,-7.153917887831208,-6.649468064250952,-6.694943970479528,-6.499767883927087
-6.821313080238793,-6.821313080238793,-6.438674280533649,-6.438674280533649,-7.027655651432389,-7.38793984658447
-6.503267892520324,-6.465024214516695,-6.99689647584098,-7.150049691008003,-6.588114365766152,-6.593152251212454
-7.1086108706635,-7.1086108706635,-6.344973029229401,-6.162992265062613,-7.3006839296745785,-6.555690029746247
-6.439721164669498,-6.439721164669498,-6.574168801185982,-6.574168801185982,-7.704879921398395,-7.704879921398395
-6.255576647357742,-6.255576647357742,-6.8072767815042585,-6.8072767815042585,-6.30256522247023,-6.30256522247023
-6.232628572708109,-6.388128897854242,-6.667845329440272,-6.56214572364785,-6.97884453279064,-7.21434887312341
-6.47204158221075,-6.47204158221075,-6.854057345350279,-6.726380724437277,-6.931228671483016,-6.545893761357205
-6.6344764426392215,-6.6344764426392215,-6.915648809857668,-6.691855396610636,-6.797007732128108,-7.479969519195981
-6.17077563247461,-7.044149087707865,-6.966854801655869,-6.326193739325208,-6.767152407928874,-6.531663692221859
-6.359420741510059,-6.453238533573576,-6.748721209482576,-6.341465372753605,-6.708093628198829,-6.984499623412372
-6.119882346400938,-6.020952393046616,-6.9175749096391685,-6.9175749096391685,-6.909872557209517,-6.5475781631324494
-6.845918840180781,-6.556343516665553,-6.803161741179153,-6.4685315875598,-6.623559098763002,-6.623559098763002
-7.394363674712405,-7.237030768693607,-7.058859164076628,-7.058859164076628,-6.672487492455683,-6.672487492455683
-6.841345272040304,-6.841345272040304,-7.120626107107565,-6.520219660585704,-6.6608469556015955,-6.6608469556015955
-6.675113369745401,-7.224297178316394,-7.104956061829551,-6.303130480919335,-6.671016755222261,-7.290586734785872
-6.321499220707184,-6.321499220707184,-7.121067605605426,-7.121067605605426,-6.834268692069896,-6.33789803320364
-6.701950504893644,-6.701950504893644,-6.476428100989582,-6.476428100989582,-6.693361473900099,-6.943963113982929
-6.835110785899767,-6.892278790910779,-6.518235330001241,-6.518235330001241,-6.471832751592961,-7.440547154436105
-6.7403195759703065,-6.7403195759703065,-6.733442456207381,-6.733442456207381,-6.749549420492373,-6.849428091220231
-6.337729702988852,-6.337729702988852,-7.010977340382334,-7.010977340382334,-6.36929423039667,-6.871758868239985
-6.818550570044482,-6.818550570044482,-6.495359573749862,-6.495359573749862,-6.580756482242111,-7.626901148283035
-6.441932645925053,-6.441932645925053,-6.942891529337794,-6.819397063313583,-6.3853871893991645,-6.377984879582677
-6.87916758640171,-6.87916758640171,-6.021323482337674,-6.688001335258374,-6.698833131565687,-7.183928067645778
-6.363518047718197,-6.363518047718197,-6.789449471756572,-6.7317567365625095,-7.485367150723131,-7.485367150723131
-6.79982639107556,-7.039721113953536,-6.6596192629306765,-6.6596192629306765,-6.953719081640035,-7.244501800337261
-6.296327183029164,-6.35216611997062,-6.105195379474005,-5.930335617994127,-6.874935416079223,-6.874935416079223
-6.392274418508069,-6.392274418508069,-6.850744777489453,-6.285964167580356,-6.602783685951067,-6.602783685951067
-6.789160199745576,-6.844458152013964,-6.266043917184655,-6.131537097208323,-6.890222475186618,-7.093573000015247
-7.044211575505821,-7.044211575505821,-6.413103656516203,-6.412459132914642,-6.746352171489925,-6.746352171489925
-6.743932624727729,-7.013714311462821,-6.899569123791545,-6.899569123791545,-6.754433849934601,-7.083991786385212
-7.025815547093405,-6.522105183682736,-6.400326935502871,-6.399591065677532,-5.915873334423198,-5.9196567004368426
-6.62124353738188,-6.440662281892906,-6.381769520586975,-6.382354959653234,-6.924879310055819,-6.635844328374861
-6.631578909667414,-6.631578909667414,-6.276794735921619,-6.303536766821045,-7.208729228622074,-6.8449288749394475
-7.269765491502316,-6.921410560829621,-6.478321464989143,-6.478321464989143,-6.39551278947901,-6.39551278947901
-5.925976796404513,-5.925976796404513,-6.754274645195284,-6.754274645195284,-7.113535279099994,-7.373897139140174
-6.805016034782611,-6.805016034782611,-6.997635905151802,-6.997635905151802,-6.693300493617225,-6.693300493617225
-6.402405906381603,-6.402405906381603,-6.5306598315258055,-6.280668260307598,-7.450680460139084,-6.85282930674579
-6.84601305832891,-6.84601305832891,-7.101268542389501,-6.95818722323297,-6.870850667891373,-6.569067646131445
-6.398214585940457,-7.587012250148289,-6.9493836799931055,-6.866839552976237,-6.60912249319164,-6.60912249319164
-6.578463137057448,-6.562024535106574,-6.955022166666169,-6.955022166666169,-6.619253387234609,-6.619253387234609
-6.736971169865346,-6.736971169865346,-6.698611225492094,-6.698611225492094,-6.770723583415096,-6.770723583415096
-6.552941278086576,-6.80583962929561,-6.650442237851683,-6.650442237851683,-7.023008079077804,-6.708617574891555
-6.557356008167955,-6.82496943621723,-6.414949875432107,-6.483544977988698,-6.403530549575063,-6.403530549575063
-6.874009316397978,-6.537942127922801,-6.468711848174078,-6.845082070548525,-6.075954344069605,-6.4725007429927075
-6.635577109082265,-6.635577109082265,-7.433489823726593,-6.903701144020335,-6.514187045323096,-6.514187045323096
-6.915098870061563,-6.915098870061563,-6.656349391926879,-6.58923668687048,-7.02940456624656,-6.537603099732544
-6.449851746652653,-6.449851746652653,-6.627036906424835,-6.7272300948929,-6.904775521638923,-7.267574974868821
-6.7546461914276055,-6.7546461914276055,-7.363647916440807,-6.844033087047625,-6.907973628115355,-6.579394575898465
-6.907045190757179,-6.907045190757179,-7.174519020597788,-6.899977619819071,-6.902539286763472,-6.623739001003802
-6.875000813380048,-6.875000813380048,-7.198021064532693,-6.4938400927570985,-6.840812418759284,-6.791480497992576
-6.739683404377478,-6.45931705446376,-6.678657536790201,-6.678657536790201,-6.685504535075841,-6.685504535075841
-7.082506705088516,-6.647181554788146,-5.870122377299321,-5.870122377299321,-6.202028363944174,-6.430655140311334
-7.47486264248135,-6.54566634796372,-6.860872080996811,-6.860872080996811,-7.392922621226107,-7.085619241658698
-7.027204797122582,-6.669466213527173,-6.320356004196823,-6.259336545063086,-7.2083727889335965,-6.672155851969418
-6.651851268027057,-6.842249449590813,-6.791260796633638,-6.763175447542303,-6.471283656838693,-6.4002731281172665
-6.3608166468101786,-6.3608166468101786,-7.405679313280302,-6.593811214247248,-7.113829674087132,-7.113829674087132
-6.715333876449567,-6.715333876449567,-6.68506458890997,-6.833466799655942,-6.38928612431668,-6.140971551476431
-6.578071626966919,-6.889941635594577,-7.077823845753442,-6.426577569185925,-7.280433497529329,-6.8622040523929355
-6.708521616905597,-6.792009926704797,-6.9121777893233,-7.048841158279401,-6.843532495477602,-6.843532495477602
-6.303288956323656,-6.501821056049667,-6.544124995399766,-6.996657636243787,-7.077431007592638,-7.077431007592638
-6.443832284714336,-6.464740482500259,-6.8703792468966025,-6.8703792468966025,-6.647505097754362,-6.647505097754362
-6.511892666845298,-6.511892666845298,-6.524919551020794,-6.410296104042659,-6.8594739522305055,-7.082993530354277
-6.879221691794079,-6.879221691794079,-6.764547911788373,-6.24869628490031,-6.710152943970694,-7.866100344868616
-6.611285246057278,-6.90981013694395,-6.722940952220097,-6.722940952220097,-6.366820528492727,-6.586267907782109
-7.160956918543722,-6.577819233262375,-6.726619432400513,-6.726619432400513,-6.859443530811414,-6.670906727606679
-6.77951046079908,-6.479011347658255,-6.921895958821362,-7.356830706955242,-6.941604097452725,-6.763614679403263
-6.812577052681938,-6.812577052681938,-6.858130948210998,-7.11592887033401,-7.291678887033866,-7.291678887033866
