Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.319492824282764,-6.33033841996698,-7.03521366287838,-7.03521366287838,-6.241019895067843,-8.666049136486933
-6.842102831589123,-6.842102831589123,-6.825538968138365,-6.39971238779218,-7.038845930386921,-7.133989772682783
-6.446589065086153,-6.446589065086153,-6.851164731176719,-6.851164731176719,-7.144981736209733,-7.58916620043821
-6.743009098391767,-6.743009098391767,-7.133708459231812,-7.16534231573284,-7.065290005708235,-7.27144082107593
-6.441526829418325,-6.441526829418325,-6.984700265607995,-6.817811070964338,-6.984109868162211,-7.403395967066351
-7.05365465017207,-7.05365465017207,-7.117980420245006,-7.159284942128055,-7.346828014017779,-7.346828014017779
-6.940014521131154,-6.940014521131154,-6.819789453093994,-6.899760117378536,-7.118765306358601,-7.500516386279136
-7.049159768730461,-7.049159768730461,-7.075242299065067,-7.075242299065067,-6.602164522152952,-6.408409823181982
-8.050094638677692,-6.621537512852749,-7.383002044583011,-7.006770240422569,-7.099270863045884,-6.898096857761792
-6.804662747163586,-6.804662747163586,-6.983375495949375,-7.049641243784183,-7.008970580462613,-7.008970580462613
-6.790805743663399,-6.790805743663399,-6.885463522341244,-7.025989404779183,-6.929141716363114,-8.107240923528849
-6.738035786549404,-6.738035786549404,-7.246522184317666,-7.246522184317666,-7.627423046441381,-7.627423046441381
-7.528647181721973,-7.528647181721973,-6.732293582810416,-6.775715913877405,-7.0465442350581,-6.624760431953775
-7.698563770840456,-7.20584262357108,-6.750275943120561,-7.014555990857085,-7.282656002043628,-7.418252072802121
-6.631285483244312,-6.631285483244312,-7.224243994341944,-7.224243994341944,-7.130029097600199,-7.798581957209612
-6.8959493840926775,-7.019997196486645,-6.9902765934236095,-7.567812880817567,-6.703532828669519,-6.697955507202264
-6.978114723473922,-7.144606126477096,-7.0048241727993945,-7.393120558142744,-7.6851364346589,-8.385272848851343
-7.1667929027829285,-7.1667929027829285,-6.435670333952788,-6.435670333952788,-6.732189991149779,-6.916900225363978
