Cross Validation,Bootstrapping,Cross Validation.1,Bootstrapping.1,Cross Validation,Bootstrapping
-6.961986110199051,-6.717022199248449,-6.8800735564106485,-6.8800735564106485,-6.776014870212871,-6.685934940884165
-6.640341765060543,-6.640341765060543,-6.91144183066439,-6.851934887025093,-6.988219562752187,-6.893616361373142
-6.882081886826539,-6.882081886826539,-6.89152014468779,-6.639400024067502,-7.879343533307729,-7.17626320602387
-7.117992460704848,-7.19536008339159,-6.844244975870681,-6.844244975870681,-6.954723674835821,-6.5038094937119695
-6.844630761325267,-6.394094645173062,-7.148692019907985,-6.746940936185396,-6.365927872053332,-6.442774567313608
-6.8468201579351256,-6.919003885258798,-6.6961635697313495,-6.6961635697313495,-6.779844616901901,-6.779844616901901
-7.281231536033855,-6.790296510594407,-6.645636926280122,-6.877220957635305,-6.865020994075607,-6.865020994075607
-6.733250049268353,-6.733250049268353,-6.3697491827875705,-6.470516512178507,-7.552736544546965,-7.194049357834642
-7.108335275055529,-6.580361969873896,-6.395209716804794,-6.395209716804794,-6.83849830155191,-6.880391583872759
-6.88890864528127,-6.88890864528127,-6.842543984244115,-6.990232787120572,-6.512946329554916,-6.442370343865301
-7.410464335557009,-6.397213740057495,-7.468600925879237,-6.782218977307536,-6.914148752826926,-6.831273676345477
-6.691596707841912,-6.586198782140082,-6.504542976899229,-6.504542976899229,-7.195322037898601,-7.195322037898601
-6.838484282349619,-6.838484282349619,-6.639154534307862,-6.639154534307862,-6.617945991757793,-6.984924348259237
-6.559071901302477,-6.844208702394629,-6.735095161097028,-6.735095161097028,-6.637242083441708,-6.637242083441708
-6.490846978725693,-6.490846978725693,-6.934711030811803,-6.739583609795657,-6.9808268303180006,-6.9808268303180006
-6.512871174231474,-6.457912393452897,-6.776633329241173,-6.776633329241173,-7.0688817403267725,-7.0688817403267725
-6.786502591358256,-6.786502591358256,-6.747746715055155,-6.747746715055155,-7.153708460107336,-7.057876685583237
-6.770544651775323,-6.770544651775323,-7.083884003442726,-6.625014962883834,-7.4679755240355465,-6.8935039967874605
-6.907404549292506,-6.553364963766323,-6.598343055069821,-6.620017109833329,-7.261579833922431,-7.33778820462986
-7.043790664047153,-6.869006659951898,-6.58415649586815,-6.58415649586815,-7.023387716339558,-6.714260816708572
-6.542577868253924,-6.315955640825748,-6.9749219734240295,-6.752368238350351,-6.330232229363257,-6.204382574191197
-6.409722919245079,-6.823385931842466,-6.492107929020039,-6.468797220889716,-6.632505942052448,-6.734328347935583
-6.324427714476295,-6.678792339776001,-6.920186562723824,-6.920186562723824,-6.66204986898513,-7.320768789117682
-6.508685308804941,-6.800879302617982,-6.632183468237398,-6.684963105065435,-6.478241279730622,-7.364011777748791
-7.021878924487442,-7.021878924487442,-6.715121065250379,-6.44992572886112,-6.708537082988121,-6.583855365069355
-6.960398900042533,-6.960398900042533,-6.651285848643081,-6.651285848643081,-7.452778524697768,-6.475799059373497
-6.669427798779781,-6.560655247150802,-6.754389189510615,-6.735658865693684,-6.958977101226047,-7.001886578642204
-7.011150438111368,-6.788103262702551,-6.928015979056891,-7.061364339277378,-6.91370922001288,-6.81998950610229
-6.3667666242238745,-6.312982282046426,-6.655042801937674,-6.740479706473752,-6.768380198653548,-6.768380198653548
-6.775991805704023,-6.775991805704023,-6.590703090014541,-6.479650170507107,-6.753978648017899,-6.316707410747906
-6.493547147442356,-6.25357810523354,-6.4084399105056935,-6.4084399105056935,-6.85493255340531,-6.85493255340531
-7.174108128692307,-7.174108128692307,-7.044152360826535,-7.096982975231184,-6.885978963404555,-7.781576765506635
-6.209154910348083,-6.209154910348083,-6.5496830177395,-6.6096230375277,-6.592947395776942,-6.592947395776942
-6.905362791617923,-6.825955588686813,-6.161975102559827,-6.187998470657001,-6.347582267302828,-6.21434061629995
-6.474463883533718,-6.472833181116553,-6.884431607473995,-6.622816156125753,-6.599733877369017,-6.4453118373309986
-7.577260528057997,-6.591238577774536,-6.599431915542662,-6.468289509308543,-6.761184770079567,-6.667504801441465
-6.510007315921585,-6.509662892661635,-6.909612815028325,-7.196976884757633,-6.950956253846342,-6.950956253846342
-6.4614137928784885,-6.60168814498647,-6.863787144530865,-6.655438692239092,-6.3942948376503335,-6.86413306560176
-6.413056489331502,-6.345620063324287,-6.541535335736393,-6.081508809489946,-6.5469433882638635,-6.5469433882638635
-6.48749238804838,-6.48749238804838,-6.868339159720345,-6.95381503736608,-6.576394632334666,-6.576394632334666
-6.986104628280782,-6.407301634437493,-6.47424541169756,-6.47424541169756,-6.7813302995342495,-6.69074553328362
-7.157876112366949,-6.933254872517942,-7.377477425782975,-7.514553292984619,-6.813319947227219,-6.499408144622471
