Objective,Feasibility,Algorithm,Training Percentage,Data Size,Folds
-6.81093423144053,1.0,Sectioning,60,1100,0
-6.860768630310611,1.0,NGS,60,1100,0
-6.804956445542761,1.0,UNGS,60,1100,0
-7.113228284319623,0.98,NV,60,1100,0
-6.90698302697154,1.0,UG,60,1100,0
-6.641271095850999,1.0,Sectioning,70,1100,0
-6.816192963843292,1.0,NGS,70,1100,0
-6.733168913084675,1.0,UNGS,70,1100,0
-7.083010719253508,0.99,NV,70,1100,0
-6.94785701742855,1.0,UG,70,1100,0
-6.884524372902876,1.0,Sectioning,80,1100,0
-6.8101051266868105,1.0,NGS,80,1100,0
-6.668427863685314,1.0,UNGS,80,1100,0
-7.136362896663944,1.0,NV,80,1100,0
-6.869360797729063,1.0,UG,80,1100,0
-6.4851093424735655,1.0,Sectioning,90,1100,0
-6.722231670605646,0.99,NGS,90,1100,0
-6.4370742577937685,0.97,UNGS,90,1100,0
-7.111847919500827,0.93,NV,90,1100,0
-6.881804374155324,0.97,UG,90,1100,0
-6.818323779986023,1.0,Sectioning,10,1200,0
-6.898422727595436,1.0,NGS,10,1200,0
-6.895111028310022,0.99,UNGS,10,1200,0
-7.051052593634893,0.9,NV,10,1200,0
-6.959805778648953,0.97,UG,10,1200,0
-6.77479157140088,1.0,Sectioning,20,1200,0
-6.898612564435645,0.99,NGS,20,1200,0
-6.89493155911531,0.99,UNGS,20,1200,0
-7.10809608578309,0.93,NV,20,1200,0
-6.943207778965939,0.99,UG,20,1200,0
-6.849334633275588,0.97,Sectioning,30,1200,0
-6.882027749041095,0.99,NGS,30,1200,0
-6.849999614042286,1.0,UNGS,30,1200,0
-7.136127335853963,0.91,NV,30,1200,0
-6.965562706392141,0.97,UG,30,1200,0
-6.783051560039834,1.0,Sectioning,40,1200,0
-6.870306538971176,1.0,NGS,40,1200,0
-6.857538156172391,1.0,UNGS,40,1200,0
-7.145584355024912,0.99,NV,40,1200,0
-6.963272761586453,1.0,UG,40,1200,0
-6.887595850833585,1.0,Sectioning,50,1200,0
-6.895166162818144,1.0,NGS,50,1200,0
-6.882368954666612,1.0,UNGS,50,1200,0
-7.144833062646593,0.97,NV,50,1200,0
-6.960977443182631,0.99,UG,50,1200,0
-6.744817286193755,1.0,Sectioning,60,1200,0
-6.87777315087288,1.0,NGS,60,1200,0
-6.835380126320952,1.0,UNGS,60,1200,0
-7.149537320367082,1.0,NV,60,1200,0
-6.965912370149287,1.0,UG,60,1200,0
-6.58144245838013,1.0,Sectioning,70,1200,0
-6.860469640391566,1.0,NGS,70,1200,0
-6.789374055690891,1.0,UNGS,70,1200,0
-7.141846628264981,1.0,NV,70,1200,0
-6.961550689382874,1.0,UG,70,1200,0
-6.810979108620279,1.0,Sectioning,80,1200,0
-6.807534985214069,1.0,NGS,80,1200,0
-6.7236683511616455,1.0,UNGS,80,1200,0
-7.133842310310095,0.99,NV,80,1200,0
-6.88402906339515,1.0,UG,80,1200,0
-6.364496750213378,1.0,Sectioning,90,1200,0
-6.725605221804256,1.0,NGS,90,1200,0
-6.440414653483181,1.0,UNGS,90,1200,0
-7.14263334823825,0.92,NV,90,1200,0
-6.80060914014946,1.0,UG,90,1200,0
-6.757098981484562,1.0,Sectioning,10,1300,0
-6.915467517779007,1.0,NGS,10,1300,0
-6.894313593473584,1.0,UNGS,10,1300,0
-7.04604554866778,0.95,NV,10,1300,0
-6.973695746501011,0.99,UG,10,1300,0
-6.857037845334752,0.99,Sectioning,20,1300,0
-6.893703519576263,0.99,NGS,20,1300,0
-6.880776036982747,0.99,UNGS,20,1300,0
-7.096452454012463,0.9,NV,20,1300,0
-6.942945365728383,0.99,UG,20,1300,0
-6.805321159144069,1.0,Sectioning,30,1300,0
-6.890244056427606,1.0,NGS,30,1300,0
-6.883279160095958,1.0,UNGS,30,1300,0
-7.134353024475255,0.9,NV,30,1300,0
-6.959302320006209,0.99,UG,30,1300,0
-6.711157619172109,1.0,Sectioning,40,1300,0
-6.840089945759007,1.0,NGS,40,1300,0
-6.830707882692627,1.0,UNGS,40,1300,0
-7.103951314754945,0.98,NV,40,1300,0
-6.938650079372963,1.0,UG,40,1300,0
-6.848288973995211,1.0,Sectioning,50,1300,0
-6.8889670234397045,1.0,NGS,50,1300,0
-6.860790068580781,1.0,UNGS,50,1300,0
-7.104918546853392,1.0,NV,50,1300,0
-6.959188562857388,1.0,UG,50,1300,0
-6.757090142164064,1.0,Sectioning,60,1300,0
-6.882392735460789,1.0,NGS,60,1300,0
-6.857789537592986,1.0,UNGS,60,1300,0
-7.135456661296769,0.97,NV,60,1300,0
-6.966124626181341,1.0,UG,60,1300,0
-6.562886221937525,1.0,Sectioning,70,1300,0
-6.863830822684321,1.0,NGS,70,1300,0
-6.824782235328639,1.0,UNGS,70,1300,0
-7.115157552436707,0.98,NV,70,1300,0
-6.931036040689396,1.0,UG,70,1300,0
-6.7057150098040905,1.0,Sectioning,80,1300,0
-6.800335603543688,1.0,NGS,80,1300,0
-6.733036036743274,1.0,UNGS,80,1300,0
-7.1310334595845095,1.0,NV,80,1300,0
-6.943772325814699,1.0,UG,80,1300,0
-6.411019580429059,1.0,Sectioning,90,1300,0
-6.772886678409467,1.0,NGS,90,1300,0
-6.501911727254894,1.0,UNGS,90,1300,0
-7.064501691652283,1.0,NV,90,1300,0
-6.772886678409468,1.0,UG,90,1300,0
-6.832400703886012,0.99,Sectioning,10,1400,0
-6.908182148701111,1.0,NGS,10,1400,0
-6.894159423058608,1.0,UNGS,10,1400,0
-7.057427521409997,0.93,NV,10,1400,0
-6.960183759689202,0.98,UG,10,1400,0
-6.795578995276469,1.0,Sectioning,20,1400,0
-6.886086888761144,1.0,NGS,20,1400,0
-6.88255102464989,1.0,UNGS,20,1400,0
-7.056438440325861,0.92,NV,20,1400,0
-6.935831099560935,0.99,UG,20,1400,0
-6.760907471548316,1.0,Sectioning,30,1400,0
-6.905151594667408,1.0,NGS,30,1400,0
-6.8909219567323206,1.0,UNGS,30,1400,0
-7.112230602204311,0.97,NV,30,1400,0
-6.970959258394946,0.99,UG,30,1400,0
-6.876520981806887,1.0,Sectioning,40,1400,0
-6.906118059875527,1.0,NGS,40,1400,0
-6.869498858140856,1.0,UNGS,40,1400,0
-7.146508881735595,0.98,NV,40,1400,0
-6.990491428203481,1.0,UG,40,1400,0
-6.788472501970075,1.0,Sectioning,50,1400,0
-6.898994062769349,1.0,NGS,50,1400,0
-6.850668355376047,1.0,UNGS,50,1400,0
-7.143311635864106,0.99,NV,50,1400,0
-6.983051609942501,1.0,UG,50,1400,0
-6.715888963462357,1.0,Sectioning,60,1400,0
-6.856301902219797,1.0,NGS,60,1400,0
-6.837353254591829,1.0,UNGS,60,1400,0
-7.167654579881246,1.0,NV,60,1400,0
-6.955347256460701,1.0,UG,60,1400,0
-6.8499236091933495,1.0,Sectioning,70,1400,0
-6.883130766437215,1.0,NGS,70,1400,0
-6.825481118296056,1.0,UNGS,70,1400,0
-7.145118485232226,0.97,NV,70,1400,0
-6.956313357799662,0.99,UG,70,1400,0
-6.694527840226187,1.0,Sectioning,80,1400,0
-6.768817814322208,1.0,NGS,80,1400,0
-6.712033094370072,1.0,UNGS,80,1400,0
-7.123172408252588,1.0,NV,80,1400,0
-6.894817768630927,1.0,UG,80,1400,0
-6.417290591547205,1.0,Sectioning,90,1400,0
-6.757897065296792,1.0,NGS,90,1400,0
-6.576649238850655,1.0,UNGS,90,1400,0
-7.12291536159572,0.99,NV,90,1400,0
-6.875008870435862,1.0,UG,90,1400,0
-6.794865382140201,1.0,Sectioning,10,1500,0
-6.881718014236254,1.0,NGS,10,1500,0
-6.881718014236254,1.0,UNGS,10,1500,0
-7.045371260532764,0.91,NV,10,1500,0
-6.924256960709055,1.0,UG,10,1500,0
-6.86124650558215,1.0,Sectioning,20,1500,0
-6.92630882427484,1.0,NGS,20,1500,0
-6.913157211641066,1.0,UNGS,20,1500,0
-7.122514206080219,0.96,NV,20,1500,0
-7.000361319535621,1.0,UG,20,1500,0
-6.870394152525105,1.0,Sectioning,30,1500,0
-6.929333755542969,1.0,NGS,30,1500,0
-6.919778539128304,1.0,UNGS,30,1500,0
-7.136333903576888,0.98,NV,30,1500,0
-7.018883533725526,0.99,UG,30,1500,0
-6.818703971409764,1.0,Sectioning,40,1500,0
-6.872820666941257,1.0,NGS,40,1500,0
-6.872820666941257,1.0,UNGS,40,1500,0
-7.168589126085273,0.96,NV,40,1500,0
-6.999149856917529,1.0,UG,40,1500,0
-6.747859250659684,1.0,Sectioning,50,1500,0
-6.889417057721165,1.0,NGS,50,1500,0
-6.8799958869638695,1.0,UNGS,50,1500,0
-7.125076359309438,0.99,NV,50,1500,0
-6.98840066905331,1.0,UG,50,1500,0
-6.886925966582037,1.0,Sectioning,60,1500,0
-6.918645606782906,1.0,NGS,60,1500,0
-6.909213517496865,1.0,UNGS,60,1500,0
-7.144462851334724,1.0,NV,60,1500,0
-6.984376807111266,1.0,UG,60,1500,0
-6.802951291961584,1.0,Sectioning,70,1500,0
-6.893634969306942,1.0,NGS,70,1500,0
-6.842822263289171,1.0,UNGS,70,1500,0
-7.137444850523768,0.99,NV,70,1500,0
-6.991308771368002,1.0,UG,70,1500,0
-6.724585589070577,1.0,Sectioning,80,1500,0
-6.891752835628079,1.0,NGS,80,1500,0
-6.818347528016008,1.0,UNGS,80,1500,0
-7.146063126722484,1.0,NV,80,1500,0
-6.924702528383548,1.0,UG,80,1500,0
-6.421745519415646,1.0,Sectioning,90,1500,0
-6.790430201559132,1.0,NGS,90,1500,0
-6.630558876504384,1.0,UNGS,90,1500,0
-7.131409012755178,0.98,NV,90,1500,0
-6.8450519870751245,1.0,UG,90,1500,0
-6.829633638429512,1.0,Sectioning,10,1600,0
-6.879604237094115,1.0,NGS,10,1600,0
-6.884281155769425,1.0,UNGS,10,1600,0
-7.058151012251411,0.96,NV,10,1600,0
-6.967139155031662,0.98,UG,10,1600,0
-6.85151950440648,1.0,Sectioning,20,1600,0
-6.931967176350397,1.0,NGS,20,1600,0
-6.922619073858073,1.0,UNGS,20,1600,0
-7.105122360984166,0.93,NV,20,1600,0
-6.982495676001418,1.0,UG,20,1600,0
-6.805763213749945,1.0,Sectioning,30,1600,0
-6.897460299167419,1.0,NGS,30,1600,0
-6.888069552646755,1.0,UNGS,30,1600,0
-7.152061260009108,0.97,NV,30,1600,0
-7.001561208889333,0.98,UG,30,1600,0
-6.779398456642103,1.0,Sectioning,40,1600,0
-6.90399975044397,1.0,NGS,40,1600,0
-6.894507082511979,1.0,UNGS,40,1600,0
-7.144266457913427,0.99,NV,40,1600,0
-7.0172815216716415,1.0,UG,40,1600,0
-6.912241621705146,1.0,Sectioning,50,1600,0
-6.906263914237209,1.0,NGS,50,1600,0
-6.896747270266238,1.0,UNGS,50,1600,0
-7.132997123219886,1.0,NV,50,1600,0
-6.995883232067484,1.0,UG,50,1600,0
-6.8499691262162825,1.0,Sectioning,60,1600,0
-6.911448505125028,1.0,NGS,60,1600,0
-6.87953933094821,1.0,UNGS,60,1600,0
-7.156707400060945,0.99,NV,60,1600,0
-6.996278560008312,1.0,UG,60,1600,0
-6.757784123517578,1.0,Sectioning,70,1600,0
-6.874147055373149,1.0,NGS,70,1600,0
-6.829488684106694,1.0,UNGS,70,1600,0
-7.166512748755658,0.99,NV,70,1600,0
-6.940309714247751,1.0,UG,70,1600,0
-6.720638876259461,1.0,Sectioning,80,1600,0
-6.868945555198812,1.0,NGS,80,1600,0
-6.771511991464397,1.0,UNGS,80,1600,0
-7.132526900028254,1.0,NV,80,1600,0
-6.941840294073216,1.0,UG,80,1600,0
-6.345019092511169,1.0,Sectioning,90,1600,0
-6.783893695079495,1.0,NGS,90,1600,0
-6.590064909623685,1.0,UNGS,90,1600,0
-7.145693626922312,0.98,NV,90,1600,0
-6.891088061895026,1.0,UG,90,1600,0
-6.817908419750516,1.0,Sectioning,10,1700,0
-6.9075294483060405,1.0,NGS,10,1700,0
-6.898014660718092,1.0,UNGS,10,1700,0
-7.072208097144272,0.85,NV,10,1700,0
-6.962275707623469,0.98,UG,10,1700,0
-6.808077501300098,1.0,Sectioning,20,1700,0
-6.928327563935709,1.0,NGS,20,1700,0
-6.918871008157185,1.0,UNGS,20,1700,0
-7.124944155870082,0.9,NV,20,1700,0
-6.997806182113123,1.0,UG,20,1700,0
-6.816357886236869,1.0,Sectioning,30,1700,0
-6.956388295529065,1.0,NGS,30,1700,0
-6.951653596614118,1.0,UNGS,30,1700,0
-7.135150468074833,0.98,NV,30,1700,0
-7.031708986948951,1.0,UG,30,1700,0
-6.883464528837063,1.0,Sectioning,40,1700,0
-6.90957302991387,1.0,NGS,40,1700,0
-6.900096433741762,1.0,UNGS,40,1700,0
-7.168806094982943,0.99,NV,40,1700,0
-6.99891115233429,0.99,UG,40,1700,0
-6.848118778415591,1.0,Sectioning,50,1700,0
-6.924517940566215,0.99,NGS,50,1700,0
-6.907908527036689,0.99,UNGS,50,1700,0
-7.170110616805744,0.97,NV,50,1700,0
-7.042376962497428,0.99,UG,50,1700,0
-6.81875347256358,1.0,Sectioning,60,1700,0
-6.9009248024839165,1.0,NGS,60,1700,0
-6.877455714627502,1.0,UNGS,60,1700,0
-7.165273536122328,1.0,NV,60,1700,0
-7.014032739601696,1.0,UG,60,1700,0
-6.753765324385463,1.0,Sectioning,70,1700,0
-6.874510874247323,1.0,NGS,70,1700,0
-6.847297876170876,1.0,UNGS,70,1700,0
-7.141835736840606,1.0,NV,70,1700,0
-6.920399140840854,1.0,UG,70,1700,0
-6.658608812133902,1.0,Sectioning,80,1700,0
-6.881802140325122,1.0,NGS,80,1700,0
-6.809648271366403,1.0,UNGS,80,1700,0
-7.14695975158168,1.0,NV,80,1700,0
-6.958313649273057,1.0,UG,80,1700,0
-6.337479494118822,1.0,Sectioning,90,1700,0
-6.7660476887250125,1.0,NGS,90,1700,0
-6.589373549776103,1.0,UNGS,90,1700,0
-7.089075916952575,0.99,NV,90,1700,0
-6.858996069288058,1.0,UG,90,1700,0
-6.882458192910693,1.0,Sectioning,10,1800,0
-6.926222723192487,1.0,NGS,10,1800,0
-6.9215256306767445,1.0,UNGS,10,1800,0
-7.090381974434015,0.92,NV,10,1800,0
-7.003737376664377,0.99,UG,10,1800,0
-6.884011440409223,1.0,Sectioning,20,1800,0
-6.909481388145483,1.0,NGS,20,1800,0
-6.904665093821765,1.0,UNGS,20,1800,0
-7.132133269355162,0.94,NV,20,1800,0
-6.993112137578226,1.0,UG,20,1800,0
-6.891851033263988,1.0,Sectioning,30,1800,0
-6.992817080543897,0.97,NGS,30,1800,0
-6.973840300075201,0.97,UNGS,30,1800,0
-7.110654196421573,0.95,NV,30,1800,0
-7.039663800230236,0.96,UG,30,1800,0
-6.849886314606981,1.0,Sectioning,40,1800,0
-6.909887341770102,1.0,NGS,40,1800,0
-6.909748309240252,1.0,UNGS,40,1800,0
-7.164814586326136,0.98,NV,40,1800,0
-6.985228984513668,1.0,UG,40,1800,0
-6.811451531802463,1.0,Sectioning,50,1800,0
-6.936139160900447,1.0,NGS,50,1800,0
-6.926606918453014,1.0,UNGS,50,1800,0
-7.1857746581462525,0.99,NV,50,1800,0
-7.030580897410735,0.99,UG,50,1800,0
-6.773490272545462,1.0,Sectioning,60,1800,0
-6.9359300073986985,1.0,NGS,60,1800,0
-6.893579233965128,1.0,UNGS,60,1800,0
-7.156239853922598,0.99,NV,60,1800,0
-7.010087456075363,1.0,UG,60,1800,0
-6.661916953543316,1.0,Sectioning,70,1800,0
-6.8668820338527965,1.0,NGS,70,1800,0
-6.854020764178808,1.0,UNGS,70,1800,0
-7.151900299443919,1.0,NV,70,1800,0
-6.9689268794455606,1.0,UG,70,1800,0
-6.578978378705525,1.0,Sectioning,80,1800,0
-6.840631322073844,1.0,NGS,80,1800,0
-6.759566093589067,1.0,UNGS,80,1800,0
-7.124291670782668,1.0,NV,80,1800,0
-6.970143759838124,1.0,UG,80,1800,0
-6.286021286674373,1.0,Sectioning,90,1800,0
-6.764843684040028,1.0,NGS,90,1800,0
-6.62233146753385,1.0,UNGS,90,1800,0
-7.123226697860239,0.99,NV,90,1800,0
-6.802162151070754,1.0,UG,90,1800,0
-6.82499456675441,1.0,Sectioning,10,1900,0
-6.925190690424818,1.0,NGS,10,1900,0
-6.913506506821262,1.0,UNGS,10,1900,0
-7.076858556288755,0.96,NV,10,1900,0
-6.989327007494677,0.99,UG,10,1900,0
-6.831280561026586,1.0,Sectioning,20,1900,0
-6.921445015355366,1.0,NGS,20,1900,0
-6.916742850000592,1.0,UNGS,20,1900,0
-7.149186808577928,0.96,NV,20,1900,0
-7.006697768419251,0.99,UG,20,1900,0
-6.82600037291883,1.0,Sectioning,30,1900,0
-6.942434874009025,1.0,NGS,30,1900,0
-6.937724299557485,1.0,UNGS,30,1900,0
-7.154270536124455,0.95,NV,30,1900,0
-7.050733144269572,0.99,UG,30,1900,0
-6.816664880616441,1.0,Sectioning,40,1900,0
-6.966400870007749,1.0,NGS,40,1900,0
-6.96168820167714,1.0,UNGS,40,1900,0
-7.159448464955558,0.99,NV,40,1900,0
-7.018019079758197,1.0,UG,40,1900,0
-6.799619618796615,1.0,Sectioning,50,1900,0
-6.94570697519641,1.0,NGS,50,1900,0
-6.936157597413256,1.0,UNGS,50,1900,0
-7.167046085302932,1.0,NV,50,1900,0
-7.039729945763297,1.0,UG,50,1900,0
-6.750285106602374,1.0,Sectioning,60,1900,0
-6.974602726233741,1.0,NGS,60,1900,0
-6.946369417644101,1.0,UNGS,60,1900,0
-7.186495563337786,1.0,NV,60,1900,0
-7.097067886259049,1.0,UG,60,1900,0
-6.699122583847154,1.0,Sectioning,70,1900,0
-6.867844186644764,1.0,NGS,70,1900,0
-6.845560541325329,1.0,UNGS,70,1900,0
-7.140639718840645,1.0,NV,70,1900,0
-6.980973198558518,1.0,UG,70,1900,0
-6.587005981991346,1.0,Sectioning,80,1900,0
-6.85313448479962,1.0,NGS,80,1900,0
-6.795621317178384,1.0,UNGS,80,1900,0
-7.148040114286095,1.0,NV,80,1900,0
-6.941164408379097,1.0,UG,80,1900,0
-6.290512809897689,1.0,Sectioning,90,1900,0
-6.819459783446522,1.0,NGS,90,1900,0
-6.685695486009456,1.0,UNGS,90,1900,0
-7.155031556965574,0.99,NV,90,1900,0
-6.942741849605749,1.0,UG,90,1900,0
-6.875783831183383,1.0,Sectioning,10,2000,0
-6.932777269625031,1.0,NGS,10,2000,0
-6.9220992755244,1.0,UNGS,10,2000,0
-7.062781136429691,0.96,NV,10,2000,0
-6.973756950441632,0.99,UG,10,2000,0
-6.942302147460153,0.99,Sectioning,20,2000,0
-6.938001496755603,1.0,NGS,20,2000,0
-6.933181134888448,1.0,UNGS,20,2000,0
-7.108529985558585,0.97,NV,20,2000,0
-6.994595913533958,0.99,UG,20,2000,0
-6.927487363808305,1.0,Sectioning,30,2000,0
-6.953465311548997,1.0,NGS,30,2000,0
-6.948725889942706,1.0,UNGS,30,2000,0
-7.170127603609245,0.95,NV,30,2000,0
-7.047517211324779,1.0,UG,30,2000,0
-6.911910792135505,1.0,Sectioning,40,2000,0
-6.988155984091162,1.0,NGS,40,2000,0
-6.978683997707907,1.0,UNGS,40,2000,0
-7.139028694674144,0.98,NV,40,2000,0
-7.025951949065927,1.0,UG,40,2000,0
-6.956292615871175,1.0,Sectioning,50,2000,0
-6.96533834314517,1.0,NGS,50,2000,0
-6.9465386977240815,1.0,UNGS,50,2000,0
-7.172204380951492,1.0,NV,50,2000,0
-7.021695419294293,1.0,UG,50,2000,0
-6.864130151620485,1.0,Sectioning,60,2000,0
-6.891236160424302,1.0,NGS,60,2000,0
-6.886585124558864,1.0,UNGS,60,2000,0
-7.140610820034168,1.0,NV,60,2000,0
-7.017964377574861,1.0,UG,60,2000,0
-6.909468052815218,1.0,Sectioning,70,2000,0
-6.881132750081767,1.0,NGS,70,2000,0
-6.862276871858223,1.0,UNGS,70,2000,0
-7.134063950889697,1.0,NV,70,2000,0
-6.992833755535594,1.0,UG,70,2000,0
-6.892504592861999,1.0,Sectioning,80,2000,0
-6.886291174705192,1.0,NGS,80,2000,0
-6.817861630352985,1.0,UNGS,80,2000,0
-7.164020461894601,1.0,NV,80,2000,0
-7.018250472844381,1.0,UG,80,2000,0
-6.907822899374147,1.0,Sectioning,90,2000,0
-6.760102206889826,1.0,NGS,90,2000,0
-6.646622882853183,1.0,UNGS,90,2000,0
-7.1168550740148495,1.0,NV,90,2000,0
-6.854431012466266,1.0,UG,90,2000,0
