Cross Validation,Bootstrapping
-6.18448045539817,-6.18448045539817
-6.812240442233188,-6.812240442233188
-7.157412074323292,-7.157412074323292
-6.591620279693109,-6.591620279693109
-6.608172245901182,-6.608172245901182
-6.515171465047002,-6.515171465047002
-6.807352196519624,-6.807352196519624
-6.7484015589698085,-6.7484015589698085
-6.861533306100204,-6.861533306100204
-6.908468569239544,-6.908468569239544
-6.356227044078394,-6.356227044078394
-6.810487622144304,-6.810487622144304
-7.133124586681232,-7.133124586681232
-6.426021832901151,-6.426021832901151
-6.979618316100755,-6.979618316100755
-6.543270034004461,-6.543270034004461
-6.349908370604288,-6.349908370604288
-5.874212096370524,-5.874212096370524
-6.7114395997030885,-6.7114395997030885
-6.589235666220891,-6.589235666220891
-6.568723098335443,-6.568723098335443
-6.687152597247236,-6.687152597247236
-6.566705786021988,-6.566705786021988
-6.566325250343331,-6.566325250343331
-6.803539780575019,-6.803539780575019
-6.810032931468412,-6.810032931468412
-6.4332511312167675,-6.4332511312167675
-6.651887166739849,-6.651887166739849
-6.658389327444137,-6.658389327444137
-6.752382463557819,-6.752382463557819
-6.741118722079204,-6.741118722079204
-6.681942171921576,-6.681942171921576
-6.750206881264656,-6.750206881264656
-6.695877681393709,-6.695877681393709
-6.771781051787103,-6.771781051787103
-6.500761933739398,-6.500761933739398
-6.9828780185794255,-6.9828780185794255
-6.5886987685475935,-6.5886987685475935
-6.5646923608889765,-6.5646923608889765
-6.6345626880042206,-6.6345626880042206
-6.815088887777509,-6.815088887777509
-6.436467539507489,-6.436467539507489
-6.528991669956005,-6.528991669956005
-6.914855112128097,-6.914855112128097
-6.8238634706788455,-6.8238634706788455
-6.836964832600503,-6.836964832600503
-6.854935507979283,-6.854935507979283
-7.081965159204704,-7.081965159204704
-7.09971327675771,-7.09971327675771
-6.459553569487021,-6.459553569487021
-6.712809371122544,-6.712809371122544
-6.745155206337733,-6.745155206337733
-7.05784656540079,-7.05784656540079
-6.4672873320866575,-6.4672873320866575
-6.504618258164385,-6.504618258164385
-6.333674875519495,-6.333674875519495
-6.604251293512823,-6.604251293512823
-6.503500607801794,-6.503500607801794
-6.404925337579645,-6.404925337579645
-6.904075124452867,-6.904075124452867
-7.042899690358303,-7.042899690358303
-6.811471556323411,-6.811471556323411
-6.734094949791788,-6.734094949791788
-6.761983502540627,-6.761983502540627
-6.429871098949795,-6.429871098949795
-6.240514491961884,-6.240514491961884
-6.659868606365345,-6.659868606365345
-6.70266932703956,-6.70266932703956
-6.22497482621198,-6.22497482621198
-6.3719480805695765,-6.3719480805695765
-7.325055452933978,-7.325055452933978
-6.301600092520573,-6.301600092520573
-7.234956740402065,-7.234956740402065
-6.775333632636341,-6.775333632636341
-6.862579175188004,-6.862579175188004
-6.513460167302861,-6.513460167302861
-6.9280194684727565,-6.9280194684727565
-6.615039302287384,-6.615039302287384
-6.892073469191729,-6.892073469191729
-6.455094489323189,-6.455094489323189
-7.022481217880597,-7.022481217880597
-7.1770430986538,-7.1770430986538
-6.471652014967803,-6.471652014967803
-6.280687253933312,-6.280687253933312
-6.6586845771747765,-6.6586845771747765
-7.220855949300753,-7.220855949300753
-6.563731381332558,-6.563731381332558
-6.674734898178287,-6.674734898178287
-6.613227553336663,-6.613227553336663
-6.867184865036066,-6.867184865036066
-6.5370138450289,-6.5370138450289
-6.414702380273398,-6.414702380273398
-6.6137603259849636,-6.6137603259849636
-6.791406742974775,-6.791406742974775
-6.590221090556496,-6.590221090556496
-6.8424665693478035,-6.8424665693478035
-6.413540891709065,-6.413540891709065
-6.766876145587803,-6.766876145587803
-6.399120783863259,-6.399120783863259
-6.651274212268514,-6.651274212268514
